"","stat","pval","p.adj","num.genes","gene.vals","Driver","DriverNumeric"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",-0.103339490129457,0.0222084647450697,0.123055494112283,41,"EEF1G:162, RPL31:278, UBA52:499, RPL17:570, RPS27A:631, RPL34:642, RPL8:1067, EEF1D:1582, RPL32:2177, RPL13:2189, RPS26:2219, RPL10L:2231, RPL19:2529, RPS5:6991.5, RPL6:6991.5, RPLP0:6991.5, RPL3:6991.5, RPL23:6991.5, RPL3L:6991.5, RPS2:6991.5, RPL7:6991.5, RPS3:6991.5, RPL9:6991.5, RPS7:6991.5, RPL38:6991.5, RPL15:6991.5, RPLP2:6991.5, RPS17:6991.5, RPS27L:6991.5, RPS23:6991.5, RPL14:6991.5, RPL36A:6991.5, EEF1B2:6991.5, EEF1A1:6991.5, EEF2:6991.5, RPS10:11467, RPS15:11471, RPS14:11614, RPS15A:11917, RPL4:12097, RPS27:12573","MixOfBoth",4
"REACTOME_SIGNALING_BY_NOTCH",-0.0719476342834356,0.0018429730833728,0.0233460611827761,159,"NBEA:139, H2BC4:160, FURIN:205, MOV10:211, LFNG:249, DLL1:276, HDAC4:298, ATP2A2:358, H2AC4:376, MYC:460, EGFR:493, UBA52:499, RPS27A:631, H4C2:674, PSMF1:691, DNER:736, H3C13:765, H2BC15:779, PSMA1:795, PSMD12:951, NOTCH2:988, ADAM17:1015, NOTCH1:1083, CCND1:1171, H4C3:1266, JUN:1290, HES5:1325, H2AC14:1425, TNRC6A:1447, ACTA2:1462, H3C1:1575, JAG2:1607, H3C11:1832, H3C4:1867, ATP2A3:1967, CNTN1:2126, H4C13:2133, H2BC9:2238, TNRC6C:2285, H4C14:2445, RFNG:2586, STAT1:6991.5, PSMB1:6991.5, PSMD8:6991.5, PSMB5:6991.5, E2F1:6991.5, PSMD10:6991.5, PSMD3:6991.5, PSMD9:6991.5, TFDP2:6991.5, PSMB2:6991.5, PSME3:6991.5, PSMB7:6991.5, TP53:6991.5, AKT1:6991.5, PSMB6:6991.5, PSMD4:6991.5, PSMB4:6991.5, PSMD6:6991.5, UBB:6991.5, PSMD1:6991.5, PSMD2:6991.5, PSMD13:6991.5, TFDP1:6991.5, PSMB8:6991.5, PSMB10:6991.5, HDAC1:6991.5, ARRB1:6991.5, H3-3A:6991.5, H3C8:6991.5, H3C10:6991.5, H3C2:6991.5, H4C8:6991.5, H2AC20:6991.5, H2BC21:6991.5, H4C11:6991.5, H4C15:6991.5, H4C1:6991.5, SKP1:6991.5, CREBBP:6991.5, EP300:6991.5, HIF1A:6991.5, ITCH:6991.5, PSEN1:6991.5, APH1B:6991.5, NCOR1:6991.5, PSEN2:6991.5, NCSTN:6991.5, MAMLD1:6991.5, SNW1:6991.5, TBL1X:6991.5, KAT2A:6991.5, NUMB:6991.5, ADAM10:6991.5, RUNX1:6991.5, MAML1:6991.5, NCOR2:6991.5, MAML3:6991.5, FCER2:6991.5, MIB2:6991.5, PRKCI:6991.5, TACC3:6991.5, FLT4:6991.5, HDAC9:6991.5, HDAC7:6991.5, NOTCH3:6991.5, AGO1:6991.5, HDAC6:6991.5, MFNG:6991.5, TNRC6B:6991.5, HDAC10:6991.5, POFUT1:6991.5, MIB1:6991.5, TLE4:6991.5, NEURL1:6991.5, HDAC5:6991.5, ST3GAL4:6991.5, E2F3:6991.5, WWC1:6991.5, ST3GAL3:6991.5, DLL4:6991.5, DTX1:6991.5, HEY2:6991.5, TLE3:6991.5, ELF3:6991.5, HDAC11:6991.5, HEY1:6991.5, DLK1:6991.5, IKZF1:6991.5, TLE1:6991.5, WWP2:6991.5, NOTCH4:6991.5, NEURL1B:6991.5, ATP2A1:11432, FABP7:11439, DTX2:11459, MAML2:11521, HEYL:11525, PSMB9:11541, PSME2:11667, KAT2B:11669, SEM1:11823, POGLUT1:12108, FBXW7:12235, JAG1:12321, PSMD5:12390, PSME1:12602, DTX4:12615, ARRB2:12621, TLE2:12720, ST3GAL6:12982, B4GALT1:13020, EGF:13364, SEL1L:13439, HDAC8:13857, RBPJ:13881, SIRT6:14025, PLXND1:14125, DLGAP5:14980","Both",3
"REACTOME_TELOMERE_MAINTENANCE",-0.0425932846344765,0.239564705175123,0.485866325568894,64,"H2BC4:160, H2AC4:376, POLR2J:380, POLD2:596, RTEL1:608, RFC3:641, H4C2:674, H2BC15:779, H4C3:1266, H2AC14:1425, TEN1:1434, PRIM1:2062, H4C13:2133, PPP6R3:2194, FEN1:2225, H2BC9:2238, H4C14:2445, CDK2:6991.5, H3-3A:6991.5, POLD3:6991.5, RFC5:6991.5, RPA1:6991.5, POLD4:6991.5, TINF2:6991.5, TERF2:6991.5, TERF1:6991.5, H4C8:6991.5, TERF2IP:6991.5, H2AC20:6991.5, H2BC21:6991.5, H4C11:6991.5, H4C15:6991.5, H4C1:6991.5, LIG1:6991.5, POLR2F:6991.5, POLA2:6991.5, POLA1:6991.5, PRIM2:6991.5, CCNA2:6991.5, BLM:6991.5, CCNA1:6991.5, ATRX:6991.5, PPP6C:6991.5, CHTF18:6991.5, DKC1:6991.5, DSCC1:6991.5, SHQ1:6991.5, NHP2:6991.5, CHTF8:6991.5, ACD:11427, PIF1:11446, POT1:11520, RFC4:11645, ANKRD28:11683, WRAP53:12171, RPA3:12282, POLD1:12382, RPA2:12405, RFC1:13167, CTC1:13180, RFC2:13609, DNA2:14515, DAXX:14714, WRN:14862","Both",3
"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION",-0.100723995312419,0.0258201868663589,0.133010848342986,41,"GJA8:126, TUBA4A:246, DNM1:422, DNM2:463, TUBA1B:741, GJC1:1193, GJA4:1376, TUBB2A:1438, TJP1:1495, TUBA8:1597, GJA3:1619, TUBB4A:1954, GJB4:2047, GJD2:2504, ACTB:6991.5, TUBB1:6991.5, TUBB2B:6991.5, TUBA1A:6991.5, TUBAL3:6991.5, TUBB4B:6991.5, SRC:6991.5, GJA10:6991.5, AP2M1:6991.5, CLTCL1:6991.5, CLTA:6991.5, CLTB:6991.5, ACTG1:6991.5, GJB6:6991.5, GJA1:6991.5, GJB2:6991.5, GJD4:6991.5, GJB3:6991.5, GJB5:6991.5, GJC2:6991.5, MYO6:11857, TUBB8B:12045, GJA9:12159, TUBB8:12332, GJA5:12389, GJB7:12506, DAB2:13348","Both",3
"REACTOME_METABOLISM_OF_NUCLEOTIDES",-0.0589591465454315,0.0525906988499125,0.205236743758107,91,"UPP1:40, UCK2:73, ENTPD7:138, AMPD2:423, ENTPD2:544, CDA:746, NT5E:869, NT5C3A:1025, UCKL1:1087, ADSS1:1130, ENTPD1:1508, NT5M:1541, NUDT16:1608, GUK1:1813, NUDT9:1852, ENTPD8:2332, PUDP:2404, GLRX:2568, AK7:2592, SAMHD1:6991.5, XDH:6991.5, AK2:6991.5, UPP2:6991.5, ADSS2:6991.5, CTPS2:6991.5, RRM2B:6991.5, CAD:6991.5, AK6:6991.5, GMPR2:6991.5, DHODH:6991.5, NME3:6991.5, NME4:6991.5, GSR:6991.5, NUDT1:6991.5, IMPDH1:6991.5, AK1:6991.5, UMPS:6991.5, DGUOK:6991.5, AMPD1:6991.5, NT5C1A:6991.5, GDA:6991.5, NT5C:6991.5, ITPA:6991.5, PAICS:6991.5, PPAT:6991.5, DCTD:6991.5, UCK1:6991.5, AMPD3:6991.5, NUDT15:6991.5, TXN:6991.5, GMPR:6991.5, ATIC:6991.5, AK5:6991.5, AK9:6991.5, ADK:6991.5, DCK:6991.5, CMPK1:6991.5, NUDT5:6991.5, AK8:6991.5, TK2:6991.5, RRM1:6991.5, TK1:6991.5, ENTPD3:6991.5, DTYMK:6991.5, ADAL:6991.5, ADPRM:6991.5, CTPS1:6991.5, RRM2:6991.5, TYMS:6991.5, IMPDH2:6991.5, PFAS:6991.5, DPYD:6991.5, ADA:6991.5, ENTPD6:6991.5, PNP:6991.5, APRT:6991.5, NME1:6991.5, ADSL:6991.5, NME2:6991.5, NUDT18:6991.5, DCTPP1:11578, AGXT2:11971, ENTPD4:11981, ENTPD5:12878, UPB1:13145, HPRT1:13268, DPYS:13771, TXNRD1:14011, AK4:14280, NUDT13:14808, GMPS:15006","Herbivore",1
"REACTOME_MITOCHONDRIAL_BIOGENESIS",0.0166448798372563,0.623710948930886,0.813712620059615,73,"TFB2M:449, POLRMT:615, POLG2:864, ATP5PO:885, PPRC1:895, TFAM:917, SIRT5:1224, TGS1:1348, ATP5MC1:1474, MTERF1:1944, CAMK4:2110, PPARGC1B:2496, APOOL:2755, CRTC1:2867, TWNK:3475, ATP5PB:3477, PRKAG2:8114.5, PRKAB1:8114.5, PRKAA2:8114.5, PRKAG1:8114.5, CREBBP:8114.5, NCOR1:8114.5, TBL1X:8114.5, PPARGC1A:8114.5, MEF2D:8114.5, MED1:8114.5, HELZ2:8114.5, NCOA2:8114.5, CARM1:8114.5, CHD9:8114.5, MAPK11:8114.5, RXRA:8114.5, PPARA:8114.5, MAPK12:8114.5, NCOA6:8114.5, SAMM50:8114.5, ATP5F1B:8114.5, ATP5F1A:8114.5, MTX1:8114.5, ATF2:8114.5, SOD2:8114.5, ATP5F1D:8114.5, DMAC2L:8114.5, ATP5MC2:8114.5, ATP5MC3:8114.5, ATP5PF:8114.5, ATP5F1C:8114.5, ATP5MG:8114.5, ATP5PD:8114.5, ATP5MF:8114.5, DNAJC11:8114.5, ALAS1:8114.5, TFB1M:8114.5, SIRT4:8114.5, SSBP1:8114.5, NR1D1:8114.5, ACSS2:8114.5, IMMT:8114.5, GLUD1:8114.5, GABPA:8114.5, CHCHD6:8114.5, CRTC2:8114.5, ESRRA:8114.5, MICOS13:8114.5, IDH2:12751, NCOA1:13048, CHCHD3:13121, PRKAB2:13148, APOO:13550, MTX2:13851, TMEM11:14127, HCFC1:14931, CRTC3:14991","Unclear",0
"REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA",-0.11874064110048,0.0222496345427645,0.123055494112283,31,"SLBP:96, NCBP1:402, RAE1:912, NUP37:953, NUP155:1220, NUP43:1276, NUP93:1474, NUP133:1593, NUP205:1762, NUP35:1986, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, NUP153:6991.5, NUP85:6991.5, NUP214:6991.5, NUP210:6991.5, NUP42:6991.5, NUP54:6991.5, NUP58:6991.5, EIF4E:6991.5, SEC13:6991.5, NUP62:6991.5, ALYREF:6991.5, NUP188:12075, NDC1:12268, NUP98:13814","Both",3
"REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS",-0.16764143515915,0.00042364335725174,0.00900216128848496,37,"SLBP:96, SYMPK:319, NCBP1:402, WDR33:703, RAE1:912, NUP37:953, CPSF1:1162, NUP155:1220, NUP43:1276, CPSF2:1332, CPSF3:1453, NUP93:1474, NUP133:1593, NUP205:1762, NUP35:1986, FIP1L1:2156, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, NUP153:6991.5, NUP85:6991.5, NUP214:6991.5, NUP210:6991.5, NUP42:6991.5, NUP54:6991.5, NUP58:6991.5, EIF4E:6991.5, SEC13:6991.5, NUP62:6991.5, ALYREF:6991.5, NUP188:12075, NDC1:12268, NUP98:13814","Both",3
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",-0.0750238019676293,0.213237334079751,0.451996398596622,23,"MMP2:99, FURIN:205, MMP17:743, MMP16:1134, TIMP1:1148, MMP9:1624, TIMP2:2301, KLKB1:6991.5, MMP3:6991.5, CTSK:6991.5, MMP15:6991.5, MMP7:6991.5, MMP13:6991.5, MMP14:6991.5, MMP10:6991.5, COL18A1:6991.5, MMP25:6991.5, MMP24:6991.5, MMP8:11753, MMP11:11868, ELANE:11965, PLG:12741, SPOCK3:13104","Both",3
"REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS",0.230125112208258,0.0014441915622015,0.0198769266156435,16,"ABCB11:107, SLCO1A2:169, ALB:198, SLCO1B1:357, SLC10A2:507, NR1H4:625, SLC51A:741, SLC10A1:748, SLC51B:869, SLC27A5:1593, NCOA2:8114.5, RXRA:8114.5, ABCC3:8114.5, BAAT:8114.5, NCOA1:13048, STARD5:14594","Herbivore",1
"REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS",0.0906761605741198,0.320858351602775,0.576202796752793,10,"PROZ:720, PROC:1047, F7:2010, GAS6:3434, F9:8114.5, F10:8114.5, F2:8114.5, PROS1:8114.5, BGLAP:8114.5, FURIN:14901","Both",3
"REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS",0.112175925453934,0.197767916345576,0.438094510763929,11,"PROZ:720, PROC:1047, F7:2010, GGCX:2685, GAS6:3434, F9:8114.5, F10:8114.5, F2:8114.5, PROS1:8114.5, BGLAP:8114.5, FURIN:14901","Both",3
"REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS",-0.00662547039953681,0.92039965747878,0.960230971853141,19,"NFKBIA:808, DHX9:1489, RELA:1751, IKBKG:1767, RIPK1:1856, RIPK3:2363, NFKB1:6991.5, CHUK:6991.5, IRF3:6991.5, TBK1:6991.5, NKIRAS1:6991.5, TLR3:6991.5, NLRP4:11532, NFKBIB:11809, NFKB2:12207, ZBP1:12381, MYD88:12588, DTX4:12615, IKBKB:14785","Both",3
"REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN",0.175512719937241,0.17412794719727,0.407201930994395,5,"DTX4:2491, ZBP1:2725, NLRP4:3574, IRF3:8114.5, TBK1:8114.5","Unclear",0
"REACTOME_SULFIDE_OXIDATION_TO_SULFATE",0.029020025405365,0.805568797789489,0.917670317777043,6,"SUOX:1728, SQOR:3509, ETHE1:8114.5, SLC25A10:8114.5, TSTD1:8114.5, TST:13700","Unclear",0
"REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE",0.15378286398145,0.03926830316596,0.171846482058801,15,"GOT2:246, GADL1:271, CSAD:1089, CTH:1108, MPST:1182, SUOX:1728, SQOR:3509, ETHE1:8114.5, SLC25A10:8114.5, TSTD1:8114.5, FMO1:8114.5, TXN2:8114.5, CDO1:8114.5, ADO:8114.5, TST:13700","Herbivore",1
"REACTOME_SULFUR_AMINO_ACID_METABOLISM",0.150236757624398,0.00597027425697099,0.0543656792187813,28,"GOT2:246, GADL1:271, BHMT:557, CSAD:1089, CTH:1108, MPST:1182, SUOX:1728, MAT1A:2117, BHMT2:2374, CBS:2384, MRI1:3033, SQOR:3509, ENOPH1:3656, APIP:8114.5, MTAP:8114.5, GOT1:8114.5, ADI1:8114.5, AHCY:8114.5, MTR:8114.5, MTRR:8114.5, ETHE1:8114.5, SLC25A10:8114.5, TSTD1:8114.5, FMO1:8114.5, TXN2:8114.5, CDO1:8114.5, ADO:8114.5, TST:13700","Herbivore",1
"REACTOME_HIV_LIFE_CYCLE",-0.10213583060025,0.000143731933208465,0.00386789068022184,117,"NEDD4L:184, FURIN:205, POLR2J:380, NCBP1:402, UBA52:499, RPS27A:631, TBP:697, NELFB:731, GTF2F2:851, NELFA:856, RAE1:912, CDK9:918, NUP37:953, TSG101:977, GTF2H4:1002, CTDP1:1104, NUP155:1220, TAF10:1237, NUP43:1276, GTF2A1:1318, PPIA:1450, NUP93:1474, CCR5:1549, NUP133:1593, RAN:1685, NUP205:1762, MNAT1:1847, NUP35:1986, CD4:2083, FEN1:2225, CHMP4B:2271, CHMP6:2336, NMT1:6991.5, UBB:6991.5, LIG1:6991.5, CCNT2:6991.5, CCNK:6991.5, SUPT16H:6991.5, POLR2F:6991.5, NELFCD:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, GTF2F1:6991.5, CCNT1:6991.5, CDK7:6991.5, CCNH:6991.5, GTF2H2:6991.5, SSRP1:6991.5, ELOC:6991.5, ERCC3:6991.5, TCEA1:6991.5, SUPT5H:6991.5, NELFE:6991.5, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, NUP153:6991.5, NUP85:6991.5, NUP214:6991.5, NUP210:6991.5, NUP42:6991.5, NUP54:6991.5, NUP58:6991.5, SEC13:6991.5, NUP62:6991.5, CXCR4:6991.5, VTA1:6991.5, TAF11:6991.5, XRCC5:6991.5, RANBP1:6991.5, RANGAP1:6991.5, RNMT:6991.5, TAF7L:6991.5, RNGTT:6991.5, CHMP3:6991.5, VPS4B:6991.5, VPS4A:6991.5, VPS37B:6991.5, TAF4B:6991.5, TAF1:6991.5, CHMP7:6991.5, TAF5:6991.5, NMT2:6991.5, GTF2E1:6991.5, VPS37A:6991.5, VPS28:6991.5, CHMP4C:6991.5, PSIP1:6991.5, TAF3:6991.5, VPS37C:6991.5, PDCD6IP:6991.5, LIG4:6991.5, TAF7:6991.5, RCC1:6991.5, TAF9B:6991.5, XRCC6:6991.5, MVB12B:6991.5, GTF2E2:6991.5, CHMP4A:6991.5, TAF15:6991.5, TAF9:6991.5, VPS37D:11821, UBAP1:11910, XRCC4:11991, NUP188:12075, TAF2:12163, NDC1:12268, ELOA:12419, MVB12A:12553, ELL:13090, TAF6:13299, NUP98:13814","Both",3
"REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION",-0.10046046720575,0.0886649965173327,0.277539910973526,24,"NEDD4L:184, UBA52:499, RPS27A:631, TSG101:977, PPIA:1450, CHMP4B:2271, CHMP6:2336, UBB:6991.5, VTA1:6991.5, CHMP3:6991.5, VPS4B:6991.5, VPS4A:6991.5, VPS37B:6991.5, CHMP7:6991.5, VPS37A:6991.5, VPS28:6991.5, CHMP4C:6991.5, VPS37C:6991.5, PDCD6IP:6991.5, MVB12B:6991.5, CHMP4A:6991.5, VPS37D:11821, UBAP1:11910, MVB12A:12553","Both",3
"REACTOME_INTEGRATION_OF_PROVIRUS",-0.0356609130987073,0.762290561943586,0.90200492303941,6,"PPIA:1450, XRCC5:6991.5, PSIP1:6991.5, LIG4:6991.5, XRCC6:6991.5, XRCC4:11991","Unclear",0
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",-0.123925698614495,0.154782307824279,0.376776305127687,11,"PPIA:1450, CCR5:1549, CD4:2083, FEN1:2225, LIG1:6991.5, CXCR4:6991.5, XRCC5:6991.5, PSIP1:6991.5, LIG4:6991.5, XRCC6:6991.5, XRCC4:11991","Unclear",0
"REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION",0.0606274120454146,0.578613959766434,0.779119469349425,7,"CCNB1:3234, GORASP2:3504, MAPK3:8114.5, CCNB2:8114.5, PLK1:8114.5, BLZF1:8114.5, USO1:8114.5","Unclear",0
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI",0.0699057450628366,0.333184289385508,0.588375390560304,16,"PIGB:266, PIGW:1637, PIGF:1935, PIGZ:2181, PIGV:2311, PIGO:2433, PIGH:8114.5, PIGL:8114.5, PIGC:8114.5, DPM2:8114.5, PIGX:8114.5, PIGA:8114.5, PIGP:8114.5, PIGN:8114.5, PIGM:14514, PIGG:15058","Both",3
"REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR",0.0508200702383621,0.666429447683467,0.842026835440288,6,"PIGK:1462, PLAUR:1578, PIGS:2686, PGAP1:8114.5, GPAA1:13373, PIGT:13893","Unclear",0
"REACTOME_HIV_INFECTION",-0.0841778273309781,0.000166266874665565,0.00425428152154089,170,"NEDD4L:184, FURIN:205, AP2A2:277, POLR2J:380, NCBP1:402, UBA52:499, RPS27A:631, PSMF1:691, TBP:697, NELFB:731, PSMA1:795, GTF2F2:851, NELFA:856, RAE1:912, CDK9:918, PSMD12:951, NUP37:953, TSG101:977, GTF2H4:1002, CTDP1:1104, NUP155:1220, TAF10:1237, NUP43:1276, GTF2A1:1318, PPIA:1450, NUP93:1474, CCR5:1549, NUP133:1593, ELMO1:1633, RAN:1685, NUP205:1762, MNAT1:1847, NUP35:1986, CD4:2083, AP1S2:2116, FEN1:2225, CHMP4B:2271, CHMP6:2336, PSMB1:6991.5, PSME4:6991.5, PSMD8:6991.5, PSMB5:6991.5, PSMD10:6991.5, PSMD3:6991.5, PSMD9:6991.5, PSMB2:6991.5, PSME3:6991.5, NMT1:6991.5, PSMB7:6991.5, PSMB6:6991.5, PSMA8:6991.5, PSMD4:6991.5, PSMB4:6991.5, PSMD6:6991.5, UBB:6991.5, PSMD1:6991.5, PSMD2:6991.5, PAK2:6991.5, PSMD13:6991.5, PSMB8:6991.5, PSMB10:6991.5, PSMB11:6991.5, DOCK2:6991.5, LCK:6991.5, LIG1:6991.5, AP2M1:6991.5, AP2A1:6991.5, CCNT2:6991.5, CCNK:6991.5, SUPT16H:6991.5, POLR2F:6991.5, NELFCD:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, GTF2F1:6991.5, CCNT1:6991.5, CDK7:6991.5, CCNH:6991.5, GTF2H2:6991.5, SSRP1:6991.5, ELOC:6991.5, ERCC3:6991.5, TCEA1:6991.5, SUPT5H:6991.5, NELFE:6991.5, SKP1:6991.5, BTRC:6991.5, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, NUP153:6991.5, NUP85:6991.5, NUP214:6991.5, NUP210:6991.5, NUP42:6991.5, NUP54:6991.5, NUP58:6991.5, SEC13:6991.5, NUP62:6991.5, ATP6V1H:6991.5, B2M:6991.5, CXCR4:6991.5, SLC25A4:6991.5, HCK:6991.5, ARF1:6991.5, AP1B1:6991.5, AP1M2:6991.5, AP1S3:6991.5, AP1G1:6991.5, CD8B:6991.5, CD28:6991.5, CD247:6991.5, VTA1:6991.5, TAF11:6991.5, XRCC5:6991.5, RANBP1:6991.5, RANGAP1:6991.5, RNMT:6991.5, TAF7L:6991.5, RNGTT:6991.5, CHMP3:6991.5, VPS4B:6991.5, VPS4A:6991.5, VPS37B:6991.5, TAF4B:6991.5, TAF1:6991.5, CHMP7:6991.5, TAF5:6991.5, NMT2:6991.5, GTF2E1:6991.5, VPS37A:6991.5, VPS28:6991.5, CHMP4C:6991.5, PSIP1:6991.5, TAF3:6991.5, VPS37C:6991.5, PDCD6IP:6991.5, LIG4:6991.5, TAF7:6991.5, RCC1:6991.5, TAF9B:6991.5, XRCC6:6991.5, MVB12B:6991.5, GTF2E2:6991.5, CHMP4A:6991.5, TAF15:6991.5, TAF9:6991.5, PACS1:6991.5, NPM1:6991.5, PSMB9:11541, PSME2:11667, VPS37D:11821, SEM1:11823, UBAP1:11910, XRCC4:11991, NUP188:12075, TAF2:12163, NDC1:12268, PSMD5:12390, ELOA:12419, MVB12A:12553, PSME1:12602, ELL:13090, TAF6:13299, NUP98:13814","Both",3
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",-0.0824299736507415,0.00615943529524743,0.0543821622352395,93,"AP2A2:277, UBA52:499, RPS27A:631, PSMF1:691, PSMA1:795, RAE1:912, CDK9:918, PSMD12:951, NUP37:953, NUP155:1220, NUP43:1276, PPIA:1450, NUP93:1474, NUP133:1593, ELMO1:1633, RAN:1685, NUP205:1762, NUP35:1986, CD4:2083, AP1S2:2116, PSMB1:6991.5, PSME4:6991.5, PSMD8:6991.5, PSMB5:6991.5, PSMD10:6991.5, PSMD3:6991.5, PSMD9:6991.5, PSMB2:6991.5, PSME3:6991.5, PSMB7:6991.5, PSMB6:6991.5, PSMA8:6991.5, PSMD4:6991.5, PSMB4:6991.5, PSMD6:6991.5, UBB:6991.5, PSMD1:6991.5, PSMD2:6991.5, PAK2:6991.5, PSMD13:6991.5, PSMB8:6991.5, PSMB10:6991.5, PSMB11:6991.5, DOCK2:6991.5, LCK:6991.5, AP2M1:6991.5, AP2A1:6991.5, CCNT1:6991.5, ELOC:6991.5, SKP1:6991.5, BTRC:6991.5, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, NUP153:6991.5, NUP85:6991.5, NUP214:6991.5, NUP210:6991.5, NUP42:6991.5, NUP54:6991.5, NUP58:6991.5, SEC13:6991.5, NUP62:6991.5, ATP6V1H:6991.5, B2M:6991.5, SLC25A4:6991.5, HCK:6991.5, ARF1:6991.5, AP1B1:6991.5, AP1M2:6991.5, AP1S3:6991.5, AP1G1:6991.5, CD8B:6991.5, CD28:6991.5, CD247:6991.5, RANBP1:6991.5, RANGAP1:6991.5, PSIP1:6991.5, RCC1:6991.5, PACS1:6991.5, NPM1:6991.5, PSMB9:11541, PSME2:11667, SEM1:11823, NUP188:12075, NDC1:12268, PSMD5:12390, PSME1:12602, NUP98:13814","Both",3
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",0.0187217809135233,0.482239497847007,0.708043822978953,119,"NAGLU:27, NCAN:85, B3GNT4:137, ARSB:187, STAB2:428, GLB1:455, GUSB:525, PAPSS2:573, HYAL1:617, HEXB:649, VCAN:774, SLC35B3:999, HPSE:1041, B3GNT2:1238, OMD:1289, SDC3:1569, CHST9:1598, SLC26A2:1653, CHST7:1818, IDUA:1859, SLC35D2:1878, B3GNT7:2038, B4GALT1:2086, CSGALNACT1:2102, ST3GAL6:2124, B4GALT5:2349, HS3ST6:2402, CHST14:2684, CSGALNACT2:2895, CHST6:2953, B3GNT3:3225, GPC3:3229, CD44:8114.5, SDC4:8114.5, SDC2:8114.5, AGRN:8114.5, BCAN:8114.5, HSPG2:8114.5, FMOD:8114.5, LUM:8114.5, PAPSS1:8114.5, SLC26A1:8114.5, SLC35B2:8114.5, ST3GAL4:8114.5, ST3GAL3:8114.5, HS3ST1:8114.5, ST3GAL1:8114.5, IDS:8114.5, XYLT2:8114.5, B4GALT7:8114.5, CHPF2:8114.5, HYAL2:8114.5, HMMR:8114.5, GPC4:8114.5, HAS3:8114.5, XYLT1:8114.5, HAS1:8114.5, OGN:8114.5, B3GAT1:8114.5, DSE:8114.5, UST:8114.5, B3GAT2:8114.5, CSPG5:8114.5, B4GALT2:8114.5, B4GALT6:8114.5, B4GALT4:8114.5, CHST3:8114.5, CHPF:8114.5, CHSY1:8114.5, LYVE1:8114.5, GNS:8114.5, GLCE:8114.5, KERA:8114.5, GALNS:8114.5, EXT2:8114.5, HS2ST1:8114.5, ST3GAL2:8114.5, B4GALT3:8114.5, GLB1L:8114.5, NDST3:8114.5, HGSNAT:8114.5, NDST2:8114.5, HAS2:8114.5, HS6ST2:8114.5, CHST11:8114.5, CHST2:8114.5, B3GALT6:8114.5, GPC5:8114.5, CHST13:8114.5, SGSH:8114.5, HS3ST4:8114.5, GPC6:8114.5, HS6ST3:8114.5, HYAL3:8114.5, CHSY3:8114.5, GPC2:8114.5, HEXA:8114.5, HS3ST5:8114.5, HPSE2:12606, B3GAT3:12684, SDC1:12808, DSEL:13071, DCN:13183, CHST12:13319, B4GAT1:13488, NDST1:13739, CSPG4:13903, CEMIP:13909, SLC9A1:13982, CHST1:14212, PRELP:14286, HS3ST2:14402, BGN:14495, EXT1:14507, GPC1:14831, HS6ST1:14872, NDST4:14948, ABCC5:15022, CHST15:15075","Both",3
