	stat	pval	p.adj	num.genes	gene.vals	Directionality	DirectionalityNumeric
REACTOME_METABOLISM_OF_LIPIDS	0.063749326	5.92E-08	7.63E-06	650	"ACADM:13, EHHADH:23, CUBN:34, CYP1A1:35, CYP2R1:44, ACOT12:74, ECI2:81, PHYH:85, ABCB11:99, ACOX2:102, CYP17A1:113, SPTLC3:116, INPP5K:120, ALB:150, CYP11A1:160, SCD:164, PTPN13:189, ARSB:201, ACAD11:214, CERS4:218, PLA2R1:222, ELOVL7:228, SLCO1A2:234, MTF1:242, CPT2:243, ACOT13:286, SLC10A2:289, ACAA2:324, MOGAT1:359, TRIB3:370, RORA:374, ABCB4:375, ACER1:382, SLCO1B1:385, CYP1A2:436, ACSS3:440, PLA2G1B:493, ACBD5:527, INPPL1:531, HEXB:557, GLB1:577, PIK3C2G:581, VDR:590, PPARD:638, ACADVL:639, CYP21A2:640, PIK3C2A:651, CPT1A:664, SUMF2:676, SEC24A:697, SLC51A:699, DDHD2:700, GPAT3:704, SLC51B:740, STAR:753, HACL1:760, DEGS2:788, ABHD3:797, FABP1:798, CYP24A1:803, TXNRD1:805, SLC44A5:810, SLC27A3:845, CDS1:874, CYP7A1:891, CYP27A1:902, HMGCL:909, NUDT7:917, ACACB:926, MTMR4:927, SLC10A1:930, NR1H4:978, MMUT:981, PLA2G4F:994, SERPINA6:1016, HTD2:1019, NUDT19:1044, PTGR2:1104, PTGIS:1109, PLIN3:1141, GPX4:1166, PISD:1187, FDXR:1253, TECRL:1265, PPARG:1274, PLIN2:1323, CPNE1:1329, PLA2G3:1340, DGAT2L6:1341, SLC27A2:1349, ACSL5:1358, ABCC1:1385, AHR:1400, PLA2G2D:1406, MED13:1408, ARSK:1429, GGT1:1483, LIPE:1487, PCCA:1492, MED16:1520, CYP27B1:1524, SAMD8:1573, HSD17B3:1654, MBOAT1:1682, MECR:1687, DECR1:1693, PIK3CB:1697, PIK3R4:1719, SCD5:1723, PLBD1:1725, ACADS:1728, SLC44A4:1775, LPIN3:1783, ACOT8:1788, SLC27A5:1791, TNFAIP8L3:1793, AGPS:1831, HAO2:1834, PLB1:1859, HADHA:1860, HMGCLL1:1865, GRHL1:1876, NFYC:1893, OXCT1:1896, THEM5:1908, CYP39A1:1911, LPCAT3:1920, TGS1:1921, ACSL6:1952, PPARGC1B:1991, TMEM86B:1998, PON3:2002, FADS1:2009, PTGR1:2017, ETNPPL:2053, ACOXL:2055, ACOT4:2070, VAPA:2076, FAAH:2097, CROT:2113, PLEKHA5:2115, NCOA3:2123, ACAT1:2157, MED15:2158, HSD17B2:2302, AGMO:2320, MGLL:2324, SLC22A5:2370, PTPMT1:2372, NR1H2:2385, IDI1:2417, PCCB:2419, ACBD4:2480, SPHK2:2499, HSD17B4:2535, PIK3R2:2556, NEU3:2570, MTMR3:2606, PRKD2:2698, THEM4:2704, ARF3:2755, MIGA1:2779, CERS1:2782, HADHB:2783, FABP2:2826, GBA2:2841, MCEE:2845, ACOX1:2850, GC:2915, LTC4S:2916, CERS5:2923, HSD3B2:2952, NR1H3:2984, GALC:3007, PIAS4:3019, FAR2:3065, SIN3B:3088, AGT:3154, FDX1:3164, INPP5D:3204, PIK3R1:3210, FADS2:3230, PLA2G4D:3232, TSPO:3275, NDUFAB1:3285, CYP8B1:3305, MLYCD:3312, HPGDS:3351, CYP4B1:3380, INPP5J:3424, AGPAT5:3431, CTSA:3456, MED13L:3467, TBXAS1:3473, PLEKHA4:3487, DPEP3:3510, SGPP1:3515, LCLAT1:3523, GLB1L:3553, PRKACA:8044, PIK3CG:8044, PLA2G4A:8044, PIK3R3:8044, CD36:8044, PRKACB:8044, SIN3A:8044, PSAP:8044, PIK3R6:8044, PPP1CA:8044, TSPOAP1:8044, CHAT:8044, ACHE:8044, BCHE:8044, PRKAA2:8044, PIK3C3:8044, CREBBP:8044, EP300:8044, ARNT:8044, NCOR1:8044, CYP51A1:8044, MED24:8044, MED17:8044, THRAP3:8044, MED29:8044, TBL1X:8044, MED25:8044, MED26:8044, PPARGC1A:8044, MED23:8044, HMGCR:8044, MED20:8044, MED1:8044, HELZ2:8044, MED4:8044, NCOA2:8044, MED9:8044, CARM1:8044, CDK19:8044, MED7:8044, MED19:8044, MED8:8044, MED27:8044, MED30:8044, ANGPTL4:8044, FABP4:8044, PIK3CD:8044, CHD9:8044, MED14:8044, MED12:8044, PIP5K1C:8044, RXRA:8044, PPARA:8044, NCOR2:8044, NCOA6:8044, ALOX5:8044, PTGS2:8044, ARF1:8044, ALOX15:8044, MAPKAPK2:8044, LGMN:8044, SEC24B:8044, OSBPL1A:8044, SEC24D:8044, SEC24C:8044, FDX2:8044, CLOCK:8044, NPAS2:8044, ABCD1:8044, ME1:8044, RAB14:8044, LPCAT2:8044, PLA2G12A:8044, PLA2G5:8044, PNPLA8:8044, MBOAT2:8044, LPCAT1:8044, PLA2G2F:8044, LPCAT4:8044, PLA2G4E:8044, PLA2G2E:8044, OSBPL8:8044, OSBPL10:8044, PLA1A:8044, ABHD4:8044, PLAAT1:8044, DGAT2:8044, PNPLA3:8044, PNPLA2:8044, DGAT1:8044, MBOAT7:8044, CRLS1:8044, LPGAT1:8044, PLA2G15:8044, GPCPD1:8044, CDS2:8044, PLD3:8044, PLD2:8044, PLD4:8044, AGPAT4:8044, DDHD1:8044, GPD2:8044, GNPAT:8044, GPAM:8044, MIGA2:8044, GPD1L:8044, GPAT4:8044, AGPAT3:8044, LIPH:8044, GPD1:8044, AGPAT2:8044, GPAT2:8044, LIPI:8044, AGPAT1:8044, SLC44A1:8044, STARD7:8044, CHKB:8044, LPIN2:8044, CHKA:8044, CHPT1:8044, SLC44A2:8044, PEMT:8044, CEPT1:8044, SLC44A3:8044, PCYT1A:8044, MFSD2A:8044, PHOSPHO1:8044, STARD10:8044, CPNE3:8044, PITPNM2:8044, PITPNM3:8044, CPNE6:8044, CDIPT:8044, PITPNM1:8044, SELENOI:8044, ETNK1:8044, ETNK2:8044, PTDSS2:8044, CPNE7:8044, PITPNB:8044, PI4K2B:8044, SACM1L:8044, PI4KA:8044, MTMR7:8044, INPP4A:8044, MTMR9:8044, INPP4B:8044, OCRL:8044, GDE1:8044, PNPLA6:8044, GDPD3:8044, VAC14:8044, PIP5K1B:8044, FIG4:8044, PIKFYVE:8044, PLEKHA3:8044, PNPLA7:8044, TPTE2:8044, PIK3C2B:8044, SBF2:8044, MTMR6:8044, PI4KB:8044, PIP5K1A:8044, PLEKHA6:8044, TNFAIP8:8044, INPP5E:8044, MTMR12:8044, GDPD1:8044, PI4K2A:8044, TNFAIP8L2:8044, MTMR14:8044, ENPP6:8044, PIP4P1:8044, PIP4K2C:8044, PLEKHA2:8044, RUFY1:8044, TNFAIP8L1:8044, INPP5F:8044, TPTE:8044, GGT5:8044, FABP7:8044, ALAS1:8044, NR1D1:8044, ESRRA:8044, ABCC3:8044, BAAT:8044, HEXA:8044, ABHD5:8044, FABP3:8044, FABP9:8044, PPP1CB:8044, ACSL3:8044, ACLY:8044, FASN:8044, ACACA:8044, ARSD:8044, ARSA:8044, STS:8044, ARSG:8044, SUMF1:8044, ARSL:8044, ARSI:8044, LBR:8044, MBTPS2:8044, FDFT1:8044, SQLE:8044, SC5D:8044, MVK:8044, HMGCS1:8044, SCAP:8044, INSIG2:8044, MBTPS1:8044, TM7SF2:8044, LSS:8044, FDPS:8044, MVD:8044, ELOVL6:8044, SP1:8044, INSIG1:8044, ALDH3B1:8044, ALDH3A2:8044, ACER3:8044, SPTLC1:8044, SPTLC2:8044, FA2H:8044, OSBP:8044, CERT1:8044, PRKD3:8044, KDSR:8044, ORMDL2:8044, VAPB:8044, ALDH3B2:8044, PLPP2:8044, CERS2:8044, DEGS1:8044, CERS3:8044, PLPP3:8044, SGPP2:8044, SGMS2:8044, SGPL1:8044, SPHK1:8044, ACER2:8044, SPNS2:8044, PRKD1:8044, SGMS1:8044, CERK:8044, GLA:8044, ASAH1:8044, NEU2:8044, ESYT2:8044, B4GALNT1:8044, SMPD2:8044, SMPD4:8044, ESYT1:8044, ESYT3:8044, SMPD1:8044, B3GALNT1:8044, ENPP7:8044, NEU1:8044, ASAH2:8044, GM2A:8044, NEU4:8044, CPTP:8044, ACAA1:8044, GLIPR1:8044, PTGES2:8044, APOA5:8044, LDLRAP1:8044, CIDEC:8044, MSMO1:8044, DHCR24:8044, ACAT2:8044, EBP:8044, ARV1:8044, PLPP6:8044, CYP46A1:8044, OSBPL3:8044, HSD3B7:8044, SCP2:8044, AKR1D1:8044, CH25H:8044, CYP7B1:8044, AMACR:8044, LHB:8044, SRD5A3:8044, CGA:8044, SRD5A1:8044, HSD17B12:8044, HSD17B14:8044, HSD17B1:8044, CYP19A1:8044, HSD17B11:8044, HSD11B1:8044, HSD11B2:8044, AKR1B1:8044, STARD3:8044, STARD4:8044, MMAA:8044, MID1IP1:8044, SLC25A20:8044, CPT1B:8044, ELOVL5:8044, ELOVL1:8044, ELOVL3:8044, ACSL1:8044, ELOVL2:8044, DPEP1:8044, PTGS1:8044, CYP2E1:8044, CYP1B1:8044, CYP2U1:8044, DPEP2:8044, EPHX2:8044, PON1:8044, PON2:8044, ALOX5AP:8044, GPX2:8044, GPX1:8044, HPGD:8044, ALOXE3:8044, ALOX12B:8044, PTGES:8044, PRXL2B:8044, ALOX15B:8044, GPS2:8044, TNFRSF21:8044, SLC27A1:8044, RXRB:8044, SLC25A17:8044, PECR:8044, ACOX3:8044, CRAT:8044, ACOT6:8044, DECR2:8044, FHL2:8044, G0S2:8044, RGL1:8044, ANKRD1:8044, PEX11A:8044, ACSM3:8044, HACD3:8044, ACOT7:8044, TECR:8044, SLC25A1:8044, MCAT:8044, ACSBG1:8044, MOGAT3:8044, DHRS7B:8044, ACAD10:8044, HSD17B8:8044, ACADL:8044, ELOVL4:8044, ACOT9:8044, ECHS1:8044, ACSBG2:8044, PPT1:8044, MORC2:8044, HADH:8044, FITM1:8044, CBR4:8044, DBI:8044, BDH1:8044, ACOT11:8044, BDH2:8044, MOGAT2:8044, ACSF2:8044, ECI1:8044, PPT2:8044, HSD17B13:8044, CIDEA:8044, ACSF3:8044, HACD4:8044, HACD2:8044, PMVK:12519, THRSP:12558, PCYT2:12571, AWAT1:12575, UGT8:12669, AACS:12712, ACSL4:12730, NCOA1:12740, FAR1:12843, DHCR7:12883, FABP12:12885, STARD3NL:12899, SREBF1:12928, CSNK1G2:12994, PLEKHA8:13001, GDPD5:13090, BMX:13142, MED6:13149, PIK3R5:13150, PIP4K2A:13164, PRKAG2:13187, MED22:13191, PTDSS1:13202, GK2:13229, APOA1:13281, PNPLA4:13295, FABP5:13297, AWAT2:13383, RAN:13388, ACP6:13471, MED28:13506, LTA4H:13509, HSD17B7:13549, PNPLA5:13550, GK:13653, PRKAB2:13681, SYNJ2:13689, MTM1:13693, PIK3CA:13716, OSBPL9:13718, AGK:13725, PIP4K2B:13754, MTMR2:13766, APOA2:13777, PLIN1:13874, NSDHL:13878, SEC23A:13898, GGPS1:13918, SRD5A2:14006, UBE2I:14027, FITM2:14099, MTMR1:14125, PLEKHA1:14182, OSBPL6:14197, PLD1:14290, PLAAT5:14293, PLPP1:14299, STARD6:14421, PTGDS:14431, HACD1:14465, CSNK2B:14503, GLTP:14571, CERS6:14630, MTMR10:14664, SYNJ1:14689, CAV1:14724, OSBPL5:14738, LPIN1:14743, STARD5:14746, ARSJ:14769, PLA2G6:14817, HMGCS2:14840, PGS1:14846, ARNT2:14903, OSBPL2:14966, SBF1:15013, SMPD3:15029, TIAM2:15091"	Herbivore	1
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	-0.020549887	0.756599903	0.896876808	19	"KCNJ12:236, KCNJ14:304, KCNK12:651, KCNK10:780, KCNJ2:7062, KCNJ4:7062, KCNK2:7062, KCNK6:7062, KCNK1:7062, KCNK13:7062, KCNK3:7062, KCNK7:7062, KCNK4:7062, KCNK18:7062, KCNK5:7062, KCNK9:12683, KCNK17:13645, KCNK16:15018, KCNK15:15076"	Both	3
REACTOME_PHASE_3_RAPID_REPOLARISATION	-0.097085202	0.341727592	0.584767693	8	"KCNE3:1602, KCNE4:1824, KCNQ1:1865, KCNH2:7062, KCNE2:7062, KCNE5:7062, KCNE1:7062, AKAP9:14392"	Unclear	3
REACTOME_CARDIAC_CONDUCTION	-0.103455494	0.000153562	0.003899604	113	"CAMK2B:10, ITPR1:76, KCNJ12:236, KCNJ14:304, ATP2A2:306, KCND3:331, CAMK2D:339, ATP1A3:373, SCN3B:376, ATP2B3:484, SCN1A:494, CACNB2:533, RYR2:614, KCNK12:651, CACNG4:665, KCNK10:780, NPPC:984, SCN2A:1001, SCN8A:1067, CLIC2:1091, KCND2:1151, CASQ1:1156, HIPK1:1177, ATP1B2:1181, TRPC1:1290, HIPK2:1421, RYR3:1454, SLC8A2:1549, KCNE3:1602, KCNE4:1824, KCNQ1:1865, SCN2B:1874, MME:2142, CASQ2:2175, NPR1:2255, KCNJ11:2476, ATP1B3:7062, ATP2B1:7062, PRKACA:7062, ATP2A3:7062, SRI:7062, NOS1:7062, SLC8A3:7062, ITPR2:7062, ATP1B1:7062, ATP2B2:7062, ORAI2:7062, STIM1:7062, SLC8A1:7062, ORAI1:7062, CAMK2A:7062, CAMK2G:7062, CACNA2D2:7062, CACNB1:7062, KCNJ2:7062, CACNG8:7062, KCNJ4:7062, KCNH2:7062, ABCC9:7062, KCNK2:7062, KCNK6:7062, KCND1:7062, KCNK1:7062, KCNK13:7062, KCNK3:7062, KCNK7:7062, KCNK4:7062, KCNK18:7062, WWTR1:7062, SCN7A:7062, CACNA1C:7062, SCN3A:7062, SCN9A:7062, SCN4B:7062, SCN5A:7062, SCN10A:7062, NKX2-5:7062, RYR1:7062, ASPH:7062, ATP1A2:7062, ATP1A4:7062, FXYD6:7062, ATP1A1:7062, FXYD1:7062, TNNI3:7062, DMPK:7062, RANGRF:7062, KCNIP3:7062, KCNIP2:7062, CACNG6:7062, CORIN:7062, KCNE2:7062, NPR2:7062, FGF11:7062, KCNK5:7062, KCNE5:7062, KCNE1:7062, KCNIP1:7062, GATA4:11556, NPPA:11599, ATP2A1:11665, KAT2B:11909, SCN1B:11993, SCN11A:12140, TBX5:12266, ITPR3:12481, KCNK9:12683, ATP2B4:13334, KCNK17:13645, TRDN:13760, AKAP9:14392, KCNK16:15018, KCNK15:15076"	Both	3
REACTOME_PHASE_0_RAPID_DEPOLARISATION	-0.147283238	0.009387659	0.070232154	26	"CAMK2B:10, CAMK2D:339, SCN3B:376, SCN1A:494, CACNB2:533, CACNG4:665, SCN2A:1001, SCN8A:1067, SCN2B:1874, CAMK2A:7062, CAMK2G:7062, CACNA2D2:7062, CACNB1:7062, CACNG8:7062, SCN7A:7062, CACNA1C:7062, SCN3A:7062, SCN9A:7062, SCN4B:7062, SCN5A:7062, SCN10A:7062, RANGRF:7062, CACNG6:7062, FGF11:7062, SCN1B:11993, SCN11A:12140"	Both	3
REACTOME_PHASE_2_PLATEAU_PHASE	-0.128201224	0.096857844	0.28258041	14	"CACNB2:533, CACNG4:665, KCNE3:1602, KCNE4:1824, KCNQ1:1865, CACNA2D2:7062, CACNB1:7062, CACNG8:7062, CACNA1C:7062, CACNG6:7062, KCNE2:7062, KCNE5:7062, KCNE1:7062, AKAP9:14392"	Unclear	3
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	-0.165807368	0.159614114	0.372777522	6	"KCND3:331, KCND2:1151, KCND1:7062, KCNIP3:7062, KCNIP2:7062, KCNIP1:7062"	Unclear	3
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	-0.176282929	5.23E-06	0.000261971	56	"H2BC4:192, H2AC4:369, POLR2J:371, H4C2:684, H3C13:758, H2BC15:781, NUP37:876, NUP43:1051, RAE1:1076, TNRC6A:1166, H4C3:1275, NUP155:1299, H2AC14:1344, NUP93:1347, NUP205:1403, H3C1:1606, RAN:1718, H3C11:1880, H3C4:1908, NUP133:1974, H4C13:2167, H2BC9:2180, NUP35:2189, H4C14:2485, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, POLR2F:7062, NUP160:7062, TPR:7062, SEH1L:7062, NUP50:7062, AAAS:7062, NUP188:7062, NUP88:7062, NUP107:7062, NUP153:7062, NUP85:7062, NUP214:7062, NUP210:7062, NUP42:7062, NUP54:7062, NUP58:7062, SEC13:7062, NUP62:7062, AGO1:7062, IPO8:7062, NDC1:11543, NUP98:13846"	Both	3
REACTOME_PHYSIOLOGICAL_FACTORS	-0.067824324	0.397295534	0.639671619	13	"NPPC:984, HIPK1:1177, HIPK2:1421, MME:2142, NPR1:2255, WWTR1:7062, NKX2-5:7062, CORIN:7062, NPR2:7062, GATA4:11556, NPPA:11599, KAT2B:11909, TBX5:12266"	Unclear	3
REACTOME_ION_HOMEOSTASIS	-0.127510726	0.003122243	0.033445273	45	"CAMK2B:10, ITPR1:76, ATP2A2:306, CAMK2D:339, ATP1A3:373, ATP2B3:484, RYR2:614, CLIC2:1091, CASQ1:1156, ATP1B2:1181, TRPC1:1290, RYR3:1454, SLC8A2:1549, CASQ2:2175, KCNJ11:2476, ATP1B3:7062, ATP2B1:7062, PRKACA:7062, ATP2A3:7062, SRI:7062, NOS1:7062, SLC8A3:7062, ITPR2:7062, ATP1B1:7062, ATP2B2:7062, ORAI2:7062, STIM1:7062, SLC8A1:7062, ORAI1:7062, CAMK2A:7062, CAMK2G:7062, ABCC9:7062, RYR1:7062, ASPH:7062, ATP1A2:7062, ATP1A4:7062, FXYD6:7062, ATP1A1:7062, FXYD1:7062, TNNI3:7062, DMPK:7062, ATP2A1:11665, ITPR3:12481, ATP2B4:13334, TRDN:13760"	Both	3
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	0.227406908	1.65E-05	0.000647903	30	"ACY1:18, CYP2R1:44, CYP17A1:113, CYP11A1:160, CYP26C1:617, CYP21A2:640, FMO3:681, CYP24A1:803, CYP27A1:902, GSS:1188, FDXR:1253, GGT1:1483, CYP27B1:1524, MAT1A:1943, GCLC:2085, MAOA:2653, FDX1:3164, TBXAS1:3473, FDX2:8044, AHCY:8044, SLC35D1:8044, TPMT:8044, OPLAH:8044, UGT1A1:8044, CYP7B1:8044, CYP19A1:8044, CYP26B1:8044, CYP1B1:8044, CYP2U1:8044, GCLM:14516"	Unclear	3
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	-0.235422842	0.000781912	0.01368725	17	"MOV10L1:90, PIWIL1:124, POLR2J:371, FKBP6:794, ASZ1:829, DDX4:1294, HSP90AA1:2022, TDRKH:2046, PIWIL2:2546, POLR2F:7062, TDRD1:7062, PIWIL4:7062, MAEL:7062, HENMT1:7062, TDRD12:7062, TDRD6:7062, MYBL1:7062"	Insectivore	2
REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID	-0.005132352	0.962499114	0.983778856	7	"NFKBIA:957, IKBKG:2494, NFKB1:7062, RELA:7062, CHUK:7062, NFKB2:12299, IKBKB:14767"	Unclear	2
REACTOME_IRAK4_DEFICIENCY_TLR2_4	0.140571207	0.079369382	0.256456981	13	"IRAK4:2134, MYD88:2314, TLR1:2432, BTK:2629, TLR2:2892, FGB:3262, TLR4:8044, LY96:8044, CD14:8044, CD36:8044, FGG:8044, S100A8:8044, TLR6:8044"	Unclear	2
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	-0.064987192	0.145547046	0.351300299	42	"UBA3:160, UBA52:502, RPS27A:636, PSMD12:671, PSMF1:875, UBE2M:906, PSMA1:974, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, SKP1:7062, BTRC:7062, RELA:7062, CHUK:7062, MAP3K14:7062, CCL22:7062, RELB:7062, PSMD5:11552, SEM1:11913, PSME1:12184, NFKB2:12299"	Both	3
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	0.029424952	0.787496235	0.918243795	7	"NFATC3:518, ITPR3:2625, PPP3R1:8044, ITPR2:8044, NFATC2:8044, NFATC1:8044, ITPR1:15030"	Both	3
REACTOME_CLEC7A_DECTIN_1_SIGNALING	-0.070209722	0.035966271	0.160907	75	"ITPR1:76, UBA3:160, TAB3:500, UBA52:502, RPS27A:636, PSMD12:671, PSMF1:875, UBE2M:906, BCL10:911, NFKBIA:957, PSMA1:974, UBE2D1:996, MAP3K7:2004, CARD11:2091, MALT1:2156, IKBKG:2494, PSMB1:7062, CASP8:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PPP3R1:7062, PSMB11:7062, PSMB9:7062, ITPR2:7062, PDPK1:7062, SYK:7062, SRC:7062, PLCG2:7062, NFATC2:7062, NFKB1:7062, SKP1:7062, NFATC1:7062, BTRC:7062, RELA:7062, CHUK:7062, UBE2N:7062, UBE2D2:7062, TAB2:7062, MAP3K14:7062, TAB1:7062, CCL22:7062, RELB:7062, IL1B:7062, TRAF6:7062, UBE2V1:7062, PYCARD:7062, CLEC7A:7062, CARD9:7062, PSMD5:11552, SEM1:11913, PSME1:12184, NFKB2:12299, ITPR3:12481, PRKCD:12881, NFATC3:14588, IKBKB:14767"	Unclear	3
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	-0.09558697	0.200093839	0.425937653	15	"PMM2:1466, PGM1:1651, GALE:1863, GNE:2581, DPM2:7062, DPM3:7062, SRD5A3:7062, GALK1:7062, DHDDS:7062, NUS1:7062, DOLK:7062, MPI:7062, GFPT1:7062, GALT:7062, DPM1:11670"	Unclear	3
REACTOME_ORGANIC_ANION_TRANSPORT	0.081598117	0.527488883	0.739846707	5	"SLC22A7:804, SLC22A12:1946, SLC22A8:8044, SLC22A6:8044, SLC22A11:13177"	Unclear	3
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	-0.044883551	0.326548819	0.572731052	40	"UBA52:502, RPS27A:636, PSMD12:671, PSMF1:875, PSMA1:974, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, PRKACA:7062, PRKACB:7062, SKP1:7062, BTRC:7062, ITCH:7062, NUMB:7062, SUFU:7062, PSMD5:11552, SEM1:11913, PSME1:12184, GLI1:12313"	Unclear	3
REACTOME_HEDGEHOG_OFF_STATE	-0.052856872	0.09108123	0.273699097	86	"ADCY1:11, TUBA4A:420, UBA52:502, RPS27A:636, PSMD12:671, TUBA1B:702, IFT172:730, ADCY9:751, PSMF1:875, ADCY2:901, PSMA1:974, TUBB2A:1503, ADCY8:1624, IFT140:2122, ADCY3:2148, PRKAR1B:2273, TUBB4A:2317, RPGRIP1L:2464, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, PRKAR2B:7062, PRKACA:7062, TUBB1:7062, PRKAR1A:7062, PRKAR2A:7062, TUBB2B:7062, PRKACB:7062, TUBA1A:7062, TUBB4B:7062, ADCY7:7062, ADCY5:7062, ADCY6:7062, SKP1:7062, BTRC:7062, ITCH:7062, GSK3B:7062, NUMB:7062, OFD1:7062, MKS1:7062, IFT52:7062, IFT57:7062, WDR35:7062, SMO:7062, WDR19:7062, DYNC2H1:7062, PTCH1:7062, GLI2:7062, GLI3:7062, SUFU:7062, GPR161:7062, ADCY10:7062, KIF7:7062, PSMD5:11552, TTC21B:11671, KIF3A:11748, SEM1:11913, PSME1:12184, GLI1:12313, IFT88:13271, TULP3:13418, IFT122:13990, FUZ:14201, INTU:14262, ADCY4:14955"	Both	3
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	-0.107495292	0.002780072	0.030941173	65	"H2BC4:192, H2AC4:369, POLR2J:371, MAFB:486, EED:650, H4C2:684, H3C13:758, H2BC15:781, JUN:1258, H4C3:1275, H2AC14:1344, KMT2C:1456, H3C1:1606, EZH2:1752, H3C11:1880, H3C4:1908, CTCF:1933, PKNOX1:2113, H4C13:2167, H2BC9:2180, H4C14:2485, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, POLR2F:7062, CREBBP:7062, EP300:7062, AJUBA:7062, NCOR1:7062, PAX6:7062, RARB:7062, PIAS2:7062, RBBP7:7062, HOXA1:7062, HOXA2:7062, CNOT6:7062, HOXB3:7062, HOXB1:7062, EGR2:7062, HOXD3:7062, ASH2L:7062, PAXIP1:7062, RBBP4:7062, HOXD4:7062, RARG:7062, HOXB2:7062, SUZ12:7062, RXRA:7062, HOXA4:7062, NCOA6:7062, PAGR1:7062, HOXA3:11620, PCGF2:12555, KMT2D:12562, RARA:12733, NCOA3:12983, HOXD1:13789, ZNF335:14606"	Herbivore	1
