	stat	pval	p.adj	num.genes	gene.vals	Directionality	DirectionalityNumeric
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD	-0.345584939	0.016683376	0.10165936	4	"SV2B:82, VAMP1:142, SV2A:1843, SV2C:7062"	Both	3
REACTOME_MYOGENESIS	-0.017825452	0.757857074	0.89718733	25	"CDH4:737, MEF2A:1141, MAP2K6:1692, CDH2:2234, CDC42:7062, SPAG9:7062, CTNNA1:7062, CDON:7062, NEO1:7062, MYF6:7062, MYF5:7062, MEF2D:7062, MYOG:7062, MYOD1:7062, CDH15:7062, BNIP2:7062, BOC:7062, NTN3:7062, MAPK11:7062, MAPK12:7062, TCF4:7062, ABL1:12479, TCF3:13468, TCF12:13654, MEF2B:14012"	Unclear	3
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	0.084549028	0.143659439	0.350972858	25	"IKBKB:339, TLR10:1024, IRAK4:2134, MYD88:2314, TLR1:2432, BTK:2629, NFKB2:2807, TLR2:2892, TLR5:3003, FGB:3262, TLR4:8044, LY96:8044, CD14:8044, CD36:8044, FGG:8044, NFKB1:8044, RELA:8044, CHUK:8044, S100A8:8044, TLR6:8044, TLR3:8044, UNC93B1:8044, IKBKG:12612, TRAF3:13273, NFKBIA:14149"	Unclear	3
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	-0.047081741	0.372520961	0.614506215	30	"UBA52:502, RPS27A:636, ENGASE:653, RNF5:1266, DERL1:1793, MARCHF6:1858, RNF139:2136, UGGT1:2492, UBB:7062, PDIA3:7062, CALR:7062, CANX:7062, MLEC:7062, MAN1B1:7062, EDEM1:7062, SYVN1:7062, OS9:7062, EDEM2:7062, EDEM3:7062, RAD23B:7062, AMFR:7062, UBXN1:7062, TRIM13:7062, RNF103:7062, MOGS:11623, SEL1L:12675, NGLY1:13197, PRKCSH:13332, UGGT2:13354, GANAB:13966"	Unclear	3
REACTOME_DNA_METHYLATION	-0.166239968	0.002347961	0.028995715	28	"H2BC4:192, H2AC4:369, H4C2:684, H3C13:758, H2BC15:781, H4C3:1275, H2AC14:1344, H3C1:1606, H3C11:1880, H3C4:1908, H4C13:2167, H2BC9:2180, H4C14:2485, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, DNMT3B:7062, DNMT3A:7062, DNMT3L:7062, UHRF1:14745, DNMT1:14802"	Unclear	3
REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN	0.055181947	0.63974828	0.82745061	6	"TXNRD1:805, HBEGF:2891, CD9:8044, HSP90AB1:8044, EEF2:8044, HSP90AA1:13084"	Unclear	3
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	-0.125603593	0.037171324	0.163862831	23	"SV2B:82, SYT1:120, VAMP1:142, FURIN:403, SNAP25:1005, MAP2K6:1692, SV2A:1843, HSP90AA1:2022, MAP2K7:2188, CD9:7062, STX1A:7062, SYT2:7062, HSP90AB1:7062, MAP2K3:7062, EEF2:7062, PDCD6IP:7062, SV2C:7062, ANTXR2:7062, ANTXR1:7062, PDZD3:7062, HBEGF:12215, TXNRD1:14301, MAP2K2:14555"	Both	3
REACTOME_SIGNALING_BY_LRP5_MUTANTS	0.110326534	0.349384074	0.592048388	6	"DKK4:53, KREMEN2:2521, KREMEN1:3604, DKK1:8044, DKK2:8044, LRP5:13575"	Both	3
REACTOME_SIGNALING_BY_RNF43_MUTANTS	0.049943946	0.624769448	0.817459589	8	"FZD5:2526, FZD6:3397, RNF43:3614, WNT3A:8044, LRP6:8044, FZD4:8044, FZD8:8044, LRP5:13575"	Unclear	3
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	-0.00925321	0.88064382	0.949641631	22	"TRAF2:105, RIPK1:1719, CASP9:1941, FAS:7062, CASP8:7062, TRADD:7062, UNC5A:7062, FASLG:7062, TNFSF10:7062, TLR4:7062, LY96:7062, APPL1:7062, CASP3:7062, FADD:7062, CD14:7062, DCC:7062, DAPK1:7062, TICAM2:7062, CFLAR:11986, UNC5B:12720, DAPK2:12769, DAPK3:13524"	Both	3
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	-0.07428411	0.217784522	0.44927402	23	"TRAF2:105, USP2:534, CYLD:1590, RIPK1:1719, XIAP:1951, CASP8:7062, TRADD:7062, BIRC2:7062, FADD:7062, SHARPIN:7062, TNF:7062, BIRC3:7062, TBK1:7062, RBCK1:7062, MIB2:7062, IKBKE:7062, TNFAIP3:7062, RNF31:7062, USP4:7062, USP21:7062, OTUD7B:7062, OTUD1:13166, SPATA2:13529"	Both	3
REACTOME_PROGRAMMED_CELL_DEATH	-0.054274833	0.017060662	0.102193933	164	"DBNL:59, TRAF2:105, PLEC:110, PTK2:164, BCAP31:226, H1-2:354, UBA52:502, H1-4:548, IL18:551, DSG3:595, PRKN:598, RPS27A:636, PSMD12:671, LMNB1:796, H1-3:842, PSMF1:875, VIM:964, PSMA1:974, CDC37:1164, DSP:1204, TJP1:1283, CASP7:1301, BCL2L1:1314, PKP1:1542, RIPK1:1719, H1-5:1724, DSG2:1913, CASP9:1941, XIAP:1951, BMX:1964, CHMP4B:1973, HSP90AA1:2022, RIPK3:2093, HMGB2:2397, SATB1:2512, STUB1:2592, PPP1R13B:2597, PSMB1:7062, BID:7062, FAS:7062, CDH1:7062, CASP8:7062, ROCK1:7062, PSME4:7062, ARHGAP10:7062, TP73:7062, BAX:7062, ADD1:7062, DNM1L:7062, DYNLL1:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, E2F1:7062, PSMD10:7062, STK24:7062, TRADD:7062, MAPK3:7062, BMF:7062, GSDMD:7062, AKT2:7062, BBC3:7062, GSDME:7062, PSMD3:7062, BIRC2:7062, PSMD9:7062, UNC5A:7062, TFDP2:7062, FASLG:7062, TJP2:7062, APAF1:7062, TNFSF10:7062, H1-1:7062, PSMB2:7062, PSME3:7062, STK26:7062, DSG1:7062, NMT1:7062, TLR4:7062, PSMB7:7062, UACA:7062, CASP6:7062, TP53:7062, AKT1:7062, PSMB6:7062, TP53BP2:7062, CDKN2A:7062, GSN:7062, GAS2:7062, APIP:7062, BCL2L11:7062, LY96:7062, PSMA8:7062, APPL1:7062, PSMD4:7062, PSMB4:7062, LMNA:7062, PSMD6:7062, CASP3:7062, FADD:7062, DFFB:7062, AVEN:7062, UBB:7062, CD14:7062, BCL2:7062, PSMD1:7062, PSMD2:7062, SFN:7062, PAK2:7062, DIABLO:7062, PSMD13:7062, MAPT:7062, DCC:7062, H1-0:7062, DAPK1:7062, SPTAN1:7062, TFDP1:7062, PSMB8:7062, PSMB10:7062, PPP3R1:7062, PSMB11:7062, PSMB9:7062, TICAM2:7062, IRF2:7062, FLOT2:7062, FLOT1:7062, ITCH:7062, SDCBP:7062, BIRC3:7062, IL1A:7062, IL1B:7062, CASP1:7062, CHMP3:7062, CHMP7:7062, CHMP4C:7062, PDCD6IP:7062, CHMP6:7062, CHMP4A:7062, OPA1:11544, PSMD5:11552, TP63:11713, ELANE:11817, SEM1:11913, CFLAR:11986, BAD:12146, PSME1:12184, IRF1:12223, APC:12249, FNTA:12298, DFFA:12309, OMA1:12326, UBE2L3:12390, DYNLL2:12478, UNC5B:12720, DAPK2:12769, PRKCD:12881, PRKCQ:13150, DAPK3:13524, C1QBP:13873, OCLN:13923, BAK1:14052, PPP3CC:14276, ACIN1:14553, CLSPN:14999"	Both	3
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	-0.108672006	0.036417897	0.161466321	31	"TRAF2:105, TAB3:500, UBA52:502, USP2:534, RPS27A:636, CYLD:1590, RIPK1:1719, XIAP:1951, MAP3K7:2004, IKBKG:2494, TRADD:7062, BIRC2:7062, UBB:7062, SHARPIN:7062, CHUK:7062, TAB2:7062, TNF:7062, BIRC3:7062, TAB1:7062, RBCK1:7062, OPTN:7062, TNFAIP3:7062, RNF31:7062, USP4:7062, USP21:7062, OTUD7B:7062, TRAF1:7062, RACK1:7062, OTUD1:13166, SPATA2:13529, IKBKB:14767"	Unclear	3
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	-0.057044042	0.186113282	0.408942147	45	"UBA52:502, RPS27A:636, P4HB:666, PSMD12:671, PSMF1:875, PSMA1:974, ADAM17:1216, NOTUM:1637, IHH:2212, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, DHH:7062, SHH:7062, GPC5:7062, SYVN1:7062, ERLEC1:7062, OS9:7062, PSMD5:11552, SEM1:11913, PSME1:12184, HHAT:12385, SEL1L:12675, SCUBE2:14614"	Both	3
REACTOME_SIGNALING_BY_HEDGEHOG	-0.042358183	0.114878782	0.309606045	117	"ADCY1:11, TUBA4A:420, UBA52:502, RPS27A:636, P4HB:666, PSMD12:671, TUBA1B:702, IFT172:730, ADCY9:751, PSMF1:875, ADCY2:901, PSMA1:974, ADAM17:1216, GRK2:1272, TUBB2A:1503, ADCY8:1624, NOTUM:1637, GAS8:1813, IFT140:2122, ADCY3:2148, IHH:2212, PRKAR1B:2273, TUBB4A:2317, RPGRIP1L:2464, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, PRKAR2B:7062, PRKACA:7062, TUBB1:7062, PRKAR1A:7062, PRKAR2A:7062, TUBB2B:7062, ARRB1:7062, PRKACB:7062, TUBA1A:7062, TUBB4B:7062, ADCY7:7062, ADCY5:7062, ADCY6:7062, SKP1:7062, BTRC:7062, ITCH:7062, CDON:7062, GSK3B:7062, NUMB:7062, DHH:7062, BOC:7062, SHH:7062, SMURF2:7062, SMURF1:7062, GPC5:7062, OFD1:7062, MKS1:7062, IFT52:7062, IFT57:7062, WDR35:7062, SMO:7062, WDR19:7062, DYNC2H1:7062, PTCH1:7062, SYVN1:7062, ERLEC1:7062, OS9:7062, EVC:7062, GLI2:7062, IQCE:7062, GLI3:7062, SUFU:7062, DZIP1:7062, ULK3:7062, GPR161:7062, ADCY10:7062, SPOPL:7062, HHIP:7062, KIF7:7062, EVC2:7062, GAS1:7062, PSMD5:11552, TTC21B:11671, KIF3A:11748, SEM1:11913, PSME1:12184, GLI1:12313, HHAT:12385, SEL1L:12675, ARRB2:12816, IFT88:13271, TULP3:13418, IFT122:13990, FUZ:14201, INTU:14262, SCUBE2:14614, PTCH2:14687, ADCY4:14955, EFCAB7:14992"	Both	3
REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2	-0.041066825	0.706757053	0.87029154	7	"DPH7:874, EEF2:7062, DPH5:7062, DPH2:7062, DPH6:7062, DNAJC24:7062, DPH1:11540"	Unclear	3
REACTOME_MISMATCH_REPAIR	0.1258251	0.116340108	0.312124107	13	"MSH3:276, MLH1:1700, RPA2:1999, MSH6:2033, POLD1:2567, RPA3:3205, POLD3:8044, RPA1:8044, POLD4:8044, LIG1:8044, MSH2:8044, PMS2:8044, POLD2:14521"	Both	3
REACTOME_SIGNALING_BY_RETINOIC_ACID	0.044373752	0.350809004	0.592791598	37	"DHRS4:17, ALDH1A1:40, CYP26C1:617, PPARD:638, CPT1A:664, RARA:2373, DHRS3:2896, RARB:8044, RARG:8044, RXRA:8044, PDK4:8044, PDK2:8044, PDK3:8044, DLD:8044, PDHX:8044, DLAT:8044, PDK1:8044, PDHA2:8044, PDHB:8044, RDH11:8044, CPT1B:8044, CYP26B1:8044, CYP26A1:8044, ADH4:8044, DHRS9:8044, RDH5:8044, RXRG:8044, RXRB:8044, ALDH8A1:8044, ALDH1A2:8044, CRABP2:8044, RDH13:8044, SDR16C5:8044, ALDH1A3:8044, RDH14:8044, PDHA1:13077, FABP5:13297"	Both	3
REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL	-0.107635275	0.324107812	0.570670298	7	"ADAM17:1216, NOTUM:1637, IHH:2212, DHH:7062, SHH:7062, GPC5:7062, SCUBE2:14614"	Both	3
REACTOME_RA_BIOSYNTHESIS_PATHWAY	0.093020646	0.197848918	0.422655922	16	"DHRS4:17, ALDH1A1:40, CYP26C1:617, DHRS3:2896, RDH11:8044, CYP26B1:8044, CYP26A1:8044, ADH4:8044, DHRS9:8044, RDH5:8044, ALDH8A1:8044, ALDH1A2:8044, RDH13:8044, SDR16C5:8044, ALDH1A3:8044, RDH14:8044"	Both	3
REACTOME_MITOCHONDRIAL_TRANSLATION	0.152424186	5.42E-07	3.91E-05	91	"PTCD3:66, MRPS9:165, MTIF2:350, ERAL1:437, MRPS5:484, MRPS23:772, MRPL40:823, MRPL43:897, GADD45GIP1:1001, GFM2:1030, GFM1:1056, MRPS18A:1097, MRPS35:1130, MRPS30:1307, MRPS31:1331, MRPS15:1382, MRPL37:1419, MRPS25:1500, MRPS22:1587, MRPL35:1628, MRPL2:1685, MRPS14:1714, MTFMT:1833, MRPL19:1854, MRPS10:1855, CHCHD1:1942, MRPS12:1976, MRPL16:2003, MRPL14:2018, MTIF3:2094, MRPL9:2130, MRPS27:2382, MRPS2:2803, MRPL49:2872, MRPL54:2991, MRPL18:3081, TSFM:3162, MRPL22:3248, OXA1L:3288, DAP3:3389, MRPS24:8044, MRPS34:8044, MRPL28:8044, MRPS33:8044, MRPL4:8044, MRPL32:8044, MRPL27:8044, MRPL51:8044, MTRF1L:8044, MRPL3:8044, MRPS7:8044, MRPS26:8044, MRPL34:8044, MRPS36:8044, MRPL44:8044, MRPL47:8044, MRPL50:8044, MRPL15:8044, MRPL24:8044, MRRF:8044, MRPL39:8044, MRPL17:8044, MRPL10:8044, MRPS18C:8044, MRPL58:8044, MRPL1:8044, MRPL13:8044, MRPL52:8044, MRPL57:8044, MRPL11:8044, MRPL48:8044, AURKAIP1:8044, TUFM:8044, MRPS11:8044, MRPL41:8044, MRPS16:8044, MRPL30:8044, MRPL21:8044, MRPL42:8044, MRPS18B:8044, MRPL38:8044, MRPL53:8044, MRPL23:8044, MRPS17:8044, MRPS6:8044, MRPL46:8044, MRPL12:8044, MRPS21:8044, MRPL45:8044, MRPS28:12812, MRPL20:13261"	Both	3
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	-0.204812864	0.156019226	0.366846742	4	"DVL1:1148, CCDC88C:2146, DVL2:7062, DVL3:7062"	Unclear	3
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR	0.238361538	0.064932859	0.227328049	5	"MSH3:276, MLH1:1700, MSH6:2033, MSH2:8044, PMS2:8044"	Both	3
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	0.200061687	0.016440276	0.101166614	12	"ACY1:18, MGST3:143, CYP1A2:436, MGST1:1041, GGT1:1483, MGST2:1731, DPEP3:3510, GGT5:8044, GGT6:8044, DPEP1:8044, DPEP2:8044, GGT7:14551"	Herbivore	1
REACTOME_ORGANIC_CATION_TRANSPORT	0.121473425	0.183566121	0.406171824	10	"SLC22A16:1353, SLC22A4:1455, SLC22A5:2370, SLC22A2:2825, RSC1A1:3479, SLC22A1:8044, RUNX1:8044, SLC22A3:8044, SLC22A18:8044, SLC22A15:14390"	Unclear	1
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.108257601	0.146744712	0.351836058	15	"SLC22A7:804, SLC22A16:1353, SLC22A4:1455, SLC22A12:1946, SLC22A5:2370, SLC22A2:2825, RSC1A1:3479, SLC22A1:8044, RUNX1:8044, SLC22A3:8044, SLC22A18:8044, SLC22A8:8044, SLC22A6:8044, SLC22A11:13177, SLC22A15:14390"	Unclear	1
