"","GO_Biological_Process_2023.stat","GO_Biological_Process_2023.pval","GO_Biological_Process_2023.p.adj","GO_Biological_Process_2023.num.genes","GO_Biological_Process_2023.gene.vals"
"peptidyl-S-diacylglycerol-L-cysteine Biosynthetic Process From Peptidyl-Cysteine (GO:0018231)",-0.149451679861864,0.0861567050244626,0.685552092868724,11,"GOLGA7:26, ZDHHC8:227, GOLGA7B:551, ZDHHC21:5124.5, ZDHHC1:5124.5, ZDHHC12:5124.5, ZDHHC24:5124.5, ZDHHC6:5124.5, ZDHHC23:5124.5, ZDHHC4:5124.5, ZDHHC20:11904"
"Peptidyl-Amino Acid Modification (GO:0018193)",0.0318261823008339,0.770612342606411,0.97683407334599,7,"METAP1D:837, TTLL4:3310, PFDN1:7610.5, APOA2:7610.5, ATP7A:7610.5, FKBP10:7610.5, FKBP7:7610.5"
"Peptidyl-Arginine Modification (GO:0018195)",0.0723730695467851,0.722963819769949,0.97236803310837,2,"NDUFAF5:3449, PRMT7:7610.5"
"Peptidyl-Cysteine Modification (GO:0018198)",0.03993739270928,0.734790304546943,0.973158919174289,6,"NOS2:1578, HHAT:3568, S100A8:7610.5, NOS1:7610.5, PRDX3:7610.5, TMX3:7610.5"
"Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)",-0.0919737506309944,0.524090929887683,0.939968883639285,4,"DPH2:5124.5, DPH5:5124.5, DPH6:5124.5, DPH7:5124.5"
"Peptidyl-Diphthamide Metabolic Process (GO:0017182)",-0.0919737506309944,0.524090929887683,0.939968883639285,4,"DPH2:5124.5, DPH5:5124.5, DPH6:5124.5, DPH7:5124.5"
"Peptidyl-Glutamic Acid Modification (GO:0018200)",0.089360114420745,0.264713822409512,0.865881814958277,13,"GGCX:571, TTLL6:842, TTLL11:1832, TTLL7:2063, AGBL5:2702, TTLL4:3310, AGTPBP1:7610.5, TTLL3:7610.5, VKORC1:7610.5, CEP41:7610.5, TPGS1:7610.5, TTLL5:7610.5, TTLL8:11807"
"Peptidyl-Lysine Acetylation (GO:0018394)",-0.0130565253772686,0.90478677320025,0.989743606631583,7,"KAT7:757, KAT5:5124.5, CREBBP:5124.5, KAT2B:5124.5, EP300:5124.5, SIRT1:9869, ESCO1:11846"
"Peptidyl-Lysine Deacetylation (GO:0034983)",-0.0960819953549429,0.415075301326732,0.939968883639285,6,"HDAC4:118, HDAC9:5124.5, SIRT4:5124.5, SIRT2:5124.5, HDAC6:5124.5, SIRT1:9869"
"Peptidyl-Lysine Dimethylation (GO:0018027)",-0.00722797703205702,0.947203661638631,0.990888990480754,7,"EHMT1:784, EHMT2:5124.5, SETD4:5124.5, SMYD2:5124.5, SETD3:5124.5, SETBP1:9955, CSKMT:12256"
"Peptidyl-Lysine Hydroxylation (GO:0017185)",-0.0431081743947831,0.692892010386748,0.967548154084617,7,"PLOD2:5124.5, VPS33B:5124.5, VIPAS39:5124.5, PLOD3:5124.5, PLOD1:5124.5, P3H3:5124.5, P3H4:9470"
"Peptidyl-Lysine Methylation (GO:0018022)",-0.00955800546171742,0.876727593390923,0.989244605380226,22,"EHMT1:784, EHMT2:5124.5, SETD4:5124.5, KMT5A:5124.5, SMYD3:5124.5, SMYD2:5124.5, SMYD1:5124.5, VCPKMT:5124.5, SETD6:5124.5, SETD3:5124.5, FAM86B1:5124.5, ATPSCKMT:5124.5, FAM86B2:5124.5, EEF1AKMT2:5124.5, EEF1AKMT1:5124.5, METTL21C:5124.5, EEF2KMT:5124.5, EEF1AKMT3:9359, METTL18:9554, METTL21A:10692, ETFBKMT:11294, CSKMT:12256"
"Peptidyl-Lysine Modification (GO:0018205)",0.003906735341624,0.908912497890585,0.989743606631583,72,"ZNF451:351, SENP7:517, ESCO1:889, TOPORS:934, PIAS4:972, ETFBKMT:1441, SIRT5:1761, METTL21A:2043, NDUFAB1:2341, SENP5:2354, CTH:2428, LIPT1:2649, SIRT1:2866, USPL1:3158, TRPM4:3253, P3H4:3265, RNF212B:3293, EEF1AKMT3:3376, NSMCE1:3520, LOX:3579, BCL11A:3583, TRIM27:7610.5, HDAC9:7610.5, EID3:7610.5, SMC6:7610.5, SMC5:7610.5, KAT5:7610.5, SIRT4:7610.5, SLF2:7610.5, SLF1:7610.5, NSMCE4A:7610.5, NSMCE3:7610.5, SUMO1:7610.5, MDM2:7610.5, HDAC10:7610.5, KAT2B:7610.5, EP300:7610.5, RNF113A:7610.5, SIRT2:7610.5, RANGAP1:7610.5, SENP1:7610.5, IFIH1:7610.5, PLOD2:7610.5, VPS33B:7610.5, VIPAS39:7610.5, HDAC6:7610.5, EGR2:7610.5, LIPT2:7610.5, LOXL3:7610.5, LOXL2:7610.5, LOXL4:7610.5, PLOD3:7610.5, LOXL1:7610.5, NSMCE2:7610.5, PLOD1:7610.5, STX1A:7610.5, HINT1:7610.5, VCPKMT:7610.5, SENP3:7610.5, P3H3:7610.5, UHRF2:7610.5, PIAS3:7610.5, ATPSCKMT:7610.5, EEF1AKMT2:7610.5, EEF1AKMT1:7610.5, METTL21C:7610.5, SENP6:7610.5, TRIM28:11586, PML:11849, RNF212:12428, ZMIZ2:12543, HDAC4:12617"
"Peptidyl-Lysine Monomethylation (GO:0018026)",-0.091222552442508,0.403306268002226,0.939968883639285,7,"EHMT1:784, SETD4:5124.5, KMT5A:5124.5, SMYD2:5124.5, SETD6:5124.5, SETD3:5124.5, METTL18:9554"
"Peptidyl-Lysine Trimethylation (GO:0018023)",0.0260167278154344,0.745393590465216,0.97363979200791,13,"CSKMT:479, NFYC:1272, ETFBKMT:1441, NFYA:7610.5, KMT2A:7610.5, SETD4:7610.5, NFYB:7610.5, VCPKMT:7610.5, SETD3:7610.5, FAM86B1:7610.5, ATPSCKMT:7610.5, FAM86B2:7610.5, EEF2KMT:7610.5"
"Peptidyl-Methionine Modification (GO:0018206)",0.0882729139318051,0.454004327711578,0.939968883639285,6,"NAA16:510, METAP1D:837, NAA30:7610.5, NAA25:7610.5, PFDN1:7610.5, APOA2:7610.5"
"Peptidyl-Proline Hydroxylation (GO:0019511)",-0.012682379349046,0.895195769464626,0.989743606631583,9,"P4HB:183, EGLN3:5124.5, EGLN2:5124.5, OGFOD1:5124.5, P4HA1:5124.5, P4HA2:5124.5, P4HTM:9199, P4HA3:9669, P3H2:10569"
"Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline (GO:0018401)",-0.0509997980206019,0.640333783148829,0.955504397691183,7,"P4HB:183, EGLN3:5124.5, EGLN2:5124.5, P4HA1:5124.5, P4HA2:5124.5, P4HTM:9199, P4HA3:9669"
"Peptidyl-Proline Modification (GO:0018208)",-0.0388585766730659,0.641217669280533,0.955504397691183,12,"PPIL3:910, PPIG:5124.5, PPIL1:5124.5, PIN1:5124.5, PPWD1:5124.5, PPIA:5124.5, PPID:5124.5, OGFOD1:5124.5, FKBP7:5124.5, PPIC:5124.5, P3H2:10569, PPIL6:12115"
"Peptidyl-Serine Autophosphorylation (GO:0036289)",-0.157693861066236,0.222039996155885,0.814887427138546,5,"MARK3:981, ERN1:5124.5, RIPK1:5124.5, PINK1:5124.5, PIKFYVE:5124.5"
"Peptidyl-Serine Dephosphorylation (GO:0070262)",-0.0233935844356929,0.842707843592693,0.98808091821087,6,"PPP3CA:5124.5, PPP1CA:5124.5, PPM1F:5124.5, PPTC7:5124.5, PPP2CB:5124.5, PPP1R15B:10359"
"Peptidyl-Serine Modification (GO:0018209)",-0.00229662227656058,0.930693199098792,0.989743606631583,121,"CAMK2B:6, STK32C:170, ULK2:207, MAPK8:228, MAPKAPK3:322, HIPK1:415, CAMK2D:477, ROCK2:515, VRK1:530, TGFBR2:546, PDPK1:640, MARK3:981, MGAT5B:1104, MAPK14:5124.5, GAS6:5124.5, CSNK1D:5124.5, MAP3K20:5124.5, MAPK12:5124.5, CSNK1E:5124.5, MASTL:5124.5, SMG1:5124.5, CDK1:5124.5, MTOR:5124.5, TAF1:5124.5, PLK2:5124.5, HIPK2:5124.5, CDK2:5124.5, EIF2AK3:5124.5, MAPK9:5124.5, CDK5R1:5124.5, CDC7:5124.5, CDK5:5124.5, LATS2:5124.5, LATS1:5124.5, RPS6KB1:5124.5, CAMK2A:5124.5, PLK1:5124.5, LRRK2:5124.5, PRKD1:5124.5, CHUK:5124.5, ROCK1:5124.5, TBK1:5124.5, MAP3K10:5124.5, MAP3K12:5124.5, MAP3K13:5124.5, GALNT4:5124.5, SRPK2:5124.5, PRKACA:5124.5, WNK1:5124.5, PINK1:5124.5, RICTOR:5124.5, PDGFB:5124.5, CAB39:5124.5, DGKQ:5124.5, PAK2:5124.5, PKN2:5124.5, NDNF:5124.5, MORC3:5124.5, DMPK:5124.5, ULK3:5124.5, ULK1:5124.5, MAST1:5124.5, PKD1:5124.5, PCK1:5124.5, VRK2:5124.5, NEK7:5124.5, MAST3:5124.5, MAST2:5124.5, CSNK1G3:5124.5, SGK1:5124.5, SRPK3:5124.5, STK38:5124.5, TTK:5124.5, VRK3:5124.5, CSNK2A1:5124.5, STK38L:5124.5, UHMK1:5124.5, HIPK4:5124.5, PNCK:5124.5, POGLUT3:5124.5, POGLUT2:5124.5, GALNT16:5124.5, DYRK4:5124.5, MKNK1:5124.5, PBK:5124.5, CAMK1G:5124.5, STK32A:5124.5, STK32B:5124.5, MARK1:9551, CAMKV:9635, AKT3:9718, PRKCQ:9802, IKBKE:9939, SBK1:9971, DCLK3:10426, LMTK2:10574, SGK2:10598, MAPK13:10617, TTBK1:10652, MAPK1:10699, ATM:10730, PRKD2:10855, PKN1:11151, SRPK1:11253, AURKA:11260, MYO3B:11335, MAP4K1:11408, PKN3:11584, PRKCD:11717, DYRK3:11779, HIPK3:11921, ATR:12051, PRKDC:12064, TTBK2:12102, MYO3A:12103, MBOAT4:12110, CAMK4:12176, GALNT3:12181, CLSPN:12302, POGLUT1:12478, IKBKB:12600"
"Peptidyl-Serine Phosphorylation (GO:0018105)",-0.0101453536481019,0.706710857103304,0.971212047540673,116,"CAMK2B:6, STK32C:170, ULK2:207, MAPK8:228, MAPKAPK3:322, HIPK1:415, CAMK2D:477, ROCK2:515, VRK1:530, TGFBR2:546, PDPK1:640, MARK3:981, MAPK14:5124.5, GAS6:5124.5, CSNK1D:5124.5, MAP3K20:5124.5, MAPK12:5124.5, CSNK1E:5124.5, MASTL:5124.5, SMG1:5124.5, CDK1:5124.5, MTOR:5124.5, TAF1:5124.5, PLK2:5124.5, HIPK2:5124.5, CDK2:5124.5, EIF2AK3:5124.5, MAPK9:5124.5, CDK5R1:5124.5, CDC7:5124.5, CDK5:5124.5, LATS2:5124.5, LATS1:5124.5, RPS6KB1:5124.5, CAMK2A:5124.5, PLK1:5124.5, LRRK2:5124.5, PRKD1:5124.5, CHUK:5124.5, ROCK1:5124.5, TBK1:5124.5, ERN1:5124.5, MAP3K10:5124.5, MAP3K12:5124.5, MAP3K13:5124.5, SRPK2:5124.5, PRKACA:5124.5, RIPK1:5124.5, WNK1:5124.5, PINK1:5124.5, RICTOR:5124.5, PDGFB:5124.5, CAB39:5124.5, DGKQ:5124.5, PAK2:5124.5, PKN2:5124.5, PIKFYVE:5124.5, MORC3:5124.5, DMPK:5124.5, ULK3:5124.5, ULK1:5124.5, MAST1:5124.5, PKD1:5124.5, GPI:5124.5, PCK1:5124.5, VRK2:5124.5, NEK7:5124.5, MAST3:5124.5, MAST2:5124.5, CSNK1G3:5124.5, SGK1:5124.5, SRPK3:5124.5, STK38:5124.5, TTK:5124.5, VRK3:5124.5, CSNK2A1:5124.5, STK38L:5124.5, UHMK1:5124.5, HIPK4:5124.5, PNCK:5124.5, DYRK4:5124.5, MKNK1:5124.5, PBK:5124.5, CAMK1G:5124.5, STK32A:5124.5, STK32B:5124.5, MARK1:9551, CAMKV:9635, AKT3:9718, PRKCQ:9802, IKBKE:9939, SBK1:9971, DCLK3:10426, LMTK2:10574, SGK2:10598, MAPK13:10617, TTBK1:10652, MAPK1:10699, ATM:10730, PRKD2:10855, PKN1:11151, SRPK1:11253, AURKA:11260, MYO3B:11335, MAP4K1:11408, PKN3:11584, PRKCD:11717, DYRK3:11779, HIPK3:11921, ATR:12051, PRKDC:12064, TTBK2:12102, MYO3A:12103, CAMK4:12176, CLSPN:12302, IKBKB:12600"
"Peptidyl-Threonine Dephosphorylation (GO:0035970)",-0.0347138047138047,0.718417645476839,0.97236803310837,9,"PPM1D:5124.5, DUSP5:5124.5, PPP1CA:5124.5, PPM1E:5124.5, PPM1F:5124.5, DUSP10:5124.5, PPP2CB:5124.5, PPM1K:5124.5, PPM1A:11739"
"Peptidyl-Threonine Modification (GO:0018210)",-0.0283357137001256,0.502026744527589,0.939968883639285,47,"MAPK8:228, CHEK1:382, HIPK1:415, CAMK2D:477, ROCK2:515, TGFBR2:546, PDPK1:640, CDK10:799, CDK1:5124.5, TAF1:5124.5, HIPK2:5124.5, CDK5R1:5124.5, CDK5:5124.5, LRRK2:5124.5, PRKD1:5124.5, ROCK1:5124.5, TBK1:5124.5, MAP3K10:5124.5, GALNT11:5124.5, GALNT4:5124.5, WNK1:5124.5, CDC42BPG:5124.5, CDC42BPB:5124.5, CSNK2B:5124.5, CAD:5124.5, ULK1:5124.5, GPI:5124.5, MYLK2:5124.5, WNK3:5124.5, CSNK2A1:5124.5, HIPK4:5124.5, GALNT16:5124.5, DYRK4:5124.5, GALNTL6:5124.5, STK11:9596, SBK1:9971, GALNT6:10192, ACVR1B:10230, LMTK2:10574, TTBK1:10652, MAPK1:10699, PRKD2:10855, PRKCD:11717, DYRK3:11779, HIPK3:11921, PRKDC:12064, GALNT3:12181"
"Peptidyl-Threonine Phosphorylation (GO:0018107)",-0.0433696738044564,0.331283369260272,0.931582710103101,42,"MAPK8:228, CHEK1:382, HIPK1:415, CAMK2D:477, ROCK2:515, TGFBR2:546, PDPK1:640, CDK10:799, CDK1:5124.5, TAF1:5124.5, HIPK2:5124.5, CDK5R1:5124.5, CDK5:5124.5, CAMK2A:5124.5, LRRK2:5124.5, PRKD1:5124.5, ROCK1:5124.5, TBK1:5124.5, MAP3K10:5124.5, WNK1:5124.5, CDC42BPG:5124.5, CDC42BPB:5124.5, CSNK2B:5124.5, CAD:5124.5, ULK1:5124.5, GPI:5124.5, MYLK2:5124.5, WNK3:5124.5, CSNK2A1:5124.5, HIPK4:5124.5, DYRK4:5124.5, STK11:9596, SBK1:9971, ACVR1B:10230, LMTK2:10574, TTBK1:10652, MAPK1:10699, PRKD2:10855, PRKCD:11717, DYRK3:11779, HIPK3:11921, PRKDC:12064"
"Peptidyl-Tyrosine Autophosphorylation (GO:0038083)",-0.0865339933326599,0.343431853904927,0.933626802430532,10,"PTK2B:63, LCK:5124.5, EGFR:5124.5, KDR:5124.5, NTRK1:5124.5, DDR1:5124.5, IGF1R:5124.5, SRMS:5124.5, ALK:5124.5, ABL1:10973"
"Peptidyl-Tyrosine Dephosphorylation (GO:0035335)",0.030149783462214,0.624624228972831,0.955504397691183,22,"PTPN2:324, PTPN13:827, PTPRS:1949, PTPRB:1985, PTPRR:2955, PTPN22:3009, PTPN1:3285, PTPRJ:7610.5, PTPN11:7610.5, DUSP5:7610.5, DUSP6:7610.5, PTPRO:7610.5, PTPRT:7610.5, PTPN6:7610.5, PTPN12:7610.5, PTPRZ1:7610.5, UBASH3B:7610.5, PTPN5:7610.5, PTPN18:7610.5, DUSP10:7610.5, TNS2:7610.5, PTPRF:12206"
"Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264)",0.0993806590595443,0.399242438803061,0.939968883639285,6,"PTPRB:1985, PTPRR:2955, PTPN1:3285, PTPRO:7610.5, PTPRT:7610.5, DUSP10:7610.5"
"Peptidyl-Tyrosine Modification (GO:0018212)",-0.0436103332369681,0.301521186157933,0.905956175959932,47,"PTK2B:63, PTK2:171, TPST2:5124.5, ZAP70:5124.5, BTK:5124.5, FLT3:5124.5, EPHB2:5124.5, SYK:5124.5, LCK:5124.5, BLK:5124.5, EGFR:5124.5, ERBB4:5124.5, EFEMP1:5124.5, ERBB2:5124.5, KDR:5124.5, FGR:5124.5, FER:5124.5, FGFR1:5124.5, FGFR3:5124.5, DDR2:5124.5, JAK2:5124.5, EPHA1:5124.5, INSR:5124.5, PDGFB:5124.5, PDGFRB:5124.5, NTRK1:5124.5, FGFR2:5124.5, EPHA3:5124.5, RELN:5124.5, FLT1:5124.5, FLT4:5124.5, PDGFRA:5124.5, CSF1R:5124.5, PTPN6:5124.5, ABL2:5124.5, FES:5124.5, TEK:5124.5, PKDCC:5124.5, SRMS:5124.5, ABI3:5124.5, FYN:9485, HCK:9893, FGFR4:10231, TTBK1:10652, ABL1:10973, CLK1:11882, JAK3:12059"
"Peptidyl-Tyrosine Phosphorylation (GO:0018108)",-0.0456777856130379,0.233603303517831,0.821652220011143,57,"PTK2B:63, PTK2:171, IL4:5124.5, ZAP70:5124.5, BTK:5124.5, FLT3:5124.5, EPHB2:5124.5, SYK:5124.5, LCK:5124.5, BLK:5124.5, EGFR:5124.5, ERBB4:5124.5, PTK6:5124.5, EFEMP1:5124.5, ERBB2:5124.5, KDR:5124.5, FGR:5124.5, FER:5124.5, FGFR1:5124.5, FGFR3:5124.5, DDR2:5124.5, LEP:5124.5, JAK1:5124.5, IL21:5124.5, JAK2:5124.5, EPHA1:5124.5, INSR:5124.5, PDGFB:5124.5, PRLR:5124.5, PDGFRB:5124.5, NTRK1:5124.5, FGFR2:5124.5, EPHA3:5124.5, RELN:5124.5, FLT1:5124.5, FLT4:5124.5, PDGFRA:5124.5, CSF1R:5124.5, DDR1:5124.5, IGF1R:5124.5, PTPN6:5124.5, IL15:5124.5, ABL2:5124.5, FES:5124.5, TEK:5124.5, PKDCC:5124.5, SRMS:5124.5, ALK:5124.5, ABI3:5124.5, FYN:9485, PIBF1:9826, HCK:9893, FGFR4:10231, TTBK1:10652, ABL1:10973, CLK1:11882, JAK3:12059"
"Pericardium Development (GO:0060039)",-0.0768551236749117,0.594494983338249,0.94910987471794,4,"NOTCH1:672, DLL4:5124.5, NKX2-6:5124.5, TBX5:10389"
"Pericardium Morphogenesis (GO:0003344)",-0.209637256881351,0.208547429337805,0.814887427138546,3,"NOTCH1:672, DLL4:5124.5, FLRT3:5124.5"
"Peripheral Nervous System Axon Ensheathment (GO:0032292)",0.00148974851025152,0.988359384792598,0.996138850029209,8,"PARD3:149, LGI4:1244, MYOC:7610.5, NF1:7610.5, SKI:7610.5, SIRT2:7610.5, ARHGEF10:7610.5, CNTNAP1:11775"
"Peripheral Nervous System Development (GO:0007422)",-0.068653340745982,0.341872319593435,0.933626802430532,16,"GPC1:177, UGT8:560, NF1:5124.5, GDNF:5124.5, ADGRG6:5124.5, ADGRB2:5124.5, SOX8:5124.5, ERBB3:5124.5, NFASC:5124.5, EGR2:5124.5, SCN8A:5124.5, ARTN:5124.5, GFRA3:5124.5, ALDH3A2:9564, NEUROG3:9974, SERPINI1:10198"
"Peroxisomal Membrane Transport (GO:0015919)",0.0654945415950672,0.364544168733477,0.939968883639285,16,"ABCD2:356, PEX6:764, PEX16:1696, ABCD3:1914, PEX1:1933, ABCD4:2768, PEX2:7610.5, RAB8B:7610.5, PEX5:7610.5, PEX14:7610.5, PEX7:7610.5, PEX12:7610.5, TRIM37:7610.5, PEX19:7610.5, PEX26:7610.5, PEX10:11603"
"Peroxisomal Transport (GO:0043574)",0.172129728481981,0.114805161209582,0.754735031648303,7,"PEX6:764, PEX16:1696, PEX1:1933, HACL1:2439, PEX12:7610.5, PEX19:7610.5, LONP2:7610.5"
"Peroxisome Fission (GO:0016559)",0.018921647819063,0.883509262438974,0.989244605380226,5,"SEC16B:498, MFF:7610.5, PEX19:7610.5, PEX11A:7610.5, PEX11G:7610.5"
"Peroxisome Organization (GO:0007031)",0.114938002235113,0.0829582611468666,0.679498244808797,19,"ABCD2:356, SEC16B:498, PEX6:764, PEX16:1696, ABCD3:1914, PEX1:1933, TMEM135:1950, ACOT8:2377, ABCD4:2768, PEX2:7610.5, MFF:7610.5, PEX14:7610.5, PEX7:7610.5, PEX12:7610.5, PEX19:7610.5, LONP2:7610.5, PEX11A:7610.5, PEX11G:7610.5, PEX10:11603"
"Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035357)",-0.091964465980214,0.581170749966072,0.947741173239166,3,"ALOXE3:5124.5, NCOA2:5124.5, NCOA1:5124.5"
"Pexophagy (GO:0000425)",-0.0919737506309944,0.524090929887683,0.939968883639285,4,"PEX2:5124.5, SQSTM1:5124.5, USP30:5124.5, PEX5:5124.5"
"Phagocytosis (GO:0006909)",-0.0467586953579646,0.222724770627329,0.814887427138546,57,"DOCK1:38, ANXA11:269, TM9SF4:288, LRP1:373, ELMO1:555, FCGR2B:5124.5, GAS6:5124.5, HMGB1:5124.5, ITGAV:5124.5, ANXA1:5124.5, TLR4:5124.5, TICAM2:5124.5, SLC11A1:5124.5, MYH9:5124.5, PIP5K1A:5124.5, GSN:5124.5, ARHGAP25:5124.5, SH3BP1:5124.5, CORO1A:5124.5, P2RY6:5124.5, ITGB3:5124.5, ELANE:5124.5, NR1H3:5124.5, ADORA2A:5124.5, MARCO:5124.5, PIP5K1C:5124.5, CD36:5124.5, TYROBP:5124.5, TYRO3:5124.5, MEGF10:5124.5, ALOX15:5124.5, TREM2:5124.5, TGM2:5124.5, ITGB2:5124.5, MET:5124.5, SYT7:5124.5, BIN2:5124.5, ITGAM:5124.5, AXL:5124.5, RAB11FIP2:5124.5, LDLR:5124.5, MST1R:5124.5, ADORA1:5124.5, CD93:5124.5, MERTK:5124.5, PLD4:5124.5, SRPX:9195, ARHGAP12:9293, MSR1:9491, CD14:9558, CD302:9925, PECAM1:10247, RARA:10438, ITGB1:11319, CORO1C:11341, MYD88:11349, ANXA3:11645"
"Phagocytosis, Engulfment (GO:0006911)",-0.096288998935693,0.110102015482891,0.747092686227719,23,"DOCK1:38, ELMO1:555, FCGR2B:5124.5, RAC3:5124.5, RAC1:5124.5, MYH9:5124.5, GSN:5124.5, ARHGAP25:5124.5, SH3BP1:5124.5, MARCO:5124.5, CD36:5124.5, XKR9:5124.5, XKR8:5124.5, XKR5:5124.5, XKR4:5124.5, XKR7:5124.5, MEGF10:5124.5, THBS1:5124.5, ITGB2:5124.5, BIN2:5124.5, ITGAM:5124.5, ARHGAP12:9293, MSR1:9491"
"Phagolysosome Assembly (GO:0001845)",-0.0312047421777643,0.708247178514282,0.971319564347208,12,"CLN3:5124.5, RAB34:5124.5, CORO1A:5124.5, PIKFYVE:5124.5, PLA2G5:5124.5, VPS33B:5124.5, VIPAS39:5124.5, SYT7:5124.5, RAB39A:5124.5, RAB20:5124.5, SRPX:9195, RAB7B:10305"
"Phagosome Acidification (GO:0090383)",-0.091964465980214,0.581170749966072,0.947741173239166,3,"SLC4A7:5124.5, SLAMF8:5124.5, RAB39A:5124.5"
"Phagosome Maturation (GO:0090382)",-0.095494494393373,0.295787765530273,0.90061002758679,10,"MREG:628, RAB34:5124.5, PIKFYVE:5124.5, SLC4A7:5124.5, MCOLN1:5124.5, SLAMF8:5124.5, RAB32:5124.5, RAB39A:5124.5, RAB20:5124.5, SRPX:9195"
"Phagosome-Lysosome Fusion (GO:0090385)",-0.0512374987372462,0.574819976778322,0.947741173239166,10,"CLN3:5124.5, RAB34:5124.5, PIKFYVE:5124.5, PLA2G5:5124.5, VPS33B:5124.5, VIPAS39:5124.5, SYT7:5124.5, RAB39A:5124.5, RAB20:5124.5, RAB7B:10305"
"Pharyngeal Arch Artery Morphogenesis (GO:0061626)",-0.00146390711761735,0.991909838833507,0.996138850029209,4,"NOG:5124.5, HES1:5124.5, FOLR1:5124.5, BMPR2:9716"
"Pharyngeal System Development (GO:0060037)",0.0273537813428745,0.802123122441924,0.985463695677079,7,"SIX4:1560, BMPR2:3019, NOG:7610.5, HES1:7610.5, FOLR1:7610.5, PTCH1:7610.5, NKX2-6:7610.5"
"Phasic Smooth Muscle Contraction (GO:0014821)",-0.0110215103142967,0.899295921296132,0.989743606631583,11,"DRD2:495, HTR1D:5124.5, GDNF:5124.5, TIFAB:5124.5, NEUROG1:5124.5, EDNRB:5124.5, EDN3:5124.5, EDN2:5124.5, HTR2B:9119, PTGER3:10839, EDN1:11444"
"Phenol-Containing Compound Biosynthetic Process (GO:0046189)",-0.0920016158351848,0.399302092003711,0.939968883639285,7,"DBH:5124.5, MOXD1:5124.5, DDC:5124.5, OCA2:5124.5, TYRP1:5124.5, TYR:5124.5, TPH1:5124.5"
"Phosphate Ion Homeostasis (GO:0055062)",0.0280956667095281,0.746998845027739,0.97363979200791,11,"ENPP1:1612, GCM2:1870, FGFR4:2504, SLC17A8:7610.5, SFRP4:7610.5, FGF23:7610.5, XPR1:7610.5, SLC34A3:7610.5, SLC34A2:7610.5, SLC34A1:7610.5, TMEM174:7610.5"
"Phosphate Ion Transmembrane Transport (GO:0035435)",-0.0379288455434689,0.728228284384456,0.973158919174289,7,"SLC25A10:5124.5, XPR1:5124.5, SLC37A4:5124.5, SLC37A1:5124.5, SLC37A2:5124.5, SLC20A1:5124.5, SLC37A3:9918"
"Phosphate Ion Transport (GO:0006817)",-0.0937703024615607,0.224563775549549,0.817331557737874,14,"SLC17A4:72, SLC25A10:5124.5, SLC17A8:5124.5, XPR1:5124.5, SLC37A4:5124.5, SLC37A1:5124.5, SLC37A2:5124.5, SLC20A1:5124.5, SLC34A3:5124.5, SLC17A1:5124.5, SLC34A2:5124.5, SLC34A1:5124.5, SLC17A3:5124.5, SLC37A3:9918"
