"","main_Rho","Insectivore_Rho","Vertivore_Rho","main_P","Insectivore_P","Vertivore_P","main_p.adj","Insectivore_p.adj","Vertivore_p.adj","Driver","DriverNumeric"
"OSR1",-0.769986410651784,-0.422753005224074,-0.722530061271498,1,0.672475478397563,0.469968650100833,1,0.872291535639093,0.730739807609943,"Both",3
"GDF7",0.393285094754845,-0.28943886968936,0.885482919089916,1,0.772245553549308,0.375896228070374,1,0.915997366890178,0.657472062528735,"Vertivore",2
"PDIA6",1.04089827495908,-1.55446567703384,0.643585221852431,1,0.120073377668211,0.519844435767078,1,0.403867138728728,0.767909464574239,"Insectivore",1
"RHOB",NA,-1.19305664931813,NA,NA,0.232847187740284,NA,NA,0.558098980405235,NA,"MissingData",5
"GALM",-1.30855215927119,1.83377709220519,-0.552901786975975,1,0.0666870895163894,0.580330663740293,1,0.304487615203143,0.803181649295578,"Insectivore",1
"ABCG8",-0.855442186674893,3.00979144377054,1.73984529170615,1,0.00261427131641602,0.0818861871747974,1,0.0569552738814345,0.32428132435452,"Insectivore",1
"CALM2",3.14643323265282,-0.117938395022894,3.48396326042626,0.00991649951624931,0.90611647070149,0.00049404730096565,0.308701687775965,0.970403934304313,0.0335478180345687,"Vertivore",2
"WDPCP",-1.46814692065684,2.41845455557265,0.867620914064106,0.852385912261279,0.0155865923542454,0.385601893394996,1,0.144450014562586,0.664703377977405,"Insectivore",1
"VPS54",0.65671929261338,-0.184215880391321,1.40407601925497,1,0.853844101922917,0.160296213739,1,0.950008289901106,0.444354677300872,"Vertivore",2
"ETAA1",-0.164607422375618,3.2656130738103,1.43613520160956,1,0.00109227386621168,0.150963873113418,1,0.0360067352436856,0.433078507028502,"Insectivore",1
"SNRPG",-1.68640667762847,-0.15775266631211,-2.81367633438601,0.550304976888831,0.874651698317514,0.00489785154544853,1,0.958508587892841,0.0835899997089882,"Vertivore",2
"CLEC4F",-2.71398469228029,3.61915485485424,-0.309506279532313,0.0398875428243099,0.00029556673725731,0.756936436141583,0.568359855489035,0.0182161264038165,0.898873176466897,"Insectivore",1
"MRPS5",-0.188569165215578,2.3273251132962,1.42065723686649,1,0.019947968136075,0.155416430100345,1,0.165051871116713,0.438597239713011,"Insectivore",1
"TPRKB",2.17172785174564,1.03900680461751,2.9733548044802,0.179257178683017,0.298801571605301,0.00294563733817244,1,0.624975468478226,0.067718274514089,"Vertivore",2
"RTKN",0.457747909002316,-0.0714583448457371,-0.625047478302749,1,0.943032975766534,0.531939897508113,1,0.979345303959492,0.776047542930797,"Vertivore",2
"SFXN5",1.19080296993788,0.563284074750828,1.68294248484474,1,0.573241460538465,0.0923862260642446,1,0.822781442829008,0.342923383820717,"Vertivore",2
"TEX261",1.31077715016983,-0.706417367214774,0.635623071529173,1,0.479928623688887,0.525022128086029,1,0.76747859721519,0.771676959670516,"Both",3
"DUSP11",1.6109450087085,0.598592227720046,2.84621886487651,0.643150252686128,0.54944484025481,0.00442417755318702,1,0.807969680632434,0.0796583396261273,"Vertivore",2
"SULT1C4",-0.654416764357858,1.43652048271035,0.944790664571548,1,0.150854292221155,0.344765758829153,1,0.449052397572328,0.63257313184591,"Insectivore",1
"MALL",0.630893098267412,-0.119475878456844,0.996716029849531,1,0.904898349340283,0.318902366655024,1,0.970008421695433,0.606716415740669,"Vertivore",2
"RALB",0.706782438606306,0.229624198914821,1.01474414702745,1,0.818383801257666,0.310227804070149,1,0.935117396990348,0.598350242967121,"Vertivore",2
"C1QL2",0.878473279434767,-2.49548771417552,-0.929932098457615,1,0.0125784111005301,0.352406242377393,1,0.129367681172901,0.63808487303235,"Insectivore",1
"SLC20A1",3.82809407203646,-1.63600096273239,3.25686133591971,0.000774836405049548,0.101839385906985,0.00112651449518109,0.110406877942154,0.37495725272884,0.0445415574220292,"Both",3
"ZC3H8",0.994254388243666,-0.259176654797556,0.988189590455601,1,0.795498942610904,0.323059805258781,1,0.92639576185047,0.611235788378885,"Both",3
"UBXN4",0.953676222292161,-0.930724429749439,1.37863684457107,1,0.351996129305635,0.168006750603779,1,0.669817475923343,0.454273892072947,"Unclear",0
"NXPH2",1.46512205112192,0.650979211717114,1.85602932906915,0.857325728636,0.515059906326785,0.0634493777164374,1,0.787455765105721,0.286986542706422,"Vertivore",2
"THSD7B",-1.91036233983628,0.658501235863111,-1.77307713340633,0.336519457654487,0.510216103160966,0.0762159264775647,1,0.784391799791513,0.315156337780146,"Both",3
"POLR2D",NA,-2.0343189279271,NA,NA,0.0419194499854931,NA,NA,0.241736222966995,NA,"MissingData",5
"AMMECR1L",3.55858862266062,-1.98590246223022,2.35287126326107,0.00223711791747513,0.0470441552889285,0.018629082445639,0.17068624150605,0.256965982716058,0.157426367226983,"Both",3
"SCRN3",0.340427741803803,2.04468712798161,1.39603453652598,1,0.0408857134589363,0.162704095272099,1,0.238451187105612,0.447792028970441,"Unclear",0
"WIPF1",-1.07242456364413,0.95272266300762,0.453488491849625,1,0.340730607538872,0.650197028255763,1,0.661944411396375,0.845425624644991,"Both",3
"LNPK",0.132238580634615,-0.659556390664863,0.338715766384217,1,0.509538547368801,0.734823862196484,1,0.784362513634864,0.887831342661843,"Insectivore",1
"TMEFF2",1.68284992306587,-0.994697208165211,1.17811651915054,0.554424886893385,0.319883552715754,0.238750157288852,1,0.643288492486481,0.53046225002807,"Both",3
"UBR3",1.16625224497208,-0.0755600870578436,0.992302227284343,1,0.939769091558634,0.321050117149294,1,0.978237030773654,0.609035539992834,"DoubleBoth",4
"KLHL23",2.10975333195365,-0.266804487383575,2.39568652094079,0.209277648701134,0.789619699031562,0.0165892713999271,1,0.923890298919367,0.149323215270858,"Vertivore",2
"PTH2R",-1.07617692059555,1.07038831623901,-1.26491275820404,1,0.28444455616824,0.205902603363297,1,0.611499520141104,0.49585625601302,"Unclear",0
"CPO",-0.0613124574128236,-0.588244032803226,0.298625422322251,1,0.556368505702548,0.765225865862466,1,0.813007432897618,0.903354343799858,"Insectivore",1
"ABCA12",-0.403770590390103,0.770332413681019,-1.02251121686802,1,0.441102733613724,0.306539006489615,1,0.738466660725557,0.595667613345412,"Unclear",0
"SUMF1",-0.245698866692004,0.137882526995946,-0.527522249062376,1,0.890333259935682,0.597830970055576,1,0.964408701570266,0.812748782332981,"Vertivore",2
"ACKR3",-0.644867338078842,0.790148260456092,-0.514802727598064,1,0.429441188171006,0.606690879147627,1,0.73043036477935,0.81926321311093,"Insectivore",1
"UBE2F",NA,-1.1914329921324,NA,NA,0.233483647530848,NA,NA,0.558685627816286,NA,"MissingData",5
"HES6",1.57052268581241,-1.11292954646455,1.16832776232324,0.697761365355691,0.265738689188409,0.242674581015036,1,0.591517122791588,0.534169536181867,"Both",3
"RAB5A",NA,0.345410926980632,NA,NA,0.729785463573925,NA,NA,0.897911991731421,NA,"MissingData",5
"CTDSP1",0.309424269776769,0.0548208719862053,-0.129549194851574,1,0.956281171964825,0.896923101018797,1,0.984811472399811,0.961061756369744,"DoubleBoth",4
"SLC4A3",2.07877352549353,-1.95672913779595,0.760310954710002,0.225829028018849,0.0503793222426074,0.447068735275035,1,0.265549471632829,0.713496003549676,"Both",3
"CNOT9",NA,-0.543391741683435,NA,NA,0.586860110473602,NA,NA,0.830126148064108,NA,"MissingData",5
"MARCHF4",0.229130023961657,-0.91682911098571,-0.261551146176481,1,0.359232195466098,0.793667512750352,1,0.674953950291707,0.916668528417476,"Insectivore",1
"PNKD",0.658088361441841,0.58046586972363,0.448002330977495,1,0.561600496394418,0.654151514337299,1,0.815410986815791,0.847798345862401,"Both",3
"DYNC1LI1",0.18806871311435,1.50320468527485,0.911795064418232,1,0.132786269717045,0.36187660902682,1,0.42210877541549,0.645675528459,"Insectivore",1
"CTDSPL",1.90754756227191,-2.48426213894624,1.23842377721063,0.338698308771581,0.0129820203997571,0.215558968738596,1,0.131310359878456,0.505324020460617,"Insectivore",1
"STAC",-1.87746109563733,1.88882939585943,-1.39306634384334,0.362729547961664,0.0589146925129779,0.163599729454705,1,0.284507295751612,0.44899329471368,"Unclear",0
"RPL32",2.42729586159483,-2.24679306889553,2.24257512847493,0.0912710695959055,0.0246532549352637,0.0249242255888315,0.823511490547525,0.182801742564359,0.179885275408789,"Both",3
"ARL6IP5",2.46907113697608,-0.669084729745171,2.65063660189548,0.081278571596525,0.503441430287887,0.00803402315871404,0.781930920633066,0.779992558166351,0.105794146285281,"Vertivore",2
"LRIG1",-1.34301440639819,-0.853181730384519,-1.04814055943893,1,0.393558533183058,0.294573851718148,1,0.70218310263507,0.585735052178897,"Both",3
"ITIH1",0.329792462718197,-0.0147998729907266,-0.0955258527151337,1,0.988191840909559,0.923897156654107,1,0.995933690810361,0.9703457794384,"DoubleBoth",4
"LRTM1",-1.9331869735147,1.24891365902277,-0.729600994212595,0.319279013343411,0.211696655188017,0.465634114329603,1,0.535280540922766,0.727567089678503,"Both",3
"CNPY2",1.99651755669378,0.0122169444356305,2.10538675774033,0.275265700074389,0.990252531129577,0.0352576555538962,1,0.99681076259499,0.214627302165717,"Vertivore",2
"LIMD1",-2.766417506362,2.33094284691995,-1.63236782953599,0.034005553337022,0.0197563735613126,0.102602021973405,0.526249874592602,0.164474092991945,0.360206843777728,"Both",3
"NXPE3",0.97958796628901,-0.710540755711817,0.210991335553586,1,0.477368866821452,0.832894032397599,1,0.766106134882071,0.933058723966539,"DoubleBoth",4
"ADGRG7",1.68929811268,-4.43761846853203,0.141312193875432,0.546973889335656,9.09596615631751e-06,0.887623316961169,1,0.00261815387312133,0.95666209357653,"Insectivore",1
"MYH15",0.846023866482579,-1.6829742228082,-0.363759251796451,1,0.092380081623145,0.716037793365126,1,0.357130516246042,0.877899066099055,"Insectivore",1
"ABHD10",0.759128103819596,-0.623663035807714,0.44627260109189,1,0.532848903478322,0.655400345259794,1,0.798090996106351,0.848291744287019,"Both",3
"PLA1A",2.39778908390023,-0.163106797331572,2.95993320990653,0.0989661588685598,0.870434347973231,0.00307705744181805,0.853452469890297,0.956484545353182,0.0685157091231244,"Vertivore",2
"RABL3",2.08988411102709,-0.515035607479157,2.20004696719044,0.219769267306726,0.606528138053241,0.0278035629152356,1,0.841720873344132,0.190797371318364,"Vertivore",2
"CFAP91",-0.0998326499276769,1.50142277249625,1.04040147551862,1,0.133246247506575,0.29815341648057,1,0.422618109910142,0.588333075575738,"Unclear",0
"BOC",-0.394584669708452,0.145141760708297,-0.231986153147347,1,0.884598947087253,0.816548768645481,1,0.961796641624449,0.927165283537915,"DoubleBoth",4
"ATP6V1A",2.95665453881099,-0.999607766213583,2.66208486629539,0.0186597805026854,0.317500363276427,0.00776582959790106,0.389391571538961,0.641531434621275,0.104431803323805,"Both",3
"EIF2A",0.563611812758549,-1.84570818771167,-0.272639270636399,1,0.0649345877280225,0.78513052150956,1,0.300463811728095,0.912844016393379,"Insectivore",1
"ALDH1L1",0.57413461013414,-0.411413514330528,-0.241532925378266,1,0.680769346023317,0.809142100952935,1,0.876151696727567,0.923755275343396,"Both",3
"RNF7",NA,-0.922497005211343,NA,NA,0.356269391722501,NA,NA,0.672956709964091,NA,"MissingData",5
"FTH1",3.1569144554125,-1.04976048996113,2.98271879910636,0.00956688693783074,0.293828244759365,0.00285700355775181,0.305710911048723,0.620090699146453,0.0670641260605829,"Both",3
"AMT",-0.765822433614744,2.10106340719416,0.558117851813804,1,0.0356354005709307,0.576763911165366,1,0.223275689158955,0.802158574055403,"Insectivore",1
"TCTA",1.52729777378461,0.812470444778335,2.34049223566118,0.76012189690751,0.416521738866819,0.0192583388452193,1,0.71985022810651,0.159784255275419,"Vertivore",2
"ABHD14A",1.32390806656405,2.73844444287815,3.63392572523951,1,0.00617305894292015,0.000279141250841576,1,0.0899003705353034,0.0272106105062577,"Unclear",0
"NICN1",0.412227881213385,2.48393019247855,1.40935597566223,1,0.0129941277836414,0.158729934841626,1,0.131310359878456,0.442257905839522,"Insectivore",1
"UCN2",-0.470906382055598,2.17053121361293,0.765926009353215,1,0.0299666266662223,0.443720328946998,1,0.204002121643342,0.71063003376264,"Insectivore",1
"STXBP5L",0.827927567602906,-0.67579437138895,0.932596809394859,1,0.499171208834889,0.351028181359131,1,0.777688016532556,0.636877141739845,"Unclear",0
"EAF2",-0.211547829388766,1.20749294643334,0.468414440305507,1,0.227242359866252,0.639488243440354,1,0.551733285061724,0.839314427261306,"Insectivore",1
"TM4SF19",0.171244273357866,-0.437358467146731,0.522548356158371,1,0.661851399725109,0.601288587251715,1,0.868311993729473,0.815597563593151,"Unclear",0
"SLIT2",0.360600780155488,-0.548704408506238,-0.0894801347884882,1,0.58320832029398,0.928700340389472,1,0.82821304219775,0.972213053870431,"Insectivore",1
"AHSG",0.801292908854793,0.00594385793017785,1.80033818182037,1,0.995257515450815,0.0718072554597854,1,0.998154127415021,0.30525662439195,"Vertivore",2
"DGKQ",1.72668206088577,-1.51248870719137,-0.0748310279845939,0.505348674921159,0.130409583335929,0.940349154258775,1,0.419189787199754,0.97749715250685,"DoubleBoth",4
"CENPC",0.86000538479149,2.02977706316143,2.57874258216785,1,0.042379205453536,0.00991606492140189,1,0.243015692407733,0.11742586628067,"Unclear",0
"EPHA5",1.27462822423321,-1.37668306160232,1.16402858664513,1,0.168610257865534,0.244412427090612,1,0.475635863164366,0.536100659825065,"Unclear",0
"CORIN",0.396061867085496,0.224925714067021,0.962809869794503,1,0.822037064861234,0.335642946762699,1,0.936313914488623,0.623145033981366,"Vertivore",2
"ATP10D",-3.54666517402655,2.87613986778032,-1.74768187947002,0.00234084053840078,0.00402571283463474,0.0805191282617807,0.174167761044361,0.0713145129361689,0.321865510152707,"Both",3
"SLC10A6",1.97939223998687,1.13602778928016,2.63365698908365,0.286631169116122,0.255944934218665,0.00844707755961325,1,0.581822127954499,0.10830616253005,"Vertivore",2
"ENOPH1",0.584715540354616,0.965463093006264,1.22103594875752,1,0.334312913094257,0.222072409030348,1,0.656594936186212,0.512010634406103,"Unclear",0
"CABS1",-0.376712427848595,0.0374455632322164,-0.810645841865019,1,0.970129743920038,0.4175690831139,1,0.990295218161181,0.691166329197226,"Vertivore",2
"KLHL8",1.82560457587349,0.732776034291027,2.43705737616491,0.407459076307873,0.463695040628108,0.0148073296735597,1,0.755835972801791,0.142182806022466,"Vertivore",2
"PYURF",0.257346239995847,-0.673236419935726,0.211404311790546,1,0.500796894563872,0.8325717924542,1,0.778461413228429,0.933058723966539,"Insectivore",1
"TBCK",0.0931343295195363,0.933608073416804,0.627133455468405,1,0.350506099239403,0.530571758660555,1,0.66916740524825,0.775174680093734,"Unclear",0
"CISD2",NA,1.54823016006597,NA,NA,0.121566892416518,NA,NA,0.406527101166099,NA,"MissingData",5
"DDIT4L",1.78311665036031,-0.0283508921123459,2.19944396395935,0.447403899466293,0.977382290856789,0.0278463694684743,1,0.992962987144831,0.191004343529444,"Vertivore",2
"AP1AR",2.94187416733515,-1.82570087204637,1.63054935216984,0.0195739476258191,0.0678953317669869,0.102985443558196,0.396838798577681,0.306123903368871,0.360735653873607,"Both",3
"SPATA5",0.809053737863583,-0.136987938640085,-0.336719268261666,1,0.891040328802263,0.73632853677303,1,0.964787754813352,0.888368740685637,"DoubleBoth",4
"FABP2",1.12966639820585,-0.118229116909935,2.37038194955881,1,0.905886119788993,0.0177697175438743,1,0.970403934304313,0.155051307788953,"Vertivore",2
"CCNA2",2.51736691023019,-0.638477241265375,2.45039993286289,0.0709413778243563,0.523163064365048,0.0142697620221919,0.73139834174681,0.791932722875502,0.139598796083599,"Both",3
"USP53",1.30425422495721,0.393922536184411,1.73287287718389,1,0.69363823139566,0.0831182660374203,1,0.88183108208486,0.326676630296434,"Vertivore",2
"SETD7",1.11411221240544,-1.19037447221548,1.16702321195598,1,0.233899241905566,0.243200995746917,1,0.559184780537952,0.534644019276957,"Unclear",0
"NAF1",1.9425356417834,0.543248951221373,1.9751578012841,0.312433737008173,0.586958406971782,0.0482502430656545,1,0.830192741588623,0.250523090843467,"Vertivore",2
"SFRP2",NA,2.2261597603081,NA,NA,0.0260034822341088,NA,NA,0.187829965923649,NA,"MissingData",5
"RPS3A",NA,0.573155116290796,NA,NA,0.56653967145832,NA,NA,0.818965671331175,NA,"MissingData",5
"GLRA3",2.61236928169844,-2.96701914627781,1.35645384285307,0.0539502424803358,0.00300702233059211,0.174954811841468,0.652421128848781,0.0610410096099784,0.46214016755046,"Insectivore",1
"NDUFS6",-2.72408654209191,2.84627960102571,-1.93664278155298,0.0386877648565704,0.00442333373619334,0.0527890245577092,0.559094700706676,0.0754941718989884,0.261291192597263,"Unclear",0
"MARCHF6",2.28018546400891,-2.19510638006746,1.40080589380919,0.135580146516738,0.0281559676669008,0.161272125707026,1,0.197203825817153,0.445652354227517,"Both",3
"ADAMTS16",-1.90546267909921,0.919848753275919,-2.05993879693583,0.340319725883935,0.357651802121827,0.0394043921485029,1,0.674082373194475,0.225697360262036,"Vertivore",2
"SRD5A1",0.689934390750706,1.02481708589289,1.85789159105017,1,0.305449502940192,0.0631844107740004,1,0.631072402437464,0.286846209897957,"Vertivore",2
"MYO10",-0.763339409190268,-1.04734173807188,-2.45926664549646,1,0.294941992433107,0.0139221172240754,1,0.621114038631705,0.138615463778797,"Vertivore",2
"OTULINL",-1.42003839020518,-1.55436985845767,-2.35788165761771,0.933579029304543,0.120096218685451,0.0183795511915996,1,0.403867138728728,0.156566877972334,"Vertivore",2
"RPL37",NA,-1.07458417218161,NA,NA,0.282560941280164,NA,NA,0.609363270848337,NA,"MissingData",5
"OSMR",2.27746936218293,-1.68967310908095,2.02650721281101,0.136549273060277,0.0910905105957999,0.0427128343433361,1,0.355266142022936,0.235596267377425,"Both",3
"PLK2",2.30099507214961,-0.0450714766478697,2.30797042306491,0.128351457734551,0.964050336647369,0.0210007815977667,0.985556626771403,0.988392364703649,0.165967806518254,"Vertivore",2
"GZMA",1.66114090004405,-0.675913599319364,1.52961321734936,0.580110910818361,0.499095502913057,0.126112495858692,1,0.777644814641714,0.399169212668147,"Both",3
"PELO",3.50044589534503,-2.54787654694306,1.95011384308592,0.00278688308856014,0.0108380817443889,0.0511625516588148,0.184618781445669,0.120401029525898,0.258445840933674,"Both",3
"HAPLN1",0.889303022362758,-1.22010596482436,-0.529426076806686,1,0.222424707677238,0.596509912585044,1,0.547665515227154,0.812204370561914,"Insectivore",1
"BHMT",-0.354990045537539,2.53319466078034,-0.0328745404784719,1,0.0113028165054666,0.973774635573804,1,0.122459801341161,0.989364462243154,"Insectivore",1
"ANKRD31",-2.86493273253569,2.70572509273762,-0.793936045304076,0.0250258700409149,0.00681554410246203,0.427232664182273,0.44785632831514,0.0947454154003491,0.697812246645801,"Both",3
"IQGAP2",0.551274295817814,0.546624563818731,1.26795774065061,1,0.584636689742536,0.20481304232647,1,0.829271482509693,0.494642819203551,"Vertivore",2
"CRHBP",-0.622524366182407,1.15778201928518,1.0699222528696,1,0.24695300287444,0.284654305695784,1,0.571837317655971,0.577587551491797,"Unclear",0
"RASA1",0.835590294060597,1.983655287846,1.43941356485497,1,0.0472942812289654,0.150033383323804,1,0.257355477218748,0.43230107785149,"Unclear",0
"LIX1",0.53433358190857,1.46001409091608,1.42335134464549,1,0.144286201321778,0.154634329624346,1,0.438375827033683,0.437295808771039,"Unclear",0
"GTF2H2",2.85885360425839,-1.21601850488025,2.68033903163476,0.025510497041515,0.22397787288248,0.00735476278622114,0.451183310673352,0.548637544679542,0.102383720850769,"Both",3
"SPATA9",-0.248175442733488,-0.789044391122883,-1.08741405628228,1,0.430086061760057,0.276853861869687,1,0.730587400447365,0.570711168237991,"Unclear",0
"FEM1C",NA,-0.487056787394849,NA,NA,0.626218088405184,NA,NA,0.851768219621363,NA,"MissingData",5
"COMMD10",-2.10479376976377,1.49986489615347,-0.73527203296236,0.211855582441919,0.133649402734721,0.462173837117511,1,0.423109993931073,0.725264793332249,"Both",3
"ADAMTS19",-1.01354585980408,3.01277602301221,-0.267972231414221,1,0.0025886989881796,0.788720693385568,1,0.0567636463456124,0.914274316584514,"Insectivore",1
"YIPF5",1.58676549298122,-0.333464120207553,1.99005973777903,0.675394601212663,0.738783968970051,0.0465843553089573,1,0.902176000795895,0.246275849697757,"Vertivore",2
"ARHGAP26",-0.705546250033557,1.84680734816098,-0.133490925652615,1,0.0647750665269849,0.893805140324484,1,0.300239935183271,0.959490606926866,"Insectivore",1
"LECT2",-1.82384604780507,0.441195410701203,-1.05040588030822,0.40905210066243,0.659071535356968,0.293531543247076,1,0.866852148238872,0.584817363039683,"DoubleBoth",4
"IL9",-1.15508979722307,0.980812994170027,0.0574897020087146,1,0.326684969171702,0.954155109149047,1,0.649323931980884,0.982861774616324,"DoubleBoth",4
"RNF145",-0.175905267846923,1.69144868396068,0.635424441748508,1,0.0907511408039126,0.525151631354129,1,0.354368884917037,0.771676959670516,"Insectivore",1
"GABRA6",0.905071368170227,-0.278663833545682,0.707027229982949,1,0.780502820088715,0.479549556147912,1,0.918948951174401,0.738227162770753,"Both",3
"GABRB2",1.41126332004399,-0.424196763289687,1.29078150946089,0.949001914085454,0.671422321135042,0.196779451261339,1,0.871832444386597,0.484064630594668,"Both",3
"SPINK7",1.85244427189622,-1.09893590547418,1.25837042296672,0.383772317779816,0.271796023869873,0.208257823319545,1,0.597442602509733,0.497721002380899,"Both",3
"PCYOX1L",2.44421018572839,0.00334572617856948,2.01814892317311,0.0871017979026449,0.997330501717789,0.043575753776863,0.811088505253729,0.999088774975208,0.238121629900774,"DoubleBoth",4
"N4BP3",-3.03996531187902,1.23442587947126,-2.64798287711216,0.014196323876921,0.217044250480159,0.00809736264155216,0.34528385803062,0.542350301973486,0.106243501393328,"Both",3
"NHP2",1.93805458233382,0.258634668774107,1.78578869973075,0.315699382264729,0.795917131316395,0.0741334770847265,1,0.92639576185047,0.310772144848101,"Both",3
"FGF18",NA,0.147201290565274,NA,NA,0.882973141971507,NA,NA,0.961576972468164,NA,"MissingData",5
"KCNMB1",0.984892028327243,0.24575905872006,1.51673358544959,1,0.805868751579071,0.129333961122721,1,0.929825260676463,0.404108429622998,"Vertivore",2
"MYLK4",1.30301965658615,-1.4060406948823,0.410442875983211,1,0.159712040987657,0.681481099470225,1,0.46244595790799,0.861707034441044,"Insectivore",1
"CDKAL1",-1.52822951573458,-0.933039917100422,-2.06968079859757,0.758733377635554,0.350799358888596,0.0384822460338193,1,0.669176853297871,0.222535644959052,"Vertivore",2
"PSD2",-1.73711569593965,1.42084425684778,-0.9264485137207,0.494200508356916,0.155362041326496,0.354212942086156,1,0.455959320633926,0.63889600504483,"Both",3
"LRRTM2",1.19744046271613,-1.19303098253333,0.97136220095002,1,0.232857239318011,0.331367944440114,1,0.558098980405235,0.618815706333269,"Both",3
"ZMAT2",NA,-0.972282831693712,NA,NA,0.330909862457297,NA,NA,0.653047150543154,NA,"MissingData",5
"GFRA3",0.664097462794326,0.897067929045826,1.35832755814395,1,0.369682670721622,0.174359769515517,1,0.684664809155253,0.461926251614897,"Vertivore",2
"TRIM7",-1.96426328210876,0.761933241664118,-1.20508530419473,0.296997404715063,0.446099848934061,0.228170372413786,1,0.741803791705495,0.518533271973958,"Both",3
"HIGD2A",1.0704590209368,1.43361992480392,2.42122531860459,1,0.151680754397761,0.0154682862269666,1,0.450004377587638,0.144697095477205,"Vertivore",2
"RNF44",1.69482162320108,1.78628473078335,2.74366317502956,0.540655585392599,0.0740531679295602,0.00607578435181015,1,0.319705917234082,0.0936414763772863,"Vertivore",2
"MMUT",-1.07896346893845,1.560416170292,-0.31076978527456,1,0.118661565998276,0.755975640956687,1,0.401877418150033,0.89808526671463,"Insectivore",1
"ABT1",-1.96612087286134,2.32569757998181,-0.761132470826314,0.295707899060827,0.020034689689869,0.44657794768428,1,0.165346851664348,0.712863382141553,"Insectivore",1
"HMGCLL1",0.338557864251443,1.71305742399804,1.56894282064491,1,0.0867019757481751,0.116661263002625,1,0.345782324405796,0.383705501583926,"Unclear",0
"SCUBE3",-1.64812800415133,2.81372810145023,-0.604912687596196,0.595958440787993,0.00489706294644115,0.545237012481711,1,0.0792180571844956,0.783042677239114,"Insectivore",1
"FGD2",-1.8500586958444,1.76499860983795,-0.145010550816792,0.38583054139937,0.0775639993511289,0.884702541496897,1,0.32690878828861,0.955706323406003,"Both",3
"ANO7",-3.01765688252192,1.3340855080533,-2.84729790926244,0.0152842289228709,0.182175834691592,0.00440920792388485,0.356606462960166,0.496823610150293,0.0795659217232459,"Both",3
"CRIP3",-0.643111726318983,2.92837770514559,0.807331940184761,1,0.00340735845687913,0.419475266902479,1,0.0663023688205927,0.692962313386749,"Insectivore",1
"NFKBIE",2.19140275483826,1.07891140423352,2.7194881357865,0.170535959605435,0.280627224467428,0.00653830405006634,1,0.607463499117593,0.096913193692053,"Vertivore",2
"CYP39A1",-1.2362718516704,1.48217031246681,-0.164513368954725,1,0.138294983719161,0.869327023228832,1,0.428952991776224,0.950232693504724,"Insectivore",1
"PHIP",0.756103601036295,1.26606451029906,1.65525798124268,1,0.205489987287653,0.0978721783871692,1,0.52707159994997,0.35215812035917,"Unclear",0
"MMS22L",-0.457373229372214,0.984228812204455,-0.0230506140169875,1,0.325003022301449,0.98160989951106,1,0.648232931253719,0.9917214663689,"Insectivore",1
"PM20D2",0.427689001888,1.87239162462622,1.15049445934233,1,0.061152442902407,0.249940274949407,1,0.290680336365136,0.543179219710764,"Insectivore",1
"TBC1D32",-1.92429962986925,1.45755668596062,-1.43626165180787,0.325902221767444,0.144962775913262,0.150927901711591,1,0.439158523392125,0.433078507028502,"Both",3
"CLVS2",NA,0.22542988733133,NA,NA,0.821644863217928,NA,NA,0.936241939395388,NA,"MissingData",5
"TAAR6",-2.10174174980947,0.719410905470297,-2.97550107757764,0.213455425382395,0.471887779456136,0.00292510322543261,1,0.762086092094625,0.0676049306685503,"Vertivore",2
"TAAR8",0.384862888553459,-0.346588758055181,-0.0657553298498797,1,0.728900292788142,0.947572620838999,1,0.897504166347842,0.980519286582881,"Both",3
"TAAR1",-0.641072929964703,2.54674613121466,1.32384977374626,1,0.010873250292225,0.185552941799841,1,0.120632795336533,0.472055184932591,"Insectivore",1
"SLC18B1",2.32076786685189,-0.921077840249459,2.58520618551048,0.121796253846114,0.357009788724111,0.00973207796125765,0.96310361170841,0.673428565742944,0.116568838641424,"Vertivore",2
"SLC2A12",-1.52912564874727,1.25703998256883,-0.70741386607048,0.757399788159919,0.208739157983085,0.479309322471636,1,0.53113934875534,0.738227162770753,"Both",3
"AIG1",1.36076896181116,0.927511070065501,1.64240402844623,1,0.353661246840155,0.100506300631293,1,0.671082644856228,0.356790040024551,"Vertivore",2
"SLC22A3",2.99906907180922,-2.49220791378606,2.50967764021663,0.0162483543619805,0.0126951699123529,0.0120841418891492,0.368491207632664,0.130053112509501,0.128702161966264,"Both",3
"VWDE",-1.95501836911648,1.75542866471679,-0.0555120105593649,0.303485413051568,0.079186012563113,0.955730561662797,1,0.329024885320559,0.983191572086211,"DoubleBoth",4
"GNA12",0.131450457975526,-1.42422989203148,-0.69142452799926,1,0.154379934500559,0.489298794376802,1,0.453816532158062,0.746572504994365,"Insectivore",1
"GGCT",2.78572275100163,-1.85700294536753,2.29598328121827,0.0320451183517169,0.0633107350411354,0.0216768373280985,0.50691207007678,0.295906489123923,0.168186328683718,"Both",3
"FERD3L",0.662417753422837,0.933510803259545,1.28923172769412,1,0.350556295185503,0.197317537897094,1,0.66916740524825,0.48499334294511,"Unclear",0
"EGFR",2.5671686448697,-1.45984393664593,1.09710564391723,0.0615196392177521,0.144332970190489,0.272595213321148,0.686694757805569,0.438435740970322,0.565390404823326,"DoubleBoth",4
"IGFBP1",1.56375330325764,-3.7201167422068,0.678031299992115,0.707253087154415,0.000199130711102669,0.497751847783553,1,0.0147384004395579,0.752939669543585,"Insectivore",1
