"gmtNames","gmtOverlap"
"REACTOME_PLATELET_HOMEOSTASIS","IC"
"REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS",""
"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS",""
"REACTOME_CGMP_EFFECTS",""
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","C"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1","C"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","IC"
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",""
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","C"
"REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS",""
"REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND",""
"REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING",""
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",""
"REACTOME_NCAM1_INTERACTIONS",""
"REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS",""
"REACTOME_OPSINS",""
"REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS",""
"REACTOME_TIGHT_JUNCTION_INTERACTIONS",""
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS",""
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",""
"REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION",""
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",""
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN",""
"REACTOME_REGULATION_OF_INSULIN_SECRETION","IC"
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","C"
"REACTOME_BICARBONATE_TRANSPORTERS",""
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","V"
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",""
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","VIC"
"REACTOME_METAL_ION_SLC_TRANSPORTERS",""
"REACTOME_SODIUM_CALCIUM_EXCHANGERS",""
"REACTOME_SODIUM_PROTON_EXCHANGERS",""
"REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG",""
"REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS",""
"REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS",""
"REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS",""
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION","VIC"
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","IC"
"REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS","I"
"REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS",""
"REACTOME_SPHINGOLIPID_METABOLISM","C"
"REACTOME_ACTIVATION_OF_RAC1",""
"REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO",""
"REACTOME_INACTIVATION_OF_CDC42_AND_RAC1","C"
"REACTOME_ORGANIC_ANION_TRANSPORTERS",""
"REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING",""
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR",""
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY",""
"REACTOME_DEADENYLATION_OF_MRNA",""
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE",""
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",""
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING",""
"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS",""
"REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS",""
"REACTOME_PLATELET_SENSITIZATION_BY_LDL",""
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",""
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",""
"REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS",""
"REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT",""
"REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION",""
"REACTOME_ZINC_TRANSPORTERS",""
"REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY",""
"REACTOME_RECYCLING_PATHWAY_OF_L1","IC"
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION","I"
"REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS",""
"REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA",""
"REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY",""
"REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS",""
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE",""
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE",""
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING","I"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS","I"
"REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR","I"
"REACTOME_FREE_FATTY_ACID_RECEPTORS",""
"REACTOME_RSK_ACTIVATION",""
"REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS",""
"REACTOME_RELAXIN_RECEPTORS",""
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","C"
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1",""
"REACTOME_SMOOTH_MUSCLE_CONTRACTION","C"
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",""
"REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION",""
"REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY","C"
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",""
"REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE",""
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",""
"REACTOME_SYNTHESIS_OF_GDP_MANNOSE",""
"REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE",""
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS",""
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",""
"REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS",""
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",""
"REACTOME_CELL_JUNCTION_ORGANIZATION","C"
"REACTOME_NRCAM_INTERACTIONS",""
"REACTOME_CHL1_INTERACTIONS",""
"REACTOME_NEUROFASCIN_INTERACTIONS",""
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",""
"REACTOME_INTERLEUKIN_17_SIGNALING","IC"
"REACTOME_INTERLEUKIN_1_PROCESSING",""
"REACTOME_SIGNALING_BY_INTERLEUKINS","I"
"REACTOME_OTHER_INTERLEUKIN_SIGNALING",""
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","I"
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",""
"REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1",""
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",""
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA",""
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA",""
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA",""
"REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA",""
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS",""
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA",""
"REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS",""
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","I"
"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS",""
"REACTOME_MITOTIC_G2_G2_M_PHASES",""
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",""
"REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS","C"
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS",""
"REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS",""
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",""
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS",""
"REACTOME_DEGRADATION_OF_AXIN",""
"REACTOME_DEGRADATION_OF_DVL",""
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE",""
"REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION",""
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES",""
"REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS",""
"REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS",""
"REACTOME_SIGNALING_BY_WNT_IN_CANCER",""
"REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS",""
"REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES",""
"REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS",""
"REACTOME_GPCR_LIGAND_BINDING","C"
"REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC","C"
"REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3",""
"REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS",""
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4",""
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",""
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2",""
"REACTOME_O_LINKED_GLYCOSYLATION",""
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS","V"
"REACTOME_MITOPHAGY",""
"REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY",""
"REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS",""
"REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS",""
"REACTOME_REGULATED_NECROSIS",""
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY",""
"REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION",""
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS",""
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",""
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION",""
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",""
"REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD",""
"REACTOME_MYOGENESIS",""
"REACTOME_DISEASES_OF_IMMUNE_SYSTEM",""
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE",""
"REACTOME_DNA_METHYLATION","IC"
"REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN",""
"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS",""
"REACTOME_SIGNALING_BY_LRP5_MUTANTS",""
"REACTOME_SIGNALING_BY_RNF43_MUTANTS",""
"REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY",""
"REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING",""
"REACTOME_PROGRAMMED_CELL_DEATH",""
"REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY","C"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",""
"REACTOME_SIGNALING_BY_HEDGEHOG","C"
"REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2",""
"REACTOME_MISMATCH_REPAIR",""
"REACTOME_SIGNALING_BY_RETINOIC_ACID",""
"REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL",""
"REACTOME_RA_BIOSYNTHESIS_PATHWAY",""
"REACTOME_MITOCHONDRIAL_TRANSLATION","IC"
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS",""
"REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR",""
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION","C"
"REACTOME_ORGANIC_CATION_TRANSPORT",""
"REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT",""
"REACTOME_METABOLISM_OF_LIPIDS","VIC"
"REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL",""
"REACTOME_PHASE_3_RAPID_REPOLARISATION",""
"REACTOME_CARDIAC_CONDUCTION","IC"
"REACTOME_PHASE_0_RAPID_DEPOLARISATION",""
"REACTOME_PHASE_2_PLATEAU_PHASE",""
"REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","IC"
"REACTOME_PHYSIOLOGICAL_FACTORS",""
"REACTOME_ION_HOMEOSTASIS","IC"
"REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES","VIC"
"REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS","IC"
"REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID",""
"REACTOME_IRAK4_DEFICIENCY_TLR2_4",""
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",""
"REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION",""
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",""
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS",""
"REACTOME_ORGANIC_ANION_TRANSPORT",""
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",""
"REACTOME_HEDGEHOG_OFF_STATE","C"
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","IC"
"REACTOME_CILIUM_ASSEMBLY",""
"REACTOME_ABC_TRANSPORTER_DISORDERS",""
"REACTOME_SLC_TRANSPORTER_DISORDERS",""
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS",""
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",""
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM",""
"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE",""
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM",""
"REACTOME_INTRAFLAGELLAR_TRANSPORT",""
"REACTOME_PYROPTOSIS",""
"REACTOME_DECTIN_2_FAMILY",""
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",""
"REACTOME_CD209_DC_SIGN_SIGNALING",""
"REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM",""
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS","C"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3","VIC"
"REACTOME_RHO_GTPASES_ACTIVATE_CIT",""
"REACTOME_RHO_GTPASES_ACTIVATE_KTN1",""
"REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS",""
"REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION",""
"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS",""
"REACTOME_RHO_GTPASES_ACTIVATE_PAKS",""
"REACTOME_TP53_REGULATES_METABOLIC_GENES",""
"REACTOME_LIGAND_RECEPTOR_INTERACTIONS",""
"REACTOME_HEDGEHOG_ON_STATE",""
"REACTOME_REGULATION_OF_TP53_ACTIVITY",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES",""
"REACTOME_ACTIVATION_OF_SMO",""
"REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION",""
"REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII",""
"REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",""
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",""
"REACTOME_FRUCTOSE_METABOLISM",""
"REACTOME_VESICLE_MEDIATED_TRANSPORT","IC"
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2",""
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4",""
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1",""
"REACTOME_SHC_MEDIATED_CASCADE_FGFR1",""
"REACTOME_PI_3K_CASCADE_FGFR1",""
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING",""
"REACTOME_PI_3K_CASCADE_FGFR2",""
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2",""
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING",""
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3",""
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",""
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3",""
"REACTOME_PI_3K_CASCADE_FGFR3",""
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING",""
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4",""
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",""
"REACTOME_PI_3K_CASCADE_FGFR4",""
"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING",""
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING","C"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING",""
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",""
"REACTOME_SIGNALING_BY_FGFR1","C"
"REACTOME_SIGNALING_BY_FGFR2","C"
"REACTOME_SIGNALING_BY_FGFR3",""
"REACTOME_SIGNALING_BY_FGFR4",""
"REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE",""
"REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE",""
"REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE",""
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK",""
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS",""
"REACTOME_REGULATION_OF_RAS_BY_GAPS",""
"REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING",""
"REACTOME_RESPONSE_TO_METAL_IONS",""
"REACTOME_CLEC7A_INFLAMMASOME_PATHWAY",""
"REACTOME_METALLOTHIONEINS_BIND_METALS",NA
"REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE",""
"REACTOME_MELANIN_BIOSYNTHESIS",""
"REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM",""
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","I"
"REACTOME_INFECTIOUS_DISEASE","IC"
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",""
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS",""
"REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS",""
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",""
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",""
"REACTOME_DISEASES_OF_METABOLISM",""
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",""
"REACTOME_RAF_ACTIVATION",""
"REACTOME_MAP2K_AND_MAPK_ACTIVATION",""
"REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER",""
"REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY",""
"REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY",""
"REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY",""
"REACTOME_PROTEIN_REPAIR",""
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS",""
"REACTOME_LGI_ADAM_INTERACTIONS",""
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES","I"
"REACTOME_SURFACTANT_METABOLISM",""
"REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION",""
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA","VI"
"REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ",""
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR","VI"
"REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND",""
"REACTOME_MAPK6_MAPK4_SIGNALING",""
"REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM",""
"REACTOME_DEUBIQUITINATION","IC"
"REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5",""
"REACTOME_UCH_PROTEINASES",""
"REACTOME_JOSEPHIN_DOMAIN_DUBS",""
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES","IC"
"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES","VIC"
"REACTOME_METALLOPROTEASE_DUBS",""
"REACTOME_CD22_MEDIATED_BCR_REGULATION",""
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR","VI"
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES","I"
"REACTOME_HOMOLOGY_DIRECTED_REPAIR","VI"
"REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS",""
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA","I"
"REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ","V"
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE","I"
"REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE",""
"REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS",""
"REACTOME_CARGO_CONCENTRATION_IN_THE_ER",""
"REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER",""
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER",""
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER",""
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",""
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER",""
"REACTOME_DUAL_INCISION_IN_GG_NER",""
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","I"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",""
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","IC"
"REACTOME_INFLAMMASOMES",""
"REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS","C"
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",""
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS",""
"REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS","I"
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",""
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER",""
"REACTOME_DUAL_INCISION_IN_TC_NER",""
"REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL",""
"REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE",""
"REACTOME_FANCONI_ANEMIA_PATHWAY",""
"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",""
"REACTOME_INTERLEUKIN_10_SIGNALING",""
"REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS",""
"REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION",""
"REACTOME_ERBB2_REGULATES_CELL_MOTILITY",""
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",""
"REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION",""
"REACTOME_GDP_FUCOSE_BIOSYNTHESIS",""
"REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS",""
"REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",""
"REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION",""
"REACTOME_NEUREXINS_AND_NEUROLIGINS","IC"
"REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES","IC"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES",""
"REACTOME_CHOLINE_CATABOLISM","IC"
"REACTOME_NEUTROPHIL_DEGRANULATION",""
"REACTOME_COMPLEX_I_BIOGENESIS","IC"
