"","CH-Rho","CH-P","CH-p.adj","CH-significant","CO-Rho","CO-P","CO-p.adj","CO-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","CH-CO-Overlap","CH-HO-Overlap","CO-HO-Overlap","CH-CO-HO-Overlap","CH-CO-Delta","CH-HO-Delta","CO-HO-Delta"
"HSCB",-3.05120899241611,0.0068376560419472,0.0685544901076917,FALSE,-1.69279149213257,0.271485488074873,0.895359263484034,FALSE,1.12717151340979,0.779009916333111,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.960546226132973,2.95456119004718,1.9940149639142
"CBY1",2.4521457339754,0.0426021406297925,0.238654155374135,FALSE,0.709987177741389,1,1,FALSE,-1.35385325355359,0.527349599578499,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.23189212901523,2.69124769327088,1.45935556425565
"TOMM22",2.03571511781681,0.125336910407781,0.46964824946253,FALSE,0.407974888763672,1,1,FALSE,-1.36894294376233,0.51305133196557,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.15098615397362,2.40745680296405,1.25647064899043
"RSPH14",-3.07287733735556,0.0063601683735067,0.0652510960355963,FALSE,-3.786796070059,0.000457806723898606,0.0204685657146619,TRUE,-0.942524779399583,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.504816777110706,1.50638674004878,2.01120351715949
"RTCB",0.295180504399942,1,1,FALSE,1.48874126867251,0.409666539805028,1,FALSE,1.24520806337244,0.63916583822232,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.843974910175329,0.671770929263556,0.172203980911773
"JOSD1",0.882252248293775,1,1,FALSE,-1.0865982032701,0.831643258380794,1,FALSE,-1.92828475361499,0.161459151482652,0.977269270983296,FALSE,FALSE,FALSE,FALSE,FALSE,1.39218750544301,1.9873497728254,0.595162267382384
"GTPBP1",0.203641040978371,1,1,FALSE,-0.679290041377941,1,1,FALSE,-0.891419204746133,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.624326555654526,0.774324525559604,0.149997969905078
"PPP6R2",0.634334066533264,1,1,FALSE,2.86144066241851,0.0126516131394558,0.153443962892019,FALSE,2.30589382311939,0.0633496975994799,0.678565179086705,FALSE,FALSE,FALSE,FALSE,FALSE,1.57480217637575,1.18197123904059,0.39283093733516
"DNAL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C22orf31",-3.50706998918124,0.00135920989768693,0.0223820152311644,TRUE,-2.12255661221815,0.10137307199204,0.518601849676271,FALSE,1.03658854076253,0.899782968172329,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.978998797494093,3.21285175791934,2.23385296042525
"MIOX",-2.62993302699785,0.025620507225326,0.171632887297188,FALSE,-1.36901479758385,0.512983948264777,1,FALSE,0.999683298348669,0.95239139156586,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.891603830540378,2.56652631675792,1.67492248621755
"RHBDD3",-2.63237490704231,0.0254370722328825,0.171074782191064,FALSE,-0.327722152533367,1,1,FALSE,2.11513696542025,0.103254826400475,0.813177608125655,FALSE,FALSE,FALSE,FALSE,FALSE,1.62963559099353,3.35699783878192,1.72736224778839
"RASL10A",0.720828951804409,1,1,FALSE,0.644776930338755,1,1,FALSE,0.0254404124828378,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0537769001013091,0.491713951713691,0.437937051612382
"HMGXB4",-1.29538268380536,0.585564745666472,1,FALSE,-1.40667154879457,0.478574418132378,1,FALSE,-0.207411135921827,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.078693111104419,0.769312059246474,0.848005170350893
"BIK",-2.80132802221465,0.0152678277468541,0.120421405485626,FALSE,-0.748662643804835,1,1,FALSE,1.79835180563069,0.216363824854458,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.45145360858043,3.25246479755641,1.80101118897598
"HMOX1",-1.6440377172564,0.300505235107369,0.809238228995612,FALSE,-0.66255840045565,1,1,FALSE,0.841927834421021,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.694010680504148,1.75784309938726,1.06383241888311
"NIPSNAP1",-0.393467565366441,1,1,FALSE,-0.677034204550581,1,1,FALSE,-0.315524255617041,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.200511893485384,0.0551142428719242,0.255626136357308
"MCM5",-0.727824471456189,1,1,FALSE,0.612547845429452,1,1,FALSE,1.27950660807642,0.602156142332363,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.94778635458456,1.41939741842402,0.471611063839463
"ARSA",-2.01539383245844,0.131590200463797,0.485140548770163,FALSE,1.14449595150994,0.757254047734663,1,FALSE,3.05516041902947,0.00674820514054675,0.237712997864668,FALSE,FALSE,FALSE,FALSE,FALSE,2.23437949404613,3.58542329560138,1.35104380155524
"RASD2",-1.16708413306634,0.729529184670877,1,FALSE,-1.27473726775928,0.607206753751199,1,FALSE,-0.267851360073565,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0761222615573634,0.635853591648374,0.711975853205738
"TTLL12",1.81334276764858,0.209336912609916,0.648400065765666,FALSE,0.933155492795823,1,1,FALSE,-0.72659531683355,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.622386390762495,1.79600744333129,1.17362105256879
"CBX7",-3.23305926187838,0.00367416460985847,0.0457363884548445,TRUE,-3.766855679866,0.000495949502352212,0.0215988152148318,TRUE,-0.886719963563847,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.377451066932135,1.65911242880269,2.03656349573483
"CABP7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPL3",0.0412765784708348,1,1,FALSE,1.46285909081255,0.43051782001282,1,FALSE,1.45071292355536,0.440579445862596,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.00521063449304,0.996621997260054,0.00858863723298371
"TAB1",0.922961045849799,1,1,FALSE,-0.491561722328422,1,1,FALSE,-1.3092558086231,0.571343140337291,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.00021864152159,1.57841567487669,0.578197033355102
"PNPLA5",0.568268773003916,1,1,FALSE,1.22167029936405,0.665496996788024,1,FALSE,0.726291911515757,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.462024650126893,0.111739232826104,0.350285417300789
"MYH9",0.81115781247112,1,1,FALSE,0.681794193880512,1,1,FALSE,-0.0606449559612914,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0914738919442487,0.616457649415763,0.524983757471514
"TXN2",-1.80119411641531,0.215016868207483,0.659488815371651,FALSE,-0.927126471080216,1,1,FALSE,0.742095827061225,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.6180591592322,1.79837756555581,1.18031840632361
"EIF3D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PVALB",0.391238227754592,1,1,FALSE,0.150602718680324,1,1,FALSE,-0.18778442712304,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.170155000260692,0.409430845724611,0.239275845463919
"UPK3A",-1.58079665939551,0.341773615856959,0.880627942511571,FALSE,-0.07037873846027,1,1,FALSE,1.3535269986748,0.527661992379526,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.068026754319,2.07488015681764,1.00685340249864
"FAM118A",1.26406880120786,0.618616000472153,1,FALSE,1.37283971814652,0.509406540686073,1,FALSE,0.214096520136643,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0769126529631993,0.742442520003367,0.819355172966567
"ST13",-0.427587730679626,1,1,FALSE,-1.5719939334186,0.347855874467458,1,FALSE,-1.20592149061078,0.683543290289471,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.809217386388678,0.55036507967374,0.258852306714938
"IL2RB",-1.26622892955635,0.616293399032829,1,FALSE,0.511308563598698,1,1,FALSE,1.64368145278359,0.300726057148543,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.25690881522327,2.05761736399771,0.800708548774439
"RBX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L3MBTL2",-1.40322480522696,0.48164943879227,1,FALSE,-1.51999005249911,0.385540427264837,1,FALSE,-0.233751257347277,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0825654981530612,0.826942676124014,0.909508174277075
"CHADL",1.89430845915873,0.174552236577144,0.580253717367754,FALSE,-0.373375858905581,1,1,FALSE,-2.06820107361866,0.115863358070558,0.848206583607411,FALSE,FALSE,FALSE,FALSE,FALSE,1.60349495889367,2.80191736114324,1.19842240224957
"PHF5A",-3.09302580410698,0.00594380721080033,0.0622472727440157,FALSE,-1.3218770990843,0.558627238214344,1,FALSE,1.09378570984566,0.822146918850836,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.25239125981131,2.96052281306583,1.70813155325452
"PMM1",0.162792122381105,1,1,FALSE,0.848269033249965,1,1,FALSE,0.711751557638615,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.484705372022177,0.388172939266922,0.0965324327552551
"CERK",0.566745838381062,1,1,FALSE,0.621382896589921,1,1,FALSE,0.112441069570479,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0386342343635679,0.32124198275135,0.359876217114918
"ZBED4",2.14992946558637,0.0946823834496863,0.396025513061627,FALSE,2.29962491972328,0.0644084371132449,0.401411271438822,FALSE,0.290646642112344,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.105850670733008,1.31471149262215,1.42056216335516
"HDAC10",-0.63359244159243,1,1,FALSE,-0.384780212878051,1,1,FALSE,0.202828994819778,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.175936814166075,0.591439269616864,0.415502455450789
"RIPK3",0.0372540525431153,1,1,FALSE,0.128676688079897,1,1,FALSE,0.0958165711182531,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0646455655420044,0.0414099540078431,0.0232356115341613
"PAPOLA",1.5320754172116,0.376511475643823,0.93513299607686,FALSE,2.32938679807981,0.0595157514700941,0.383866016296029,FALSE,0.9921615271631,0.963356210086465,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.563784284129122,0.3817767729101,0.945561057039222
"HSP90AA1",1.42808031819428,0.459806225451756,1,FALSE,-0.4697735182243,1,1,FALSE,-1.67136932888062,0.283946250650291,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.34198531743248,2.19164186339291,0.849656545960428
"SNAPC1",-2.76112950916282,0.0172805489151895,0.130506574316014,FALSE,-1.41893275920978,0.467755861501414,1,FALSE,1.10793566030456,0.803668810432218,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.949076423578343,2.73584221818307,1.78676579460473
"SUPT16H",-0.978200932786832,0.983924865654677,1,FALSE,-1.44739458776957,0.443359322175944,1,FALSE,-0.562337575183145,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.331770015127993,0.294059800208573,0.625829815336566
"FKBP3",-1.27032672871502,0.611904813053294,1,FALSE,-2.12817364177847,0.0999680680978564,0.51490028803504,FALSE,-1.00360019958166,0.946714075026234,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.606589369447113,0.188604137472553,0.795193506919666
"COCH",-2.2298383667453,0.0772745258823189,0.349946849006174,FALSE,-1.55287277112739,0.361360599082251,1,FALSE,0.496869765996494,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.47868696329141,1.92807381097823,1.44938684768682
"AP4S1",-0.677423799449417,1,1,FALSE,-0.584393843620744,1,1,FALSE,0.0320980285516748,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0657821126199398,0.501707695979447,0.435925583359507
"POLE2",0.548822409755705,1,1,FALSE,-0.576925403123481,1,1,FALSE,-1.08990548526638,0.827264340281257,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.796023912392796,1.15875560708967,0.362731694696875
"SOS2",-2.4677778890496,0.0407863947687917,0.231628710163841,FALSE,-2.4816223406282,0.0392357418614026,0.300522316781306,FALSE,-0.167941457435591,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.00978950559303846,1.62622993641414,1.63601944200718
"PYGL",-2.42691657392398,0.0456832711694422,0.249049637053611,FALSE,0.563848383214483,1,1,FALSE,2.79053864720312,0.0157861253132433,0.356059590647361,FALSE,FALSE,FALSE,FALSE,FALSE,2.1147901821277,3.68929796739614,1.57450778526843
"GNPNAT1",-0.585644152419376,1,1,FALSE,-1.94455009339278,0.155487452477997,0.658371079251186,FALSE,-1.44081161785209,0.448913731076549,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.960891605856983,0.604694713857585,0.356196891999398
"CGRRF1",-0.765065419464211,1,1,FALSE,-3.02409184461057,0.00748142153990154,0.109447475615675,FALSE,-2.28704548287847,0.0665795053711333,0.689143482992169,FALSE,FALSE,FALSE,FALSE,FALSE,1.59737290410059,1.07620242367096,0.521170480429636
"ATP6V1D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC198",-0.588354519388596,1,1,FALSE,-2.56328096262285,0.0311064308256315,0.26188322152476,FALSE,-2.03262341042315,0.126271753463247,0.887820054176119,FALSE,FALSE,FALSE,FALSE,FALSE,1.39648388035557,1.02125232670731,0.375231553648264
"PLEK2",1.12639797030894,0.779991316610031,1,FALSE,2.8510759657751,0.0130714675271861,0.157106112423033,FALSE,1.87254702663844,0.183392886704461,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.21953150595735,0.527607057506535,0.69192444845081
"PIGH",-1.49143664755259,0.407540677448957,0.983957449698224,FALSE,-0.268760517440857,1,1,FALSE,1.10273855497511,0.810422155366897,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.86456258279693,1.83435887729332,0.96979629449639
"PSMA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMED8",0.848881679542874,1,1,FALSE,0.119957035807295,1,1,FALSE,-0.664718719650948,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.515427558559417,1.07027710627662,0.554849547717201
"AHSA1",-0.858687569048591,1,1,FALSE,-0.762375397259596,1,1,FALSE,0.0184962473832303,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0681029897828024,0.620262624946036,0.552159635163234
"SPTLC2",-0.854728328224418,1,1,FALSE,-0.4618385297731,1,1,FALSE,0.326214512560137,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.277815040743943,0.835052690912464,0.557237650168521
"RIN3",0.408210179995909,1,1,FALSE,2.58309820275538,0.0293752341753906,0.25238001336542,FALSE,2.23259428277105,0.0767271344126453,0.725254569890149,FALSE,FALSE,FALSE,FALSE,FALSE,1.53787806921462,1.29003437056124,0.247843698653386
"ALKBH1",-1.73096012482166,0.250376630107182,0.720998384641756,FALSE,-1.79378349595767,0.218543196567635,0.788969131994767,FALSE,-0.211833084188552,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0444228317472763,1.07418503191552,1.1186078636628
"DHRS7",-3.6909933386456,0.000670139964807962,0.0134669616332153,TRUE,-1.48112180691661,0.415722353466946,1,FALSE,1.95809033869563,0.150658239668145,0.952218110123722,FALSE,FALSE,FALSE,FALSE,FALSE,1.56261514563667,3.99450537573822,2.43189023010155
"SIX4",-3.86083546315882,0.000338999943588524,0.00827818814989248,TRUE,-3.45705315737591,0.00163835133253734,0.044212080959472,TRUE,0.0954186611435609,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.285517206542236,2.79749411939146,2.51197691284922
"SLC10A1",-3.49234714202475,0.00143638665141233,0.0232405514733867,TRUE,-2.16550931265488,0.0910461090087363,0.4879038295532,FALSE,1.09322796962408,0.822881158619463,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.938216026682276,3.24249125708715,2.30427523040487
"EIF5",-0.458559945921241,1,1,FALSE,-0.283276607920665,1,1,FALSE,0.120518311183989,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.123944036929221,0.409470162436795,0.285526125507575
"ZFYVE21",-0.325364602888315,1,1,FALSE,1.38792600152721,0.495478737825412,1,FALSE,1.68846539546642,0.273965778822459,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.21147940452541,1.42399284799353,0.212513443468113
"BDKRB1",4.03388980408071,0.000164583159279683,0.00491537688346752,TRUE,2.18531758458246,0.0865967068429892,0.473805008621019,FALSE,-1.65139478627077,0.295973966245447,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.30713795192028,4.02010328681291,2.71296533489263
"VRK1",2.86606866486274,0.0124681226950247,0.10473500287227,FALSE,2.34366699926259,0.05728563481258,0.375738070003346,FALSE,-0.27658585721432,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.369393760249012,2.22219232348726,1.85279856323825
"PABPN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EFS",-1.03193034385,0.906314249505996,1,FALSE,-1.05315055784309,0.876815983331889,1,FALSE,-0.106241661996041,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0150049572127374,0.654560744206574,0.669565701419312
"CINP",0.0582878545355534,1,1,FALSE,-0.062698670686299,1,1,FALSE,-0.115682699706669,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0855503924165691,0.123015758631458,0.0374653662148886
"PCK2",-0.890836047889613,1,1,FALSE,-0.968087955916421,0.99900133328654,1,FALSE,-0.15591206785621,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0546253480253555,0.519669729938226,0.574295077963582
"NFKBIA",1.36992282500169,0.512132981454002,1,FALSE,0.100053650747453,1,1,FALSE,-1.16285980472307,0.734659164019654,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.89793310433493,1.79094777274987,0.89301466841494
"EMC9",0.453283065367229,1,1,FALSE,-0.197539268322149,1,1,FALSE,-0.606578290586467,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.460200885499413,0.749435151912427,0.289234266413014
"BRMS1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PNN",0.868177724460361,1,1,FALSE,0.982015095109671,0.97827723491752,1,FALSE,0.191062862250468,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0804951767385738,0.47879251071081,0.559287687449384
"RABGGTA",0.315935726679766,1,1,FALSE,-1.56740313680364,0.351061473695385,1,FALSE,-1.8643245344203,0.18682843032742,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.33172168164128,1.54167681537541,0.209955133734128
"CYP24A1",-2.753404143112,0.0176937116990718,0.132817648368001,FALSE,-3.34335949254885,0.0024831179370854,0.0576233460798243,FALSE,-0.785502865151,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.417161428184076,1.39151633835189,1.80867776653597
"ZFP64",-0.307734986628679,1,1,FALSE,-0.900688990956425,1,1,FALSE,-0.611872394487331,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.419281797391866,0.215057623509352,0.204224173882515
"PYGB",0.735510466253269,1,1,FALSE,1.57505595444233,0.34573058863808,1,FALSE,0.950288912757021,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.593648307813052,0.151871295975515,0.441777011837538
"PROCR",-0.0902250550914161,1,1,FALSE,0.290231004367143,1,1,FALSE,0.373888907496156,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.26902305958666,0.328178130189032,0.0591550706023722
"MYBL2",-1.06156543538141,0.865299036451043,1,FALSE,0.691187177174553,1,1,FALSE,1.66964531235105,0.284968679031618,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.23938325808076,1.9312576405712,0.691874382490446
"R3HDML",-1.38192489577676,0.500984288563289,1,FALSE,-0.412112064528628,1,1,FALSE,0.848576806763481,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.68576122945728,1.57720287931434,0.891441649857064
"PABPC1L",-0.682889655529271,1,1,FALSE,1.10961324764496,0.801497160486375,1,FALSE,1.72364214501067,0.254317395885934,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.26749095813107,1.70167495530286,0.434183997171793
"SALL4",0.0553734036409654,1,1,FALSE,-1.892742093462,0.175176526940748,0.699595051566751,FALSE,-1.9452204862069,0.15524534168996,0.962112322187743,FALSE,FALSE,FALSE,FALSE,FALSE,1.37752567853611,1.4146335059118,0.0371078273756934
"CSTF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPD52L2",1.71401092930508,0.259580155952071,0.738196333599492,FALSE,1.00108367484219,0.950359070544129,1,FALSE,-0.584969957688459,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.504115696123411,1.62562497501139,1.12150927888798
"CTSZ",0.209621257129653,1,1,FALSE,1.83892955585868,0.197776643829674,0.751899532466425,FALSE,1.64757240408784,0.298321341414514,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.15209494667481,1.01678500702911,0.135309939645701
"TUBB1",1.67184262588516,0.283666076664229,0.782149903442124,FALSE,1.59277673710771,0.333630856746195,1,FALSE,0.0262477810736154,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0559080261150781,1.16361127385187,1.10770324773679
"SLCO4A1",0.847760750306604,1,1,FALSE,1.54612477515767,0.366223309285584,1,FALSE,0.77956111204852,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.493817937708919,0.0482244266867613,0.542042364395681
"UBOX5",-2.99833369307523,0.00814380802054662,0.0770627594279903,FALSE,-3.97194964308027,0.000213860374304563,0.0129981675575911,TRUE,-1.10907463436213,0.802193959347377,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.688450440519951,1.33590789183414,2.02435833235409
"EEF1A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRMS",0.800958462758277,1,1,FALSE,2.06291682194197,0.117361594748601,0.560015288866705,FALSE,1.41082884703346,0.474885259251672,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.892339313353839,0.431243484365824,0.461095828988015
"C20orf27",-1.76144719783666,0.234488227671191,0.694412325409964,FALSE,-0.630931173419522,1,1,FALSE,1.00142128964477,0.949869527066905,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.799395547105417,1.95364304302474,1.15424749591932
"SLC52A3",-1.98448434164847,0.14160561588473,0.508179545772985,FALSE,-0.0809594586092084,1,1,FALSE,1.74425583854974,0.243343465462467,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.34599535295439,2.63661746670091,1.29062211374651
"RSPO4",-0.880121443650757,1,1,FALSE,0.0500289205415895,1,1,FALSE,0.86022238865797,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.657715630043545,1.23060892542168,0.572893295378139
"PROKR2",-0.166113004796491,1,1,FALSE,0.201431178030775,1,1,FALSE,0.356275825139026,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.259892984062828,0.36938468406351,0.109491700000682
"FERMT1",-0.176806015799281,1,1,FALSE,0.903133574955456,1,1,FALSE,1.06997831163855,0.853887213562805,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.7636326078945,0.881609652608401,0.117977044713901
"TLDC2",0.439993788302132,1,1,FALSE,0.855118896302658,1,1,FALSE,0.46190663732116,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.29353777890797,0.0154947241364722,0.278043054771498
"SNTA1",1.00635552559999,0.942733738143574,1,FALSE,0.283150226441643,1,1,FALSE,-0.626147637376143,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.511383371224914,1.15435405684891,0.642970685623998
"OXT",1.1905692094838,0.701468235444217,1,FALSE,-0.257707606492028,1,1,FALSE,-1.35826186221023,0.523141821619889,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.02408635761177,1.80229573489383,0.778209377282057
"CHMP4B",0.745291981919033,1,1,FALSE,1.63676032069963,0.305041678806923,0.957928790187928,FALSE,1.00944817942625,0.938279226496007,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.630363307564867,0.186786638549809,0.443576669015058
"LBP",-2.41797049601253,0.0468220267200697,0.253066690913338,FALSE,-1.26581746953289,0.616735317515377,1,FALSE,0.946959652877214,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.814695217988351,2.37936492649899,1.56466970851064
"SLC32A1",1.80523716215342,0.213112733940629,0.65594710552064,FALSE,0.347046303453467,1,1,FALSE,-1.24050046083561,0.644371031546914,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.03109664445097,2.15366172693054,1.12256508247957
"AHCY",-2.29202957504774,0.0657118098840855,0.314152758927017,FALSE,-0.498530844461055,1,1,FALSE,1.62287807154616,0.313846416179811,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.26819511444731,2.76825774462561,1.5000626301783
"ACOT8",-1.96986596279157,0.14656120280558,0.518607722412962,FALSE,-1.8734708039783,0.183010202202432,0.719283932947627,FALSE,-0.0937871234399418,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0681616704704223,1.32658806934613,1.2584263988757
"APMAP",0.789144096748494,1,1,FALSE,2.5661503819582,0.0308502702296566,0.260972885958957,FALSE,1.83335170176764,0.200250855768446,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.2565331944829,0.738366278475601,0.518166916007297
"RNF125",-1.65796366697803,0.291974400294294,0.794868877183817,FALSE,-1.14734389476512,0.753718557833564,1,FALSE,0.373249972191976,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.36106270353968,1.43628493829572,1.07522223475604
"IDH3G",-0.333885299043721,1,1,FALSE,-0.736861876985238,1,1,FALSE,-0.436738116557883,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.284947470921796,0.0727279247284061,0.21221954619339
"SLC25A43",-0.0544816902444135,1,1,FALSE,-0.933723615069599,1,1,FALSE,-0.889462580327249,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.621717927347401,0.590420649538753,0.0312972778086486
"MXRA5",1.08644211892167,0.83185030717001,1,FALSE,0.820611092087696,1,1,FALSE,-0.175470922875699,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.187970921724085,0.892307269122662,0.704336347398577
"VSIG1",0.00376927999853314,1,1,FALSE,1.42803834354808,0.459842467137053,1,FALSE,1.43258589426582,0.455928645714444,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.0071103130701,1.0103259170204,0.00321560395030162
"PSMD10",-0.182266526021605,1,1,FALSE,-1.06533217890149,0.86017690746034,1,FALSE,-0.910326535201053,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.624421711384289,0.514816169601528,0.109605541782761
"PGRMC1",0.0123110522390291,1,1,FALSE,-0.855341939498761,1,1,FALSE,-0.854130254040825,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.613523314174587,0.612666523170615,0.000856791003972015
"NXT2",-1.66893274696083,0.285392126610283,0.784917766149341,FALSE,2.19378079678036,0.0847535159991584,0.466082654213713,FALSE,3.59028787417483,0.000990938858740025,0.0991726359819818,FALSE,FALSE,FALSE,FALSE,FALSE,2.73135094056051,3.71883056496115,0.987479624400639
"GUCY2F",0.838099907311144,1,1,FALSE,0.237057687626013,1,1,FALSE,-0.562424326197115,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.425001029318771,0.990320182729782,0.565319153411011
"ATP1B4",-1.15170029064007,0.748332758424385,1,FALSE,-2.10403823086017,0.106125336721565,0.533021582329524,FALSE,-1.07159964847521,0.851699673947513,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.673404615510863,0.0566397072521707,0.730044322763033
