	Herbivore...Insectivore.Rho	Herbivore...Insectivore.P	Herbivore...Insectivore.p.adj	Herbivore...Omnivore.Rho	Herbivore...Omnivore.P	Herbivore...Omnivore.p.adj	Insectivore...Omnivore.Rho	Insectivore...Omnivore.P	Insectivore...Omnivore.p.adj	Herbivore...Vertivore.Rho	Herbivore...Vertivore.P	Herbivore...Vertivore.p.adj	Insectivore...Vertivore.Rho	Insectivore...Vertivore.P	Insectivore...Vertivore.p.adj	Omnivore...Vertivore.Rho	Omnivore...Vertivore.P	Omnivore...Vertivore.p.adj
DGKD	-1.624441611	0.625689554	1	1.965476303	0.296154814	1	3.523268641	0.002557554	0.176943846	1.527978237	0.759107649	1	2.756325298	0.035072898	0.991513956	0.045842363	1	1
DNAJC10	1.290891688	1	1	3.282163619	0.006180829	0.40557706	1.745495749	0.485391671	1	2.266587793	0.140492511	1	1.212311244	1	1	-0.06972796	1	1
TUBB4A	-2.023025353	0.258423202	1	-0.469551349	1	1	1.64342972	0.601764332	1	1.232882801	1	1	2.984874149	0.017021701	0.727789606	1.675415633	0.563116269	1
MCOLN1	-0.427691218	1	1	1.532239536	0.752780014	1	1.96050325	0.299621991	1	1.50264184	0.797588567	1	1.797233353	0.43379149	1	0.487118427	1	1
GPR108	1.754932256	0.475625376	1	1.461645072	0.863030978	1	-0.436622296	1	1	-1.116482749	1	1	-2.417864939	0.093671222	1	-2.206568343	0.164065384	1
DGUOK	0.363441941	1	1	0.928816375	1	1	0.503588095	1	1	-1.09762445	1	1	-1.352872482	1	1	-1.824894789	0.408101446	1
LOXL3	0.973406702	1	1	0.3858389	1	1	-0.682350509	1	1	1.994473819	0.27660179	1	1.219809253	1	1	1.80640325	0.425132246	1
LAMC2	0.686076631	1	1	-0.253768537	1	1	-0.960565239	1	1	-0.744102054	1	1	-1.249395889	1	1	-0.581467288	1	1
OSGEPL1	1.353457055	1	1	-1.059112243	1	1	-2.363502134	0.108618734	1	0.002399714	1	1	-0.965310561	1	1	0.714204215	1	1
MCM6	-1.646338004	0.598165135	1	-0.442983687	1	1	1.267469245	1	1	-0.038133381	1	1	1.115208004	1	1	0.26114139	1	1
CCNT2	0.939560822	1	1	0.427584155	1	1	-0.567882285	1	1	0.190731571	1	1	-0.450792228	1	1	-0.083463884	1	1
RAB3GAP1	2.218329198	0.159194368	1	2.182357049	0.17449915	1	-0.260675436	1	1	0.799958071	1	1	-0.795907065	1	1	-0.651630298	1	1
ZRANB3	1.10168488	1	1	0.68518226	1	1	-0.496037406	1	1	0.824649558	1	1	-0.053373506	1	1	0.335936304	1	1
LCT	3.763266301	0.001006251	0.083683578	2.095133408	0.216954809	1	-1.962354222	0.298327551	1	2.347806973	0.11330583	1	-0.715102139	1	1	0.819665313	1	1
AGPS	1.881384249	0.359518008	1	2.465032168	0.082200571	1	0.477501993	1	1	1.848629323	0.387068133	1	0.649884676	1	1	0.360513172	1	1
ORC4	0.83272574	1	1	0.038669947	1	1	-0.832345707	1	1	0.142922382	1	1	-0.425254185	1	1	0.120882119	1	1
KYNU	2.602709981	0.055494094	0.609191204	0.694147974	1	1	-2.047783545	0.24348728	1	0.738864832	1	1	-1.249488647	1	1	0.253193905	1	1
ARID4B	2.754919444	0.035223953	0.479723864	1.41083127	0.949766232	1	-1.557930065	0.715498964	1	-2.26037891	0.142786466	1	-4.375914043	7.26E-05	0.065606123	-3.407393091	0.003935196	0.483571416
NID1	-0.220877022	1	1	1.582557051	0.681134755	1	1.679345004	0.55850895	1	0.586588611	1	1	0.72892029	1	1	-0.540094124	1	1
CYTIP	-0.182648363	1	1	0.514142831	1	1	0.677212452	1	1	0.214874994	1	1	0.345966306	1	1	-0.14753881	1	1
MUL1	-1.703698811	0.530624222	1	-0.870553614	1	1	0.956178368	1	1	-1.263343766	1	1	0.033982612	1	1	-0.675086465	1	1
NMU	-1.150055184	1	1	0.193927279	1	1	1.374927043	1	1	0.53650277	1	1	1.383271377	0.999490026	1	0.410918851	1	1
PPAT	-0.446691213	1	1	2.216326016	0.160015095	1	2.612389902	0.053946988	0.725625978	1.803386661	0.427965066	1	2.074811263	0.228024182	1	0.43397144	1	1
SRD5A3	-0.459352732	1	1	0.464381512	1	1	0.915414595	1	1	1.287706571	1	1	1.570647128	0.69758782	1	1.013124052	1	1
NOA1	3.660082078	0.001512807	0.103052048	0.034452282	1	1	-3.768514188	0.000985333	0.105405781	1.905230659	0.340500567	1	-0.860492484	1	1	1.922568321	0.327205714	1
UPK1B	0.613848845	1	1	1.172957665	1	1	0.442365663	1	1	0.558337502	1	1	0.064190422	1	1	-0.277602472	1	1
ARHGAP31	2.776339993	0.032984812	0.463607724	1.143603441	1	1	-1.834884061	0.399137219	1	0.424047809	1	1	-1.675013959	0.563588957	1	-0.374834432	1	1
CD80	-0.490897943	1	1	0.33103697	1	1	0.796295563	1	1	2.270344034	0.139120304	1	2.498721835	0.074785263	1	2.06339345	0.234451571	1
CHST10	2.623792613	0.052174029	0.587950516	2.292576029	0.131234555	1	-0.540876796	1	1	2.420776028	0.092924497	1	0.608420624	1	1	0.995356895	1	1
PDCL3	2.052879265	0.240505731	1	1.300249589	1	1	-0.924671516	1	1	0.885245209	1	1	-0.515215871	1	1	0.079629871	1	1
IL1RL2	2.213301658	0.161261132	1	3.642618238	0.001619274	0.236935101	1.131488816	1	1	4.620664869	2.30E-05	0.01937807	2.714992864	0.039766319	1	1.961830008	0.298693673	1
IL18RAP	2.201259538	0.166305933	1	2.678854439	0.0443247	0.834426304	0.176192298	1	1	2.70280468	0.041254282	0.818942763	0.917131969	1	1	0.842443639	1	1
GFM1	3.127766221	0.010568413	0.262335624	1.560658982	0.711625406	1	-1.817731547	0.414631041	1	0.06758139	1	1	-2.223810165	0.156967315	1	-1.01373722	1	1
LXN	2.482203762	0.078343552	0.720828604	0.901685581	1	1	-1.677875843	0.560228036	1	-0.169613668	1	1	-1.860387153	0.376984626	1	-0.761203306	1	1
ALS2	0.766173383	1	1	1.324396856	1	1	0.438164101	1	1	0.330249148	1	1	-0.277584832	1	1	-0.643659477	1	1
NOP58	-0.126138514	1	1	0.666614935	1	1	0.76354866	1	1	0.025656572	1	1	0.11319006	1	1	-0.416756481	1	1
OCIAD1	0.326910431	1	1	0.081519933	1	1	-0.272908661	1	1	1.306758201	1	1	1.121417407	1	1	1.295588611	1	1
SLAIN2	1.37350146	1	1	0.773844155	1	1	-0.702401955	1	1	1.052963191	1	1	0.049262235	1	1	0.552201336	1	1
TXK	-0.421136445	1	1	0.127830313	1	1	0.5555116	1	1	0.747111398	1	1	1.040149776	1	1	0.67007541	1	1
GABRA4	0.807298205	1	1	1.729254569	0.502581262	1	0.768007337	1	1	2.237737378	0.151429117	1	1.576972384	0.688811277	1	1.096331234	1	1
TOP2B	0.231636421	1	1	0.453550545	1	1	0.194877777	1	1	1.115746287	1	1	0.936345494	1	1	0.835330149	1	1
YWHAE	-0.210818511	1	1	0.159363815	1	1	0.333333333	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM13A	1.659189376	0.582465827	1	0.542644159	1	1	-1.17588102	1	1	1.120789192	1	1	-0.210233458	1	1	0.723055094	1	1
HERC6	-0.993274097	1	1	-0.292322194	1	1	0.753793887	1	1	-1.686282752	0.55044811	1	-0.882794398	1	1	-1.510630766	0.785295304	1
HERC5	-0.533511723	1	1	2.242602529	0.149534742	1	2.660598976	0.046801079	0.675307792	0.481375549	1	1	0.891835545	1	1	-1.288313999	1	1
NDST4	-2.44602103	0.086665545	0.753977074	0.419482799	1	1	2.993093961	0.016569883	0.421869213	-0.856971137	1	1	0.977032161	1	1	-1.182674767	1	1
PIKFYVE	0.763985321	1	1	0.32579096	1	1	-0.485647115	1	1	-1.070698644	1	1	-1.60690532	0.648450835	1	-1.325966394	1	1
BCHE	1.011166718	1	1	0.327764451	1	1	-0.748797987	1	1	0.291122424	1	1	-0.454561374	1	1	0.070690131	1	1
SI	2.45276749	0.085057162	0.748863491	2.058817149	0.237070549	1	-0.673861114	1	1	2.426529141	0.091464156	1	0.345639683	1	1	0.935798741	1	1
PRKG2	-2.110109535	0.209093533	1	-0.857353654	1	1	1.373152733	1	1	-0.925878481	1	1	0.503374543	1	1	-0.390151636	1	1
FNIP2	1.795633103	0.435317326	1	1.600330823	0.657151275	1	-0.371169327	1	1	0.176146205	1	1	-1.18345302	1	1	-0.967359587	1	1
C2orf42	0.739524232	1	1	0.517082204	1	1	-0.29521381	1	1	0.19869858	1	1	-0.345455768	1	1	-0.149374724	1	1
ADD2	-1.004287044	1	1	0.358884628	1	1	1.351317012	1	1	0.569869383	1	1	1.242926837	1	1	0.340570804	1	1
SLC30A9	-0.068822275	1	1	-0.660163844	1	1	-0.529157335	1	1	1.217075338	1	1	1.215352499	1	1	1.673922031	0.564875542	1
SEC22C	1.10667055	1	1	0.010965312	1	1	-1.156610788	1	1	-0.520226213	1	1	-1.333565704	1	1	-0.543298555	1	1
CDH10	1.327718075	1	1	1.053634907	1	1	-0.323854988	1	1	0.337251688	1	1	-0.507932263	1	1	-0.317092178	1	1
CSTA	-0.441927628	1	1	-0.126916084	1	1	0.335456773	1	1	0.962225024	1	1	1.22502545	1	1	1.052234816	1	1
BBS7	3.025033969	0.014916312	0.314477351	0.60154279	1	1	-2.627447769	0.051616829	0.71682256	1.077277026	1	1	-1.263229894	1	1	0.673159416	1	1
KIAA1109	-1.028436208	1	1	1.63845255	0.607963948	1	2.551506835	0.064354932	0.793067073	2.063420665	0.234436069	1	2.762723494	0.034392782	0.983699202	0.899078542	1	1
RBBP5	-1.75854778	0.471926096	1	-1.133224653	1	1	0.608281199	1	1	0.13755121	1	1	1.240595698	1	1	0.854265411	1	1
IFT57	-0.179878466	1	1	-0.393275227	1	1	-0.179985118	1	1	-1.690679047	0.545388709	1	-1.493252633	0.812226417	1	-1.446141964	0.888824326	1
SHC2	2.099833691	0.214460841	1	1.456056748	0.872261597	1	-0.875941874	1	1	0.801519467	1	1	-0.839121463	1	1	-0.219642412	1	1
PHRF1	-3.495000519	0.002844365	0.136308283	1.454344885	0.875104273	1	4.834831841	8.00E-06	0.008560799	-0.410443153	1	1	2.334565183	0.117396883	1	-1.498648893	0.80378845	1
AGA	1.842576949	0.392344812	1	-0.275716191	1	1	-2.193367192	0.169685605	1	-0.703458151	1	1	-2.069746206	0.230856704	1	-0.52477887	1	1
NEIL3	1.379601257	1	1	-0.061532027	1	1	-1.495621534	0.80851385	1	-0.289448342	1	1	-1.350559602	1	1	-0.251818284	1	1
RAB17	-0.920366586	1	1	1.701963337	0.532573448	1	2.517462723	0.070922086	0.823006522	-0.912359447	1	1	-0.137795649	1	1	-2.216730801	0.159848956	1
MLPH	-1.537026011	0.74572164	1	1.085676871	1	1	2.585688708	0.058310794	0.755902662	-2.224238002	0.156794613	1	-0.840384856	1	1	-3.139078211	0.010168812	0.711535961
CP	2.336350283	0.116837957	0.88402528	1.144227124	1	1	-1.362911906	1	1	0.816179644	1	1	-0.951889496	1	1	0.028644555	1	1
CNTNAP1	-1.520203093	0.770759641	1	-1.218425739	1	1	0.440326183	1	1	-0.495089112	1	1	0.588452754	1	1	0.306916038	1	1
CASC3	0.758160626	1	1	-0.326811855	1	1	-1.08963344	1	1	1.69072344	0.545337812	1	1.116144978	1	1	1.937802128	0.315884208	1
KRT24	1.40800771	0.954772723	1	-1.185876687	1	1	-2.551543947	0.064348079	0.793067073	-0.098533548	1	1	-1.16494181	1	1	0.747951982	1	1
STAT3	-1.65659574	0.585607405	1	-0.755999578	1	1	1.001692872	1	1	-1.564249271	0.706554242	1	-0.414504349	1	1	-1.109050592	1	1
KCNH4	0.266605691	1	1	0.372040018	1	1	0.073115543	1	1	-0.202896932	1	1	-0.399064142	1	1	-0.477878023	1	1
NNT	-0.064613953	1	1	0.084813362	1	1	0.149412725	1	1	-0.522163162	1	1	-0.459914103	1	1	-0.603405039	1	1
MTRR	-0.876181175	1	1	0.458330946	1	1	1.339442327	1	1	-0.886882863	1	1	-0.150912645	1	1	-1.258715962	1	1
FASTKD3	0.023472711	1	1	0.058495674	1	1	0.027466462	1	1	-1.925733814	0.324825717	1	-1.834155567	0.39978543	1	-2.028481686	0.255066663	1
NSUN2	-0.725327607	1	1	2.033177582	0.25220751	1	2.586250846	0.058215774	0.755667817	0.097727945	1	1	0.64975605	1	1	-1.372861152	1	1
UFSP2	-0.292080886	1	1	-1.444601132	0.891419729	1	-1.046468518	1	1	-2.209047537	0.163028008	1	-1.909301028	0.337339619	1	-1.214783413	1	1
KLKB1	0.813070715	1	1	0.313911266	1	1	-0.569105128	1	1	0.495145964	1	1	-0.140513727	1	1	0.28933984	1	1
CAD	0.835857592	1	1	2.61380194	0.053724556	0.904647615	1.611649984	0.642228763	1	3.019255951	0.015203781	0.495804918	2.358234649	0.110172493	1	1.318143155	1	1
DNMT3A	0.585160422	1	1	-0.314698569	1	1	-0.91380944	1	1	0.737006743	1	1	0.36010929	1	1	0.935741981	1	1
KIF3C	-0.478555796	1	1	-0.76071523	1	1	-0.201888235	1	1	-1.062852962	1	1	-0.657358508	1	1	-0.544349189	1	1
GPN1	0.32124788	1	1	-0.836742681	1	1	-1.116152171	1	1	-0.508102537	1	1	-0.721904046	1	1	0.050271993	1	1
GTF3C2	-0.522838551	1	1	1.369578046	1	1	1.857430944	0.379499204	1	0.385626529	1	1	0.747234892	1	1	-0.539573923	1	1
TMEM40	0.072787802	1	1	2.102689906	0.21295731	1	1.904686164	0.340925271	1	1.268018693	1	1	1.173912591	1	1	-0.233306958	1	1
CLDN16	4.136974458	0.000211149	0.036490883	3.541933826	0.002383231	0.294548797	-0.884250179	1	1	1.994609179	0.27651313	1	-0.722210653	1	1	-0.164186317	1	1
PLAAT1	-0.276507103	1	1	0.669124897	1	1	0.907004767	1	1	1.058128489	1	1	1.225511421	1	1	0.611932412	1	1
ITGA9	1.794843013	0.436072293	1	-0.437884539	1	1	-2.287124316	0.133131408	1	0.600597999	1	1	-0.743969192	1	1	0.924135347	1	1
ADD1	-0.491198719	1	1	1.413556311	0.944953301	1	1.8015586	0.429689278	1	0.261890444	1	1	0.624807965	1	1	-0.764003522	1	1
TMEM175	-0.893029895	1	1	2.678778187	0.044334795	0.834426304	3.472196578	0.003097309	0.188654283	0.83827963	1	1	1.500611893	0.80073584	1	-1.117310974	1	1
PLPP1	-0.912434637	1	1	-3.029433751	0.014700758	0.554356801	-2.092778758	0.218213454	1	-0.658589189	1	1	0.008955404	1	1	1.482314566	0.829539686	1
SLC2A9	2.05339606	0.240205087	1	3.310281978	0.005592122	0.394120273	1.036557109	1	1	1.37632808	1	1	-0.362662004	1	1	-1.24454365	1	1
PRDM5	0.583809469	1	1	0.773330223	1	1	0.132600046	1	1	1.951935702	0.305675033	1	1.480198937	0.832920984	1	1.440330129	0.898644128	1
MIER2	0.11639748	1	1	2.388132866	0.10160531	1	2.109314268	0.209504784	1	2.111301547	0.208478407	1	1.946559777	0.309525209	1	0.403400874	1	1
