	Herbivore...Insectivore.Rho	Herbivore...Insectivore.P	Herbivore...Insectivore.p.adj	Herbivore...Omnivore.Rho	Herbivore...Omnivore.P	Herbivore...Omnivore.p.adj	Insectivore...Omnivore.Rho	Insectivore...Omnivore.P	Insectivore...Omnivore.p.adj	Herbivore...Vertivore.Rho	Herbivore...Vertivore.P	Herbivore...Vertivore.p.adj	Insectivore...Vertivore.Rho	Insectivore...Vertivore.P	Insectivore...Vertivore.p.adj	Omnivore...Vertivore.Rho	Omnivore...Vertivore.P	Omnivore...Vertivore.p.adj
NAPRT	-0.565184529	1	1	-1.420686591	0.932447354	1	-0.70400651	1	1	-1.534803603	0.748992466	1	-1.021160753	1	1	-0.537207599	1	1
CFAP97D1	1.744507069	0.486424259	1	1.481172235	0.831364097	1	-0.428683929	1	1	0.840805169	1	1	-0.3917829	1	1	-0.121864666	1	1
CLEC18A	2.542196191	0.066094993	0.661223698	1.145234189	1	1	-1.538059771	0.744204006	1	0.058270975	1	1	-1.688933434	0.547393123	1	-0.686756395	1	1
B3GNT9	0.907254478	1	1	0.206659908	1	1	-0.755086586	1	1	-0.143222307	1	1	-0.811301006	1	1	-0.295290965	1	1
LPIN1	-1.159029147	1	1	1.598995637	0.658929433	1	2.717877397	0.039421307	0.620942856	-1.974583945	0.289892295	1	-1.012895903	1	1	-3.224822554	0.007563046	0.639185454
PTH1R	-0.592287939	1	1	1.501421831	0.799478945	1	2.02669446	0.256162016	1	0.500506121	1	1	0.906979432	1	1	-0.498292383	1	1
TMEM120B	0.107959172	1	1	-0.508419394	1	1	-0.607612444	1	1	0.798037843	1	1	0.715750275	1	1	1.146569403	1	1
EOMES	1.091483432	1	1	1.85726108	0.379644113	1	0.568237601	1	1	1.550353559	0.726340072	1	0.732750065	1	1	0.364512356	1	1
MST1	1.083401304	1	1	2.186273502	0.17277361	1	0.933977581	1	1	2.00827679	0.267683321	1	1.19365354	1	1	0.585360161	1	1
PLEKHA8	0.183097717	1	1	-0.097737536	1	1	-0.285356711	1	1	-0.236864593	1	1	-0.36477482	1	1	-0.175183137	1	1
IMPA1	0.357162165	1	1	0.756221822	1	1	0.322636797	1	1	1.180293502	1	1	0.879395772	1	1	0.69349716	1	1
TRIM10	0.874321268	1	1	0.078886514	1	1	-0.849645641	1	1	-1.149476213	1	1	-1.793047113	0.437792346	1	-1.245663995	1	1
ACOD1	3.319507513	0.005410583	0.190824003	1.888949249	0.353391777	1	-1.728279706	0.503628538	1	1.401904503	0.965662593	1	-1.24685841	1	1	0.04523799	1	1
QPRT	-0.248471678	1	1	-1.005617481	1	1	-0.676655702	1	1	-1.852009414	0.384146826	1	-1.577613866	0.687926069	1	-1.133552231	1	1
RAPGEF3	0.634237925	1	1	0.565943841	1	1	-0.134738916	1	1	-0.181259291	1	1	-0.637084774	1	1	-0.575190757	1	1
NBEAL1	2.552955232	0.064087935	0.655498602	1.298835649	1	1	-1.419303942	0.934862541	1	2.155854606	0.18657012	1	0.191967669	1	1	1.273614022	1	1
CHID1	-1.963292368	0.297673271	1	1.467323954	0.853727702	1	3.488005743	0.002919826	0.183100403	-0.06550556	1	1	1.487419148	0.821424857	1	-1.190979224	1	1
KDM1B	0.231479156	1	1	0.946036603	1	1	0.685704708	1	1	0.395121593	1	1	0.225998795	1	1	-0.242191594	1	1
ILF3	1.640865488	0.604952043	1	3.315525537	0.005488259	0.394120273	1.437582286	0.903315659	1	2.707379056	0.040690066	0.814122717	1.393789753	0.98028662	1	0.3606183	1	1
ITIH3	0.563099071	1	1	1.949529788	0.307393134	1	1.239070947	1	1	3.135260714	0.010302086	0.421584091	2.595622654	0.056651818	1	1.781525533	0.448959825	1
ARL13A	-0.224079581	1	1	2.191817505	0.17035612	1	2.129346464	0.199353637	1	1.540608312	0.740472863	1	1.595219282	0.66397925	1	-0.090121477	1	1
NBEAL2	0.351090841	1	1	-2.215954204	0.160167832	1	-2.412757128	0.094994194	0.960626571	-0.503930205	1	1	-0.75716492	1	1	1.131470444	1	1
WEE1	3.009027788	0.015725109	0.324543813	2.909853176	0.021695915	0.641394806	-0.307952371	1	1	2.889217126	0.023172138	0.609733231	0.777387837	1	1	1.009721259	1	1
TRIM32	1.021267238	1	1	2.908665241	0.021778518	0.641394806	1.813396597	0.418624045	1	1.894065446	0.349297941	1	1.167643446	1	1	-0.074343955	1	1
CDH17	1.260264088	1	1	1.414510686	0.943272072	1	-0.007265747	1	1	-0.581662153	1	1	-1.524227939	0.764710687	1	-1.625333767	0.624548761	1
LSM5	0.994783597	1	1	2.097143069	0.215885475	1	0.856513505	1	1	-0.800640769	1	1	-1.600048076	0.657527511	1	-2.503272583	0.073830439	1
BTBD19	0.83382624	1	1	0.489397475	1	1	-0.39925873	1	1	0.308528961	1	1	-0.276174179	1	1	-0.010872938	1	1
COMMD5	0.625334802	1	1	1.47179066	0.8464645	1	0.82646433	1	1	1.478056582	0.836355804	1	1.048689385	1	1	0.514462948	1	1
LANCL1	-0.144907768	1	1	0.673925451	1	1	0.768145457	1	1	-0.518839517	1	1	-0.391228401	1	1	-0.995989534	1	1
MINDY2	2.133667758	0.197219923	1	0.849584477	1	1	-1.364456282	1	1	1.187481672	1	1	-0.355493765	1	1	0.622315314	1	1
RAB11FIP3	0.341590439	1	1	2.039067915	0.248659499	1	1.50595456	0.792473034	1	0.961345234	1	1	0.645164031	1	1	-0.5417246	1	1
TCEA3	0.283683575	1	1	0.50451581	1	1	0.177636939	1	1	0.86726857	1	1	0.641636539	1	1	0.551561052	1	1
CDK15	0.619787835	1	1	0.117455575	1	1	-0.538275313	1	1	-0.945364885	1	1	-1.388128786	0.990586994	1	-1.057750551	1	1
FETUB	0.3022173	1	1	-1.180719628	1	1	-1.434469002	0.908630813	1	-1.491951387	0.81427134	1	-1.687913841	0.548566616	1	-0.629170994	1	1
REPS1	1.400940411	0.967391359	1	0.915548297	1	1	-0.591238061	1	1	1.78078846	0.449682092	1	0.823129265	1	1	1.24157075	1	1
ADCYAP1	0.873512752	1	1	1.077760029	1	1	0.140059747	1	1	1.54203009	0.73839769	1	0.892330627	1	1	0.82239103	1	1
EFCAB3	1.693953118	0.541645152	1	0.587842801	1	1	-1.230508554	1	1	-0.320796841	1	1	-1.655191808	0.587313578	1	-0.779689736	1	1
ELAPOR2	-0.526042971	1	1	1.486764833	0.822461596	1	1.966667009	0.295329676	1	1.431985501	0.912887825	1	1.777051725	0.453358379	1	0.451167687	1	1
ATCAY	0.608615674	1	1	0.48119657	1	1	-0.170883765	1	1	0.227945141	1	1	-0.210774997	1	1	-0.098320705	1	1
STRC	1.360137473	1	1	1.267496716	1	1	-0.221486331	1	1	0.781635239	1	1	-0.280841726	1	1	-0.123982153	1	1
SMIM34A	2.138159814	0.195022648	1	2.035349832	0.250894113	1	-0.295607179	1	1	2.372913059	0.105890505	1	0.832261567	1	1	1.074719494	1	1
USP40	0.55337215	1	1	0.794095407	1	1	0.151592436	1	1	-1.244266678	1	1	-1.613094052	0.640344455	1	-1.863581392	0.374283077	1
SEMA5B	0.306670158	1	1	0.154052319	1	1	-0.167799486	1	1	-0.734836854	1	1	-0.939297184	1	1	-0.853555927	1	1
POLDIP3	-0.520289874	1	1	0.238166251	1	1	0.760005915	1	1	-1.732840696	0.498743924	1	-1.304067697	1	1	-1.926941062	0.323921853	1
LRRN3	-0.830881973	1	1	-0.676296699	1	1	0.22947218	1	1	-0.711996824	1	1	-0.085579177	1	1	-0.25997756	1	1
TK2	0.795792847	1	1	0.62194034	1	1	-0.222160066	1	1	0.240516929	1	1	-0.378558434	1	1	-0.221282625	1	1
ZNF219	-0.031329411	1	1	1.16174329	1	1	1.149750817	1	1	0.353600374	1	1	0.370045238	1	1	-0.444359112	1	1
TEX22	-0.513400649	1	1	-1.517486592	0.774863257	1	-0.854719216	1	1	-1.723825532	0.508436063	1	-1.211240835	1	1	-0.573176304	1	1
EIF2B4	1.386147738	0.994210776	1	0.760196938	1	1	-0.747065131	1	1	-0.137827673	1	1	-1.183218814	1	1	-0.692610366	1	1
CCN1	1.886956369	0.354997166	1	0.744742747	1	1	-1.272669467	1	1	1.071679075	1	1	-0.180203567	1	1	0.629956195	1	1
B3GALT4	0.76780325	1	1	1.883161564	0.358070856	1	1.003298714	1	1	0.670372587	1	1	0.055345255	1	1	-0.735788921	1	1
ZNF692	0.372408918	1	1	3.254611606	0.006812852	0.411139971	2.673209425	0.045077599	0.665705146	0.477784877	1	1	0.167673151	1	1	-1.968976873	0.293734481	1
NOL7	3.482553818	0.002979932	0.13979978	0.694748635	1	1	-2.984095185	0.017065097	0.428932091	0.327165529	1	1	-2.376750458	0.104795397	1	-0.180269664	1	1
INTS12	0.974935233	1	1	1.583658803	0.679628307	1	0.45862115	1	1	0.379544072	1	1	-0.333335168	1	1	-0.683543489	1	1
MTFR2	1.930568487	0.321218629	1	0.738217592	1	1	-1.30665852	1	1	-1.148588271	1	1	-2.507004496	0.073055498	1	-1.675765499	0.562704806	1
ASB15	-0.09008941	1	1	-0.056732469	1	1	0.041721513	1	1	0.149916281	1	1	0.215740072	1	1	0.197499757	1	1
TMEM159	0.818430007	1	1	1.895651355	0.34803697	1	0.893112048	1	1	0.970201147	1	1	0.348884009	1	1	-0.28337984	1	1
PENK	0.797569889	1	1	2.974944278	0.017582506	0.59528007	2.18081747	0.175181519	1	-0.94933189	1	1	-1.575668701	0.690613045	1	-3.238866008	0.007200356	0.625587148
NEURL3	-1.296940136	1	1	0.695301892	1	1	2.009294179	0.267035669	1	-0.531567045	1	1	0.570477698	1	1	-1.112684235	1	1
OSGIN2	-1.35185847	1	1	1.194332856	1	1	2.54810213	0.064986454	0.797498996	1.539861075	0.741565325	1	2.488605339	0.076947143	1	0.740795123	1	1
SRSF12	1.406834659	0.956858536	1	0.850072924	1	1	-0.722495985	1	1	2.940342503	0.019670978	0.56237682	1.762273193	0.468138905	1	2.46189987	0.082921946	1
DSE	0.231326769	1	1	-0.541519847	1	1	-0.746733915	1	1	-1.796306188	0.434675006	1	-1.90545478	0.340325881	1	-1.472904796	0.844660252	1
MAPK9	-0.963106196	1	1	-0.242498067	1	1	0.764947598	1	1	0.478525362	1	1	1.200345139	1	1	0.669108578	1	1
GLI2	0.662137891	1	1	2.964456089	0.018193111	0.599995599	2.120055941	0.204007968	1	-0.816142733	1	1	-1.285393327	1	1	-2.934836862	0.020023386	0.979135827
DYTN	3.672717773	0.001439907	0.101358677	0.947619766	1	1	-2.936129935	0.019940105	0.460685188	1.469323293	0.850470731	1	-1.594369423	0.665119901	1	0.769186786	1	1
TMPRSS7	1.176340378	1	1	2.057398502	0.237887455	1	0.697609256	1	1	1.21046486	1	1	0.258698791	1	1	-0.275463501	1	1
NCOA2	0.690218301	1	1	2.082685153	0.22367959	1	1.254210378	1	1	0.912730823	1	1	0.359150665	1	1	-0.580428952	1	1
TGM7	1.698640822	0.53632128	1	2.44270871	0.087464987	1	0.459367958	1	1	2.404667633	0.097123082	1	1.107737727	1	1	0.848120482	1	1
MYBPC1	-0.937058831	1	1	1.022906777	1	1	1.966723146	0.295290822	1	0.088744282	1	1	0.795255086	1	1	-0.653408285	1	1
SLC35A2	0.753350685	1	1	1.396519788	0.975348155	1	0.591675987	1	1	0.180093868	1	1	-0.375431027	1	1	-0.813502066	1	1
ZC3H18	-0.718838573	1	1	1.432000399	0.912862243	1	2.089120889	0.220181055	1	-2.324285729	0.120661111	1	-1.69234464	0.543481686	1	-3.43445407	0.003562492	0.470978793
SLFN12	1.007290744	1	1	-0.724907695	1	1	-1.545049678	0.734005485	1	0.991737575	1	1	0.016206496	1	1	1.509794899	0.786574602	1
BZW1	-0.484709918	1	1	-0.330611851	1	1	0.131505885	1	1	-0.662673802	1	1	-0.320155769	1	1	-0.40832109	1	1
WT1	1.701485953	0.53311064	1	2.885439361	0.023452065	0.654025322	1.03771412	1	1	1.594281626	0.665237827	1	0.495892276	1	1	-0.155163079	1	1
CCM2L	1.02549939	1	1	1.707405696	0.526480035	1	0.550077695	1	1	0.893900492	1	1	0.131393211	1	1	-0.259338963	1	1
RAPH1	0.262681672	1	1	1.481353873	0.831073798	1	1.202863825	1	1	-0.058930076	1	1	-0.258571631	1	1	-1.146851744	1	1
PIGG	-3.270094336	0.006450697	0.207432275	0.811846831	1	1	4.08940207	0.000259492	0.05327956	0.540795379	1	1	2.969215872	0.017913646	0.746303724	-0.023180111	1	1
SLC4A8	1.43318622	0.91082776	1	1.666716565	0.573424665	1	0.106412205	1	1	1.408824014	0.953323275	1	0.416928739	1	1	0.361536218	1	1
CLDN25	-1.111100366	1	1	0.719315696	1	1	1.7394649	0.491718127	1	1.745243666	0.48565478	1	2.443863721	0.087185486	1	1.264058876	1	1
FASTKD1	2.24969168	0.146811144	0.989149794	0.530307862	1	1	-1.855479505	0.3811667	1	0.74267965	1	1	-1.054992947	1	1	0.371978084	1	1
TRIM26	-2.771946592	0.033433307	0.467845857	-0.896634948	1	1	1.917830661	0.330794919	1	-2.544351188	0.06568857	0.998645416	-0.424674174	1	1	-1.894677447	0.348810885	1
URGCP	-2.3240074	0.120750584	0.901311807	0.246282246	1	1	2.703347592	0.041186952	0.639384308	-2.257753185	0.143766308	1	-0.412262612	1	1	-2.526220219	0.06917831	1
UNC5C	-0.756545675	1	1	0.529331469	1	1	1.366320452	1	1	-1.700992919	0.533665902	1	-1.142934315	1	1	-2.173502413	0.178455147	1
TMEM67	3.135434351	0.01029599	0.258597899	2.513421845	0.071739761	1	-0.949312424	1	1	2.656904449	0.047317075	0.86998687	0.164961115	1	1	0.912937066	1	1
RAB34	1.3566015	1	1	0.976339671	1	1	-0.46436239	1	1	1.52322185	0.766219268	1	0.53704164	1	1	0.882194352	1	1
MARCHF8	1.536350103	0.746715224	1	3.289754518	0.006016489	0.396838911	1.496481447	0.807169435	1	-0.29505986	1	1	-1.402613993	0.964391861	1	-2.573081933	0.060478405	1
CEP170B	-1.76772617	0.462640157	1	0.162757256	1	1	2.00387227	0.270502468	1	-2.930383346	0.020312645	0.572961346	-1.428893953	0.918208294	1	-3.147141928	0.009892495	0.701396685
TENT2	1.207405681	1	1	1.222318017	1	1	-0.08879403	1	1	2.11025615	0.20901779	1	1.413516734	0.945023068	1	1.497058131	0.806268797	1
HEPACAM2	2.221577047	0.157871415	1	0.793206935	1	1	-1.575549564	0.690777884	1	0.111987441	1	1	-1.518959604	0.772635987	1	-0.433749026	1	1
TCF3	1.477978905	0.836480548	1	1.888726115	0.353571225	1	0.221569416	1	1	0.247668703	1	1	-0.935533239	1	1	-1.180335938	1	1
SLC12A5	-1.284016882	1	1	1.201151735	1	1	2.515500475	0.07131811	0.826096036	0.751005296	1	1	1.679051116	0.558852492	1	-0.064115503	1	1
ATXN7L3	-0.841918308	1	1	-0.466600109	1	1	0.46639968	1	1	-0.926212607	1	1	-0.513758556	1	1	-0.736542757	1	1
C2CD4D	-0.233797896	1	1	-0.894632577	1	1	-0.579740523	1	1	-3.290310831	0.006004606	0.336497057	-2.982874089	0.017133327	0.727789606	-2.755958201	0.035112285	1
BTNL2	1.430082048	0.916160832	1	1.636189616	0.610799454	1	0.117342082	1	1	1.916939746	0.331473521	1	0.785540796	1	1	0.720027082	1	1
DGKZ	0.662131981	1	1	-0.156769429	1	1	-0.820178687	1	1	0.182634363	1	1	-0.322701644	1	1	0.298685622	1	1
TNRC6B	-0.063213377	1	1	1.247934018	1	1	1.222827191	1	1	1.284770175	1	1	1.28728639	1	1	0.484975451	1	1
SLC39A5	1.371622687	1	1	-0.445286243	1	1	-1.870339022	0.368620524	1	-1.536289942	0.746803712	1	-2.571768241	0.06070836	1	-1.254116512	1	1
GTSE1	-0.692423895	1	1	0.386010278	1	1	1.065537847	1	1	-0.989763324	1	1	-0.430251709	1	1	-1.283451414	1	1
SLC4A7	0.907925715	1	1	1.577582446	0.687969407	1	0.585367574	1	1	1.195553449	1	1	0.489283019	1	1	0.068574208	1	1
RFC5	0.520615998	1	1	0.972920986	1	1	0.42767114	1	1	-2.074102076	0.228418991	1	-2.441768544	0.087693082	1	-2.783102064	0.032305119	1
CNOT10	-0.182970588	1	1	0.982746759	1	1	1.132127792	1	1	-1.595008081	0.664262573	1	-1.419385682	0.934719626	1	-2.362034331	0.109049754	1
TMEM169	0.709716611	1	1	0.47253484	1	1	-0.280224492	1	1	-0.311969272	1	1	-0.807145986	1	1	-0.638437424	1	1
USP41	-1.219256143	1	1	-0.976459985	1	1	0.305428186	1	1	0.785943592	1	1	1.687126055	0.549474696	1	1.510811533	0.785018853	1
HS3ST6	1.893041118	0.350114409	1	1.611141034	0.642893918	1	-0.608341977	1	1	0.11793045	1	1	-1.388245557	0.990373705	1	-1.040474027	1	1
MALRD1	4.201188487	0.00015931	0.032105125	1.226888664	1	1	-3.104953548	0.011418535	0.347918029	0.491192927	1	1	-2.705234975	0.040953653	1	-0.390161834	1	1
LTA	3.157669099	0.009542158	0.249506862	1.583355066	0.680043351	1	-1.789900306	0.440819638	1	1.925006002	0.325371644	1	-0.084753782	1	1	1.021772606	1	1
GABRR1	-3.857481721	0.000687367	0.0652194	-2.507842987	0.072882378	1	1.638738317	0.607606623	1	-1.653181554	0.589763517	1	0.965146815	1	1	-0.073979407	1	1
NAALADL2	0.691535198	1	1	-1.306251612	1	1	-1.916471009	0.33183102	1	0.615789388	1	1	0.064473155	1	1	1.572327995	0.695247023	1
EPS15L1	1.366499606	1	1	2.31835688	0.122579601	1	0.747356433	1	1	2.502294337	0.074034776	1	1.480909442	0.831784239	1	1.029948922	1	1
COG6	-1.430763122	0.914988693	1	-0.027753952	1	1	1.473589619	0.843552709	1	-1.485112244	0.82508456	1	-0.396959841	1	1	-1.505106322	0.793780464	1
CHTF18	-0.319493478	1	1	1.569003817	0.699882297	1	1.742052293	0.488995766	1	-0.508869566	1	1	-0.235860434	1	1	-1.660814538	0.580504203	1
TARS1	0.842330397	1	1	0.776244635	1	1	-0.160039951	1	1	-0.530020698	1	1	-1.153351701	1	1	-1.106827977	1	1
SACS	-0.713570117	1	1	2.047629652	0.24357781	1	2.688672503	0.043042056	0.65776472	-2.066476365	0.232701131	1	-1.504232874	0.795128496	1	-3.519146826	0.002597622	0.445930535
SLC23A3	1.152047482	1	1	1.423831056	0.9269723	1	0.130044301	1	1	-0.869364603	1	1	-1.695484882	0.539900855	1	-1.892827739	0.350284689	1
RUSC2	0.637863246	1	1	0.867658252	1	1	0.129972993	1	1	1.333616551	1	1	0.78733981	1	1	0.741944183	1	1
PRSS48	1.885300455	0.356335709	1	1.103672051	1	1	-0.893333687	1	1	1.42017506	0.933340335	1	0.033674316	1	1	0.67998408	1	1
CLEC2A	-1.482366465	0.829456872	1	0.007856468	1	1	1.68128067	0.556250464	1	0.054146972	1	1	1.260432793	1	1	0.052252717	1	1
GTF2IRD1	2.194567918	0.169167642	1	1.330962295	1	1	-0.956994165	1	1	2.246426109	0.148060365	1	0.545496539	1	1	1.299925528	1	1
GLRA1	-0.8561313	1	1	0.230872808	1	1	1.121664775	1	1	-0.813657153	1	1	-0.136586195	1	1	-1.012575162	1	1
TMEM232	1.98064128	0.285789097	1	1.726528646	0.505514102	1	-0.423998171	1	1	2.893456251	0.022861642	0.608282977	1.353492473	1	1	1.736983864	0.494340114	1
NDUFS1	-0.148520086	1	1	0.811226342	1	1	0.933758438	1	1	-0.351844331	1	1	-0.230304834	1	1	-0.964981481	1	1
SLC30A8	1.505868144	0.792606154	1	0.137641106	1	1	-1.424899735	0.925117117	1	0.38447517	1	1	-0.786962228	1	1	0.290529123	1	1
TANGO2	0.896239691	1	1	2.171736539	0.179253245	1	0.992109918	1	1	1.744033376	0.486919621	1	1.104119402	1	1	0.524241195	1	1
TRRAP	0.729024985	1	1	1.942946222	0.312135938	1	1.062408109	1	1	0.94299387	1	1	0.37307645	1	1	-0.406331911	1	1
DEPDC1	1.53356154	0.750825337	1	-1.134938458	1	1	-2.669040855	0.045640918	0.669184686	0.483785534	1	1	-0.613728428	1	1	1.263174686	1	1
CATSPER4	2.337745169	0.116402829	0.88230573	-0.934069325	1	1	-3.320520551	0.005390985	0.245097266	0.847517002	1	1	-0.811968535	1	1	1.487289391	0.821630372	1
CAND2	-3.916081811	0.000539998	0.05998286	-0.96082133	1	1	3.203243618	0.008153338	0.299112389	-1.547583348	0.730335859	1	1.626425853	0.623154569	1	-0.856432893	1	1
CAPN5	0.275642057	1	1	-1.153646072	1	1	-1.400597921	0.968006058	1	-0.229855485	1	1	-0.424155539	1	1	0.56567555	1	1
SYTL5	0.349686606	1	1	-1.818085797	0.414306123	1	-2.091677361	0.218804322	1	-1.41920702	0.93503202	1	-1.651881197	0.591352632	1	-0.089126873	1	1
PAPSS2	2.132241501	0.19792199	1	0.739666291	1	1	-1.496411999	0.807277948	1	-0.393014376	1	1	-1.950493993	0.306703612	1	-0.919773075	1	1
GOLGA3	-1.917289856	0.331206707	1	0.923325266	1	1	2.872013917	0.0244719	0.505703937	-0.847654045	1	1	0.710337831	1	1	-1.580567557	0.683861692	1
STK11IP	0.422164584	1	1	0.897011158	1	1	0.392231188	1	1	0.199623218	1	1	-0.135792001	1	1	-0.457830351	1	1
TSGA13	1.109032002	1	1	-0.814347818	1	1	-1.919088246	0.329839	1	0.988794804	1	1	0.148944324	1	1	1.572178415	0.695455079	1
BHMG1	0.232583114	1	1	2.146268239	0.191109504	1	1.708738802	0.524996059	1	0.243174893	1	1	0.040755466	1	1	-1.408524264	0.953855324	1
PDCD6IP	0.865466786	1	1	1.169299123	1	1	0.246027938	1	1	0.369796131	1	1	-0.27320502	1	1	-0.460771347	1	1
GRID2IP	-1.685231806	0.551663141	1	1.245872729	1	1	2.909672498	0.02170846	0.483087743	-0.310401795	1	1	1.000093546	1	1	-1.241943178	1	1
DHX57	1.211074729	1	1	0.216708493	1	1	-1.067029161	1	1	-0.773901566	1	1	-1.678313602	0.559715365	1	-0.955730615	1	1
CAPNS2	0.69152806	1	1	-1.723712862	0.508558151	1	-2.391276892	0.10073931	0.987229732	-0.544801708	1	1	-1.041601057	1	1	0.643531424	1	1
TMX1	-0.130674211	1	1	1.223414846	1	1	1.329168418	1	1	1.707984199	0.525835646	1	1.782315555	0.448186725	1	0.885814508	1	1
TMED4	-1.121685748	1	1	0.753113813	1	1	1.9658109	0.29592275	1	-1.489887195	0.817523395	1	-0.701233213	1	1	-2.068632262	0.231483648	1
FGFR2	0.390117427	1	1	0.671228747	1	1	0.243623907	1	1	-0.319000287	1	1	-0.608484716	1	1	-0.816831954	1	1
CEP44	2.585516907	0.058339862	0.621932205	-0.329755547	1	1	-2.933124084	0.020134185	0.464326402	0.667482811	1	1	-1.230614776	1	1	0.898254716	1	1
MYO16	1.881749035	0.359220591	1	2.325790737	0.120178302	1	0.205283734	1	1	0.197750638	1	1	-1.234484499	1	1	-1.471269992	0.847308692	1
MAPKBP1	1.738007964	0.493256463	1	0.456025425	1	1	-1.386761235	0.993087487	1	2.018973616	0.260939771	1	0.671355998	1	1	1.749613808	0.481109852	1
SAMD3	0.201406454	1	1	-0.747089475	1	1	-0.890893136	1	1	-2.318603091	0.122499404	1	-2.365099512	0.108151361	1	-1.81552408	0.416660453	1
TEX264	0.101692077	1	1	1.915422978	0.332631499	1	1.756311632	0.474211273	1	-0.359312814	1	1	-0.424876746	1	1	-1.628070436	0.621059709	1
DHX30	-0.568852563	1	1	1.792867374	0.437964799	1	2.332671275	0.11799243	1	-0.072383276	1	1	0.306024261	1	1	-1.236379427	1	1
PLS1	0.287769971	1	1	1.227185742	1	1	0.824556986	1	1	-0.247352569	1	1	-0.459918388	1	1	-1.16299218	1	1
SMARCAD1	1.568751828	0.700234661	1	2.531748815	0.068097157	0.980187958	0.809356493	1	1	1.366196245	1	1	0.399757504	1	1	-0.078926974	1	1
BCKDHA	0.924011758	1	1	2.971333236	0.017790591	0.596061248	1.905682942	0.340148122	1	0.69958493	1	1	0.026798803	1	1	-1.335445647	1	1
OSR2	0.586536454	1	1	-0.871963455	1	1	-1.370024298	1	1	0.149146465	1	1	-0.267669422	1	1	0.721230183	1	1
TBL1XR1	-0.21999285	1	1	-0.256777919	1	1	-0.014733159	1	1	-0.221262827	1	1	-0.078512616	1	1	-0.072529495	1	1
SNX27	-0.869484125	1	1	-0.405809188	1	1	0.575839693	1	1	-0.740461663	1	1	-0.096815782	1	1	-0.500725204	1	1
SULF1	1.486855189	0.82231837	1	2.259662815	0.143053115	1	0.57591823	1	1	1.477784367	0.836793024	1	0.328662035	1	1	-0.085047741	1	1
LMNTD1	1.437650423	0.903199598	1	-0.1628422	1	1	-1.631993629	0.61608497	1	2.834631046	0.027527182	0.669158855	1.628321816	0.620739995	1	3.004527828	0.015959605	0.865850725
CDKN2AIPNL	-0.139330185	1	1	-0.520003432	1	1	-0.382101133	1	1	-0.208058313	1	1	-0.118362417	1	1	0.115470054	1	1
JAK3	2.871212708	0.024534017	0.402598153	0.272359572	1	1	-2.765533972	0.034097811	0.581077828	0.938793426	1	1	-1.43975036	0.89962824	1	0.758415278	1	1
NOSTRIN	0.402147455	1	1	0.250598536	1	1	-0.174773227	1	1	-0.492595716	1	1	-0.773884538	1	1	-0.676013655	1	1
CFAP97	2.625864174	0.051857579	0.586437912	0.660524839	1	1	-2.035716751	0.250672836	1	1.466281121	0.855430299	1	-0.552671596	1	1	0.999661198	1	1
CLSTN2	0.975196403	1	1	1.56502689	0.705459626	1	0.486017672	1	1	0.156207245	1	1	-0.61772215	1	1	-1.03249666	1	1
LRRD1	0.738029208	1	1	0.653249621	1	1	-0.144880726	1	1	0.764775271	1	1	0.211726026	1	1	0.327797762	1	1
TRAPPC2	0.699128032	1	1	-0.060976161	1	1	-0.761751737	1	1	-0.804976991	1	1	-1.14659642	1	1	-0.781883851	1	1
TMEM64	-2.460273123	0.083298791	0.739182442	-0.194655634	1	1	2.403538182	0.097423628	0.973471569	0.492431383	1	1	2.219821267	0.158585416	1	0.637188835	1	1
LMOD2	-1.210901808	1	1	0.949156536	1	1	2.139888627	0.194182611	1	-0.441281448	1	1	0.563250301	1	1	-1.208903922	1	1
UBE2L3	1.121143218	1	1	1.88275747	0.358399459	1	0.668319057	1	1	2.270188417	0.139176921	1	1.408540588	0.953826344	1	0.963795046	1	1
EXD1	2.301704937	0.128110906	0.930082253	1.072299908	1	1	-1.41886636	0.935627889	1	0.713723827	1	1	-1.019324434	1	1	-0.019303846	1	1
BCAP31	-2.604565462	0.055194508	0.607583728	0.951805955	1	1	3.62309005	0.001746627	0.143448745	-1.064936238	1	1	0.782274913	1	1	-1.728078983	0.503844389	1
CD28	-0.400178216	1	1	0.013841492	1	1	0.42433901	1	1	1.936664896	0.316717917	1	2.142021767	0.193150383	1	1.94930189	0.307556298	1
MYO7A	-0.427302508	1	1	0.493025471	1	1	0.901172975	1	1	-0.685553335	1	1	-0.335359174	1	1	-1.057773032	1	1
DDX39B	-0.101180582	1	1	0.951097474	1	1	1.052278056	1	1	0.900840059	1	1	0.967078298	1	1	0.278200606	1	1
ARMH1	1.037652465	1	1	-1.610702062	0.643468056	1	-2.578904806	0.059468457	0.76264856	0.673831335	1	1	-0.129400671	1	1	1.837378497	0.396924234	1
TSC22D1	-0.002914444	1	1	0.621294802	1	1	0.589685364	1	1	0.496760495	1	1	0.484684503	1	1	0.061466472	1	1
PRICKLE4	0.623429316	1	1	0.952027639	1	1	0.257294725	1	1	-0.474482387	1	1	-0.948276343	1	1	-1.201560542	1	1
ZNF575	-0.059550115	1	1	-0.064969019	1	1	0.00456823	1	1	-0.559470745	1	1	-0.468039907	1	1	-0.525968915	1	1
SHROOM4	1.801164674	0.430061571	1	-1.578833239	0.686245875	1	-3.319425552	0.005412171	0.245184837	-1.576872273	0.688949506	1	-2.904460495	0.022073198	0.802867522	-0.44672439	1	1
