,HI-Rho,HI-P,HI-p.adj,HV-p.adj,CH-p.adj,IV-p.adj,OV-p.adj,HI-significant,HV-Rho,HV-P,HV-significant,CH-Rho,CH-P,CH-significant,HO-Rho,HO-P,HO-p.adj,HO-significant,IV-Rho,IV-P,IV-significant,OV-Rho,OV-P,OV-significant,HI-Driver,HI-DriverNumeric,HV-Driver,HV-DriverNumeric,CH-Driver,CH-DriverNumeric,IV-Driver,IV-DriverNumeric,Herbivore_Rho,Insectivore_Rho,Herbivore_P,Insectivore_P,Herbivore_p.adj,Insectivore_p.adj,Vertivore_Rho,Vertivore_P,Vertivore_p.adj,Carnivore_Rho,Herbivore_Rho.2,Carnivore_P,Herbivore_P.2,Carnivore_p.adj,Herbivore_p.adj.2,HI-HV-Overlap,HI-CH-Overlap,HI-HO-Overlap,HI-IV-Overlap,HI-OV-Overlap,HV-CH-Overlap,HV-HO-Overlap,HV-IV-Overlap,HV-OV-Overlap,CH-HO-Overlap,CH-IV-Overlap,CH-OV-Overlap,HO-IV-Overlap,HO-OV-Overlap,IV-OV-Overlap,HI-HV-CH-Overlap,HI-HV-HO-Overlap,HI-HV-IV-Overlap,HI-HV-OV-Overlap,HI-CH-HO-Overlap,HI-CH-IV-Overlap,HI-CH-OV-Overlap,HI-HO-IV-Overlap,HI-HO-OV-Overlap,HI-IV-OV-Overlap,HV-CH-HO-Overlap,HV-CH-IV-Overlap,HV-CH-OV-Overlap,HV-HO-IV-Overlap,HV-HO-OV-Overlap,HV-IV-OV-Overlap,CH-HO-IV-Overlap,CH-HO-OV-Overlap,CH-IV-OV-Overlap,HO-IV-OV-Overlap,HI-HV-CH-HO-Overlap,HI-HV-CH-IV-Overlap,HI-HV-CH-OV-Overlap,HI-HV-HO-IV-Overlap,HI-HV-HO-OV-Overlap,HI-HV-IV-OV-Overlap,HI-CH-HO-IV-Overlap,HI-CH-HO-OV-Overlap,HI-CH-IV-OV-Overlap,HI-HO-IV-OV-Overlap,HV-CH-HO-IV-Overlap,HV-CH-HO-OV-Overlap,HV-CH-IV-OV-Overlap,HV-HO-IV-OV-Overlap,CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-Overlap,HI-HV-CH-HO-OV-Overlap,HI-HV-CH-IV-OV-Overlap,HI-HV-HO-IV-OV-Overlap,HI-CH-HO-IV-OV-Overlap,HV-CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-OV-Overlap,HI-HV-Delta,HI-CH-Delta,HI-HO-Delta,HI-IV-Delta,HI-OV-Delta,HV-CH-Delta,HV-HO-Delta,HV-IV-Delta,HV-OV-Delta,CH-HO-Delta,CH-IV-Delta,CH-OV-Delta,HO-IV-Delta,HO-OV-Delta,IV-OV-Delta
SLC9A7,-0.565445066,1,1,1,1,1,1,FALSE,1.024052023,1,FALSE,-1.181323474,0.712422737,FALSE,0.616472345,1,1,FALSE,1.398354562,0.972039725,FALSE,0.565985427,1,FALSE,Herbivore,1,Vertivore,2,Both,3,Both,3,-0.759717229,-0.444607962,0.447423628,0.656603093,0.71090264,0.865514031,1.3635658,0.172704262,0.460058081,-0.583010274,-0.759717229,0.559886384,0.447423628,0.747426452,0.71090264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.12394417,0.435491799,0.835741816,1.388616033,0.800042174,1.559435969,0.288202354,0.264671863,0.323901996,1.271233615,1.824107832,1.235533973,0.552874217,0.035699642,0.588573859
ENPP7,0.254289705,1,1,1,1,1,1,FALSE,0.990418899,1,FALSE,-0.147680271,1,FALSE,0.999221101,1,1,FALSE,0.727297135,1,FALSE,0.184665866,1,FALSE,Herbivore,1,Unclear,0,Herbivore,2,Vertivore,2,-0.929275515,-0.439088344,0.352746321,0.660597524,0.634591023,0.867459098,1.380432377,0.167453557,0.453651041,0.290885799,-0.929275515,0.771138662,0.352746321,0.881980403,0.634591023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.520521945,0.284235696,0.526746041,0.334466761,0.049231489,0.804757641,0.006224096,0.186055184,0.569753434,0.810981737,0.618702457,0.235004207,0.19227928,0.57597753,0.38369825
OR6C76,-0.870995949,1,1,1,NA,1,1,FALSE,-0.776501394,1,FALSE,NA,NA,NA,-1.767132106,0.46323664,1,FALSE,-0.006243905,1,FALSE,0.396140157,1,FALSE,Herbivore,1,Herbivore,1,MissingData,5,Unclear,0,1.717223406,-0.555400477,0.08593836,0.578620766,0.302366156,0.825800422,-0.800020103,0.42369915,0.695603474,NA,1.717223406,NA,0.08593836,NA,0.302366156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.066817741,NA,0.633663954,0.611472034,0.896000533,NA,0.700481694,0.544654293,0.829182793,NA,NA,NA,1.245135988,1.529664487,0.284528499
COL7A1,-1.433169056,0.910857182,1,1,1,1,1,FALSE,1.228078117,1,FALSE,0.809703328,1,FALSE,-0.26584884,1,1,FALSE,2.254475623,0.144997575,FALSE,1.418139155,0.93690085,FALSE,Insectivore,2,Vertivore,2,DoubleBoth,4,Unclear,0,0.308465438,-2.46200267,0.757728195,0.013816364,0.897597583,0.135903151,1.798963321,0.072024483,0.305460979,-0.253649716,0.308465438,0.799766185,0.757728195,0.896929217,0.897597583,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.881785923,1.585950272,0.82542004,2.60755856,2.016179372,0.295835651,1.056365882,0.725772637,0.134393449,0.760530232,1.021608287,0.430229099,1.782138519,1.190759331,0.591379188
POU3F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MissingData,5,MissingData,5,MissingData,5,MissingData,5,0.574057013,0.125491161,0.565929221,0.900134722,0.792976033,0.968196502,NA,NA,NA,NA,0.574057013,NA,0.565929221,NA,0.792976033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTRHD1,-1.269245331,1,1,1,1,1,1,FALSE,0.770243752,1,FALSE,0.76461375,1,FALSE,-0.291170859,1,1,FALSE,1.69483734,0.540637691,FALSE,0.977246675,1,FALSE,Both,3,Vertivore,2,Both,3,Both,3,0.489144638,-1.21540792,0.624739301,0.224210549,0.827026474,0.54872849,1.272056668,0.203352986,0.492698486,-0.677175472,0.489144638,0.498294628,0.624739301,0.701888946,0.827026474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.442136561,1.438155548,0.691603092,2.095922957,1.588509731,0.003981013,0.750533469,0.653786396,0.14637317,0.746552456,0.657767408,0.150354183,1.404319865,0.896906639,0.507413226
RNF135,2.01715892,0.262073589,1,1,1,1,1,FALSE,-0.24776548,1,FALSE,-0.935711932,1,FALSE,1.317886628,1,1,FALSE,-1.763458914,0.466938726,FALSE,-1.149603986,1,FALSE,Insectivore,2,Herbivore,1,Herbivore,2,Insectivore,1,-1.495618144,3.181743848,0.134753192,0.001463912,0.387546929,0.042064429,-0.975337463,0.329392893,0.61672868,0.361395241,-1.495618144,0.717804005,0.134753192,0.850743716,0.387546929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.601543402,2.087995004,0.494460179,2.673300507,2.239239525,0.486451602,1.107083222,1.071757106,0.637696124,1.593534824,0.585305504,0.151244522,2.178840328,1.744779346,0.434060982
CATSPERZ,-0.442667415,1,1,1,1,1,1,FALSE,1.085672501,1,FALSE,-0.8998206,1,FALSE,-1.461024578,0.86405218,1,FALSE,1.382756329,1,FALSE,2.27228412,0.138416132,FALSE,Unclear,0,Vertivore,2,Carnivore,1,Both,3,0.695191055,-0.552900344,0.486935577,0.580331652,0.739921137,0.826372287,1.206168866,0.227752386,0.518458483,1.485497286,0.695191055,0.137412142,0.486935577,0.33103589,0.739921137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.080699519,0.323256117,0.720087255,1.290769508,1.919760641,1.403955635,1.800786774,0.21006999,0.839061122,0.396831138,1.614025625,2.243016758,2.010856763,2.639847896,0.628991133
KCNH8,1.560115189,0.712395976,1,1,1,1,1,FALSE,0.017948904,1,FALSE,0.438586776,1,FALSE,1.13126256,1,1,FALSE,-1.207436321,1,FALSE,-0.840673372,1,FALSE,Both,3,Unclear,0,Herbivore,2,Both,3,-1.470103282,0.471232656,0.141533784,0.637474601,0.397595595,0.857598506,-1.012752124,0.311178574,0.599265738,0.305749548,-1.470103282,0.759795345,0.141533784,0.875310049,0.397595595,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.090476238,0.793040346,0.303244602,1.95695444,1.697613872,0.297435892,0.787231636,0.866478203,0.607137634,0.489795744,1.163914094,0.904573526,1.653709838,1.39436927,0.259340569
COA3,0.306659793,1,1,1,0.584031086,1,1,FALSE,0.841588289,1,FALSE,-1.913463296,0.167066304,FALSE,-1.595225968,0.663970282,1,FALSE,0.557183697,1,FALSE,1.995149277,0.276159607,FALSE,Insectivore,2,Vertivore,2,Both,3,Insectivore,1,0.54629455,1.927354946,0.584863482,0.05393541,0.803845137,0.272641254,1.147226823,0.251287889,0.544506289,1.679079784,0.54629455,0.093136496,0.584863482,0.260888744,0.803845137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.378251567,1.569864092,1.344836319,0.177147151,1.193942364,1.948115659,1.723087886,0.201104416,0.815690797,0.225027773,1.747011243,2.763806456,1.52198347,2.538778683,1.016795213
C1QTNF8,0.941397283,1,1,1,1,0.570422262,1,FALSE,-2.052292767,0.240847311,FALSE,1.128795024,0.776952937,FALSE,-1.116084076,1,1,FALSE,-2.711831085,0.040147609,FALSE,-1.117420877,1,FALSE,Insectivore,2,Vertivore,2,Both,3,Both,3,0.702552394,1.956153554,0.482334739,0.050447068,0.736450997,0.265549472,-2.606946186,0.009135372,0.112729292,-0.745580398,0.702552394,0.455920928,0.482334739,0.669173547,0.736450997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.116858536,0.132510213,1.454859022,2.583222552,1.455804282,2.249368749,0.661999514,0.466364017,0.661054253,1.587369235,2.715732766,1.588314495,1.128363531,0.00094526,1.12741827
IZUMO1R,1.311535683,1,1,1,1,1,1,FALSE,-0.644097283,1,FALSE,-1.28723224,0.594040059,FALSE,-1.488323117,0.819994208,1,FALSE,-1.622646448,0.627990031,FALSE,0.466415912,1,FALSE,Insectivore,2,Unclear,0,Both,3,Insectivore,1,0.719585557,2.856166318,0.471780207,0.004287905,0.728852875,0.074254962,-0.556358863,0.577965555,0.802354581,1.252136595,0.719585557,0.210520095,0.471780207,0.425875503,0.728852875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.382841332,1.837606421,1.979799144,2.074780082,0.597589921,0.45476509,0.596957812,0.691938751,0.785251411,0.142192723,0.237173661,1.2400165,0.094980939,1.382209223,1.477190161
TTC7B,-0.897401241,1,1,1,1,1,1,FALSE,0.769644984,1,FALSE,0.148677654,1,FALSE,1.507731786,0.789739121,1,FALSE,1.402766632,0.964118642,FALSE,-0.316804457,1,FALSE,Insectivore,2,Herbivore,1,Unclear,0,Insectivore,1,-0.805653841,-1.533143362,0.420442471,0.125240536,0.691451128,0.412271292,0.401045091,0.688386926,0.864235415,-1.192953674,-0.805653841,0.232887517,0.420442471,0.452562624,0.691451128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.17877969,0.73968948,1.700685873,1.626464301,0.410543923,0.43909021,0.521906182,0.44768461,0.768235768,0.960996393,0.886774821,0.329145557,0.074221572,1.29014195,1.215920378
BRICD5,-0.485656343,1,1,1,1,1,1,FALSE,-1.316006142,1,FALSE,-0.914745128,1,FALSE,-0.771298963,1,1,FALSE,-0.860150778,1,FALSE,-0.74697181,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,DoubleBoth,4,1.501209278,-0.023384966,0.133301441,0.981343197,0.385354567,0.994497014,-0.0018564,0.998518808,0.999180342,-0.94276393,1.501209278,0.345801665,0.133301441,0.573425192,0.385354567,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.587145974,0.303411589,0.201979834,0.264807555,0.184777939,0.283734384,0.38516614,0.322338419,0.402368035,0.101431755,0.038604035,0.118633651,0.062827721,0.017201895,0.080029616
HSD17B13,0.889510493,1,1,1,1,1,1,FALSE,1.115387959,1,FALSE,-1.029328398,0.909976149,FALSE,2.293634732,0.130868932,1,FALSE,0.250371217,1,FALSE,-0.573576801,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Vertivore,2,-1.952630166,0.393839312,0.050863434,0.693699678,0.224644524,0.881831082,1.198292174,0.230803292,0.521942346,0.490756877,-1.952630166,0.623598413,0.050863434,0.792851048,0.224644524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.159719488,1.356823992,0.992865771,0.451939716,1.034558947,1.51654348,0.833146283,0.611659204,1.194278435,2.349689763,0.904884276,0.322265045,1.444805487,2.027424718,0.582619231
NRROS,2.324581875,0.120565973,0.685931838,1,1,1,1,FALSE,0.610395357,1,FALSE,-1.309653474,0.570939269,FALSE,-1.967827662,0.294527222,1,FALSE,-1.234734032,1,FALSE,2.068438187,0.231593025,FALSE,Insectivore,2,Vertivore,2,Carnivore,1,Insectivore,1,0.102299644,2.991531248,0.918518838,0.002775821,0.96683368,0.05856053,0.742127688,0.458009975,0.721880692,2.69489357,0.102299644,0.007041112,0.918518838,0.050669634,0.96683368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.212112911,2.56979246,3.035191891,2.516816414,0.181120939,1.357679549,1.82307898,1.304703503,1.030991972,0.465399431,0.052976046,2.388671521,0.518375477,2.854070952,2.335695475
TRMT12,0.939257985,1,1,1,1,0.530860788,1,FALSE,-2.135793611,0.196177441,FALSE,-0.205439703,1,FALSE,-1.752158922,0.478478909,1,FALSE,-2.760906735,0.034584681,FALSE,-0.748600487,1,FALSE,Unclear,0,Vertivore,2,Herbivore,2,Both,3,1.301666548,1.308279635,0.1930304,0.19077848,0.46824871,0.507688127,-2.325900963,0.020023835,0.16260215,0.167116604,1.301666548,0.867278301,0.1930304,0.936670532,0.46824871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.174389836,0.809423498,1.903119146,2.616411565,1.193496171,1.364966339,0.27127069,0.442021729,0.980893665,1.093695648,1.806988068,0.384072674,0.713292419,0.709622975,1.422915394
IP6K2,-0.785903442,1,1,1,1,0.645199849,1,FALSE,2.159251728,0.184983857,FALSE,0.052828468,1,FALSE,1.919237182,0.329725944,1,FALSE,2.622507375,0.052371227,FALSE,0.788399205,1,FALSE,Unclear,0,Both,3,Herbivore,2,Both,3,-0.933748687,-1.188534204,0.350433544,0.234623013,0.632606896,0.559841662,1.603511136,0.108821853,0.371486619,-0.331182431,-0.933748687,0.74050669,0.350433544,0.86357989,0.632606896,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.082539192,0.593073021,1.912823279,2.410110402,1.113200077,1.489466172,0.169715914,0.327571209,0.969339115,1.319750258,1.817037381,0.520127057,0.497287123,0.799623202,1.296910325
ZNF26,-0.0302867,1,1,1,1,1,1,FALSE,-0.654580037,1,FALSE,-0.395185116,1,FALSE,-0.097766221,1,1,FALSE,-0.57867172,1,FALSE,-0.558675274,1,FALSE,Unclear,0,Both,3,Herbivore,2,Both,3,0.437328881,0.503343408,0.661872853,0.614722852,0.847250449,0.846181241,-0.54590771,0.585129379,0.806000377,-0.2518412,0.437328881,0.80116381,0.661872853,0.897965132,0.847250449,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.441442052,0.258022145,0.047715227,0.387766767,0.373627144,0.183419908,0.393726825,0.053675286,0.067814909,0.210306917,0.129744622,0.115604999,0.340051539,0.325911917,0.014139623
PRSS55,3.181167661,0.008800963,0.137051272,0.012608787,0.000603761,1,0.656768212,FALSE,4.26276406,0.000121148,TRUE,-4.760366068,5.80E-06,TRUE,1.933699037,0.318900854,1,FALSE,1.244744013,1,FALSE,2.784091301,0.032206753,FALSE,Herbivore,1,Both,3,Both,3,Unclear,0,-3.496998777,2.248478791,0.000470524,0.024545676,0.012149672,0.18272797,3.156750188,0.00159538,0.051378707,4.179298601,-3.496998777,2.92E-05,0.000470524,0.001196656,0.012149672,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.764804149,5.615512353,0.882093523,1.369258293,0.280775386,6.380316501,1.646897672,2.134062441,1.045579535,4.73341883,4.24625406,5.334736966,0.48716477,0.601318136,1.088482906
KCNJ15,1.966702887,0.295304843,1,1,0.541303683,1,1,FALSE,1.870506759,0.368480876,FALSE,-1.965014955,0.14823752,FALSE,0.970965255,1,1,FALSE,0.21399529,1,FALSE,1.146703508,1,FALSE,Both,3,Both,3,Unclear,0,Unclear,0,-1.739180924,1.921701285,0.082002944,0.054643355,0.294884181,0.274180956,1.601313197,0.109307568,0.37184268,2.130970834,-1.739180924,0.033091545,0.082002944,0.1375719,0.294884181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.068020935,2.780144348,0.704092832,1.239351427,0.579827121,2.712123414,0.636071897,1.171330493,0.511806187,2.076051516,1.540792921,2.200317227,0.535258595,0.124265711,0.659524306
