"","Rho","N","P","p.adj","permPValue","qValueNoperm","qValuePerm"
"SP5",0.0166268790409321,53,0.884333015859948,1,0.999998187394416,1,0.999998240152332
"CD300LD",NA,NA,NA,NA,NA,NA,NA
"BTBD17",-0.0369800130816819,25,0.827763134604914,1,0.999998187394416,1,0.999998240152332
"SDHD",-0.149557565855828,55,0.182221574933331,1,0.115522468245136,1,0.881985106552892
"LAYN",0.138844107763378,52,0.229023184793533,1,0.944691965807008,1,0.999998240152332
"CARD16",NA,NA,NA,NA,NA,NA,NA
"MBD5",-0.0682174642008844,62,0.5174126467502,1,0,1,0
"NALF1",-0.0766091792363986,23,0.666599097267864,1,0,1,0
"TRIM64",NA,NA,NA,NA,NA,NA,NA
"ZNF814",NA,NA,NA,NA,NA,NA,NA
"AADACL4",NA,NA,NA,NA,NA,NA,NA
"ZNF551",NA,NA,NA,NA,NA,NA,NA
"ZNF805",0.165317840103982,58,0.129615075461416,1,0.999998187394416,1,0.999998240152332
"ZSCAN5C",NA,NA,NA,NA,NA,NA,NA
"LRCOL1",NA,NA,NA,NA,NA,NA,NA
"ZNF468",NA,NA,NA,NA,NA,NA,NA
"ZNF616",NA,NA,NA,NA,NA,NA,NA
"FOXB2",NA,NA,NA,NA,NA,NA,NA
"DISP3",0.146734796413356,19,0.457390543168855,1,0.131010806759664,1,0.881985106552892
"RACK1",0.0139487246644438,68,0.889593550320985,1,0,1,0
"TBC1D8",-0.0274131736520393,62,0.794761190646548,1,0.62721797260399,1,0.999998240152332
"NMS",-0.232823243904716,23,0.190430263825524,1,0.199268764071809,1,0.999998240152332
"ASPDH",0.0544059092379032,66,0.593901254689288,1,0.267298875273346,1,0.999998240152332
"AKT1S1",0.0213213572849195,62,0.839662141345379,1,0.81250208611482,1,0.999998240152332
"OR12D2",NA,NA,NA,NA,NA,NA,NA
"CFAP95",0.0553990406815849,46,0.652507466699002,1,0.999997625656209,1,0.999998240152332
"MALRD1",NA,NA,NA,NA,NA,NA,NA
"RANBP17",0.0184596452616707,53,0.871688136327029,1,0.999997786048118,1,0.999998240152332
"INSYN2B",-0.113658228554702,36,0.416603984681121,1,0.999993200193115,1,0.999998240152332
"FOXD4L5",NA,NA,NA,NA,NA,NA,NA
"ODAD4",-0.114972399698088,56,0.300627947236363,1,0.999993200193115,1,0.999998240152332
"MRPL53",0.0148951717264938,61,0.888530578318558,1,0.878203174626488,1,0.999998240152332
"ATXN2",0.134019960076637,62,0.203457947093563,1,0.999998187394416,1,0.999998240152332
"DCTN1",0.00761477045889981,62,0.942395662011299,1,0.928574679787709,1,0.999998240152332
"PNMA8B",NA,NA,NA,NA,NA,NA,NA
"TCTN1",-0.0778498944161523,45,0.531614576881612,1,0,1,0
"FAM216A",-0.00840365806816018,60,0.93750489726621,1,0.999998081277102,1,0.999998240152332
"ZBTB48",-0.0704441925161987,64,0.496816204879172,1,0.336241626083179,1,0.999998240152332
"KRTAP4-8",NA,NA,NA,NA,NA,NA,NA
"KRT25",0.0483650833406674,19,0.80649594050734,1,0.721911815495606,1,0.999998240152332
"MZT1",0.00122619478430204,69,0.990190108699336,1,0.99993954050786,1,0.999998240152332
"SPINK9",NA,NA,NA,NA,NA,NA,NA
"ZNF155",NA,NA,NA,NA,NA,NA,NA
"UQCC3",-0.19227263456099,31,0.204266034434919,1,0.31663837996451,1,0.999998240152332
"GRXCR2",0.127017059221718,25,0.454880777039593,1,0.999997625656209,1,0.999998240152332
"FAM221B",-0.147976001084287,37,0.283273878140716,1,0,1,0
"CD177",NA,NA,NA,NA,NA,NA,NA
"ZNF783",0.205061503727759,36,0.142758467386439,1,0.924195021860023,1,0.999998240152332
"ZNF425",-0.195991577402445,28,0.220353292030257,1,0.0873748596824815,1,0.737539152189211
"LRRC10B",-0.22628141110071,32,0.128643138953074,1,0.207475707689902,1,0.999998240152332
"FBXO47",0.0572891899231546,40,0.665159038276376,1,0.999998187394416,1,0.999998240152332
"C12orf73",0.0413449115297361,13,0.865772374992621,1,0.99993954050786,1,0.999998240152332
"PCDHGA1",-0.103256186839645,51,0.375841330544289,1,0.357740473524751,1,0.999998240152332
"PCDHA9",NA,NA,NA,NA,NA,NA,NA
"PCDHA8",NA,NA,NA,NA,NA,NA,NA
"PCDHA7",0.138539822257635,19,0.482899697780192,1,0.999998081277102,1,0.999998240152332
"PCDHA5",-0.211829636434081,14,0.366156560194061,1,0.766226900799853,1,0.999998240152332
"PCDHA4",-0.184301715136936,28,0.249120060672112,1,0,1,0
"PCDHA2",NA,NA,NA,NA,NA,NA,NA
"PCDHA1",-0.0321047553553925,22,0.860115732172254,1,0.999994133486645,1,0.999998240152332
"TRIM13",-0.00431290974588971,64,0.966815568524977,1,0.999993200193115,1,0.999998240152332
"ERICH4",-0.0644921658293246,18,0.751256206479615,1,0.99999546283609,1,0.999998240152332
"SPIRE2",-0.148382302490249,65,0.149080283509003,1,0.388383373331497,1,0.999998240152332
"AARD",NA,NA,NA,NA,NA,NA,NA
"PABPN1L",NA,NA,NA,NA,NA,NA,NA
"PKHD1L1",-0.039352089073397,42,0.760368330055203,1,0.858087875693902,1,0.999998240152332
"SLFN12L",NA,NA,NA,NA,NA,NA,NA
"SLC35B4",-0.0873333764609373,60,0.415174369549489,1,0.999990001199856,1,0.999998240152332
"SYCE1L",0.216532784784307,27,0.184217751377392,1,0.0470455844669819,1,0.423148410938643
"TMEM231",-0.0545268327791892,68,0.587367874785891,1,0.532045946102905,1,0.999998240152332
"GARIN1A",-0.356393222483619,32,0.0167034038471615,1,0.196863134149438,1,0.999998240152332
"CCNI2",NA,NA,NA,NA,NA,NA,NA
"TMEM240",-0.060573732040926,51,0.603401414873306,1,0.586715867158672,1,0.999998240152332
"FAM205A",0.081199794294115,26,0.625585231524325,1,0.568551115166183,1,0.999998240152332
"CDKL4",0.234403615469248,14,0.317310507862914,1,0.364511934410332,1,0.999998240152332
"TMEM88B",-0.250966898289427,20,0.191040373641517,1,0.999990001199856,1,0.999998240152332
"ACCSL",-0.129035833416221,29,0.410967522088336,1,0.999993200193115,1,0.999998240152332
"TRIQK",0.0526397786140954,43,0.679577233549781,1,0.999998187394416,1,0.999998240152332
"SDHAF1",0.134285714285714,50,0.254320699497026,1,0.999990001199856,1,0.999998240152332
"ARID3C",-0.0530931873201899,44,0.673289979659996,1,0.999993200193115,1,0.999998240152332
"PSENEN",-0.0101445270286864,68,0.91958306147828,1,0.999998187394416,1,0.999998240152332
"FABP9",NA,NA,NA,NA,NA,NA,NA
"ZBTB10",-0.130374929571525,64,0.208535645480853,1,0.901394911546874,1,0.999998240152332
"C4orf46",-0.101749050519133,53,0.37332424623132,1,0,1,0
"LGR4",-0.0157515110023251,67,0.876372845633121,1,0.412680589864511,1,0.999998240152332
"PSMB10",-0.00293074978522221,64,0.977446696137048,1,0.999991576251769,1,0.999998240152332
"VIT",-0.116709096188807,41,0.371751289645561,1,0.854142065462814,1,0.999998240152332
"E2F4",0.00272943005515963,48,0.981903610750084,1,0.999990001199856,1,0.999998240152332
"PDE7A",-0.0533033932122987,62,0.612987124913638,1,0.99993954050786,1,0.999998240152332
"TMEM170B",-0.0843607101939151,66,0.408375647684711,1,0.377082202348639,1,0.999998240152332
"MUC12",NA,NA,NA,NA,NA,NA,NA
"CTXN3",NA,NA,NA,NA,NA,NA,NA
"MGAT4D",-0.430945803685667,14,0.0659920550593476,1,0.181280497088955,1,0.999998240152332
"SNX2",0.0342377787218165,68,0.733302038183218,1,0.935281004689598,1,0.999998240152332
"SAP25",NA,NA,NA,NA,NA,NA,NA
"NT5M",0.131234025569848,50,0.265273856480798,1,0.999998187394416,1,0.999998240152332
"SARNP",0.0406914034226731,67,0.687767699349375,1,0.99993954050786,1,0.999998240152332
"OR6C1",NA,NA,NA,NA,NA,NA,NA
"ADGRG1",0.0467819643511491,40,0.723771562026406,1,0.999989841734219,1,0.999998240152332
"IPO7",-0.0149616250404234,66,0.88342599022456,1,0.999991420065036,1,0.999998240152332
"PRR13",0.0220715061174367,69,0.824848468302739,1,0.351504718184137,1,0.999998240152332
"TECPR1",NA,NA,NA,NA,NA,NA,NA
"MT1H",NA,NA,NA,NA,NA,NA,NA
"SLCO6A1",NA,NA,NA,NA,NA,NA,NA
"INSYN1",-0.0726747327407744,56,0.512928169727382,1,0.999993200193115,1,0.999998240152332
"CFI",-0.0464956425292449,58,0.669912164532581,1,0.99993954050786,1,0.999998240152332
"SAMD9",0.0434435300358344,42,0.736337238317042,1,0.81871769030546,1,0.999998240152332
"KRT6A",0.0662993544131796,14,0.777297410789522,1,0.999965318720954,1,0.999998240152332
"CNEP1R1",0.0435247273903226,66,0.669704984781277,1,0.999967227083538,1,0.999998240152332
"KRT81",-0.0419278494217531,30,0.785594042321498,1,0.579932404635223,1,0.999998240152332
"EXOC3L4",0.0413449115297361,13,0.865772374992621,1,0.999997625656209,1,0.999998240152332
"CCDC85C",0.0578774339942158,48,0.630531195371583,1,0.999998187394416,1,0.999998240152332
"OR51A4",NA,NA,NA,NA,NA,NA,NA
"RGL3",-0.0137252703261503,50,0.907248087330281,1,0.141903544371134,1,0.881985106552892
"CPT1B",-0.195861273256451,66,0.0549225776390541,1,0.680055486424186,1,0.999998240152332
"HMGN1",-0.0367806178960312,56,0.740543958567318,1,0.887531194114087,1,0.999998240152332
"MUC19",0,35,1,1,0,1,0
"DENND6B",-0.108373392232901,58,0.320437552775779,1,0.334460157487546,1,0.999998240152332
"EIF3CL",-0.0657951694959769,21,0.72477122130619,1,0.999991420065036,1,0.999998240152332
"LCMT1",-0.00394070501184394,54,0.972226836039945,1,0.999991420065036,1,0.999998240152332
"MFSD2B",-0.0884096025115927,66,0.386251302059872,1,0.887531194114087,1,0.999998240152332
"CDPF1",NA,NA,NA,NA,NA,NA,NA
"LIN52",-0.130824928958655,64,0.206969316918813,1,0.141903544371134,1,0.881985106552892
"ARSH",NA,NA,NA,NA,NA,NA,NA
"ACOT6",-0.0545268327791892,68,0.587367874785891,1,0.926121980465908,1,0.999998240152332
"TECRL",-0.0529256124024963,17,0.80105937086971,1,0.565427105728091,1,0.999998240152332
"DPF3",-0.0722797550793903,68,0.471936145484751,1,0.999991420065036,1,0.999998240152332
"MANSC4",-0.0520719175164266,35,0.713867673474997,1,0,1,0
"ETFRF1",-0.351032104554864,39,0.00887331995758853,1,0.308973122684396,1,0.999998240152332
"C17orf107",-0.160274314185013,32,0.281820717347089,1,0,1,0
"ITSN1",-0.141208988422151,58,0.195460528712767,1,0.99993954050786,1,0.999998240152332
"ITPRIPL2",-0.131227771412757,66,0.198420678932747,1,0.999990001199856,1,0.999998240152332
"DENND1C",0.054923503638109,51,0.637600945128121,1,0.999997786048118,1,0.999998240152332
"CRYZL1",0.0266293834503017,68,0.790996215494177,1,0,1,0
"RIMOC1",-0.0226419864898726,60,0.832692138814112,1,0.99993954050786,1,0.999998240152332
"ARRDC5",-0.104708095421779,47,0.389423695735026,1,0.856233930695729,1,0.999998240152332
"CYS1",0.244187078266944,24,0.159933246094459,1,0.868888800272616,1,0.999998240152332
"PLPP6",-0.0727778137174478,60,0.497126396532,1,0.999997625656209,1,0.999998240152332
"KLRC2",NA,NA,NA,NA,NA,NA,NA
"KLRC3",NA,NA,NA,NA,NA,NA,NA
"GMNC",-0.0180358367392626,31,0.905209893724817,1,0.999993200193115,1,0.999998240152332
"TTC23L",0.0372915901155299,30,0.808814725692476,1,0.438613873583103,1,0.999998240152332
"CLEC6A",NA,NA,NA,NA,NA,NA,NA
"NANOGNB",NA,NA,NA,NA,NA,NA,NA
"LRRC72",0.0404226041727222,17,0.847389659686714,1,0.999998187394416,1,0.999998240152332
"BHLHA9",-0.110096376512636,11,0.683091398309609,1,0,1,0
"ONECUT3",NA,NA,NA,NA,NA,NA,NA
"OLIG2",NA,NA,NA,NA,NA,NA,NA
"RNPS1",-0.124530925694299,60,0.24528607786274,1,0,1,0
"NYNRIN",-0.077528420664012,66,0.447375688709834,1,0.433342409293783,1,0.999998240152332
"DNAJC19",0.0824242821080767,68,0.41205005442379,1,0.444862345522036,1,0.999998240152332
"IFITM5",-0.0779075396624191,45,0.531310719859205,1,0.792517492503213,1,0.999998240152332
"C18orf63",-0.0240477823190168,31,0.873844698517373,1,0.99993954050786,1,0.999998240152332
"DOK6",0.077942210225197,43,0.540817904242618,1,0.999997625656209,1,0.999998240152332
"JPT2",-0.0767464803164901,60,0.473963060262863,1,0.944691965807008,1,0.999998240152332
"LHFPL7",NA,NA,NA,NA,NA,NA,NA
"SERPINB11",NA,NA,NA,NA,NA,NA,NA
"SERPINB5",0,52,1,1,0,1,0
"CFAP99",0.00928937269660507,43,0.941894105516483,1,0.999997625656209,1,0.999998240152332
"TMEM191C",-0.0822951199797824,25,0.628256691693623,1,0.999998187394416,1,0.999998240152332
"RNASE13",0.097535057962065,34,0.498821135540854,1,0.999998187394416,1,0.999998240152332
"HBM",0.293590337367029,33,0.0450788738080786,1,0,1,0
"ELOA2",NA,NA,NA,NA,NA,NA,NA
"ATP10A",NA,NA,NA,NA,NA,NA,NA
"ANKUB1",-0.0350823207722812,26,0.833028893719521,1,0.865198277173599,1,0.999998240152332
"TAP2",0.0747664217768374,51,0.521366727700155,1,0.684326699242917,1,0.999998240152332
"HLA-DQB1-DUPLICATE1",-0.13442056254199,23,0.449691797968891,1,0.858087875693902,1,0.999998240152332
"HLA-DRB1-DUPLICATE2",NA,NA,NA,NA,NA,NA,NA
"PPT2",0.0992907843591733,66,0.330516583941149,1,0.451107524391803,1,0.999998240152332
"NELFE",0.00575054632785295,64,0.955764014039165,1,0.999998038723444,1,0.999998240152332
"ZBTB22",-0.158811752051269,65,0.122540391770767,1,0.30063215989467,1,0.999998240152332
"TAPBP",-0.0161807347634095,60,0.880002143345548,1,0.99993954050786,1,0.999998240152332
"HLA-DQA2",-0.306412938514171,16,0.158525517228955,1,0,1,0
"CCHCR1",-0.0446044720436851,54,0.693526593251613,1,0.884846583878254,1,0.999998240152332
"ZBTB12",-0.120422975104693,55,0.282783986532267,1,0.112462006079027,1,0.87421027066455
"EHMT2",NA,NA,NA,NA,NA,NA,NA
"RAB12",0.105146221875794,63,0.314396122063926,1,0.251470225635699,1,0.999998240152332
"LRRC30",NA,NA,NA,NA,NA,NA,NA
"TMEM200C",0.0248682365650997,22,0.891422288274256,1,0.999997786048118,1,0.999998240152332
"HLA-C",-0.0375774766615119,41,0.773662252500172,1,0.518348453531691,1,0.999998240152332
"HLA-B",0.382518426118725,15,0.0896480554401582,1,0,1,0
"POU5F1",0.107958379271883,40,0.414734172016765,1,0.999998187394416,1,0.999998240152332
"C6orf15",NA,NA,NA,NA,NA,NA,NA
"OR2H2",NA,NA,NA,NA,NA,NA,NA
"HLA-E",NA,NA,NA,NA,NA,NA,NA
"HLA-A",0.329032077861883,27,0.0436143738316138,1,0.81871769030546,1,0.999998240152332
"HACD2",-0.0415710101714321,60,0.698121010304329,1,0.99993954050786,1,0.999998240152332
"CFAP44",0.0134155433356177,62,0.8986992531001,1,0.999997625656209,1,0.999998240152332
"CD200R1L",NA,NA,NA,NA,NA,NA,NA
"LNP1",-0.0768776006690738,48,0.522903234512671,1,0.112462006079027,1,0.87421027066455
"VGLL3",-0.132568071801811,46,0.281253035806843,1,0.459799549446002,1,0.999998240152332
"TRIM71",-0.0279145263119541,25,0.86954640859728,1,0.999996281145407,1,0.999998240152332
"ZCWPW2",0.0166154712323569,54,0.883293698205101,1,0.999997625656209,1,0.999998240152332
"ANKRD28",-0.0189426691785812,58,0.862128769857066,1,0.999984926592505,1,0.999998240152332
"COLQ",-0.104514906889283,63,0.317310507862914,1,0.999993200193115,1,0.999998240152332
"METTL6",-0.152380491669656,20,0.427262856745706,1,0.763411468718053,1,0.999998240152332
"XKR4",-0.150710877852508,34,0.295982550741011,1,0.249633266329928,1,0.999998240152332
"DIO2",0.0526136163294739,46,0.668912016000943,1,0.999984926592505,1,0.999998240152332
"SELENOH",0.117568608328012,60,0.272677728207628,1,0.351504718184137,1,0.999998240152332
"DIO1",-0.12566863775935,57,0.253537224894911,1,0,1,0
"STK38L",-0.283077311601072,38,0.0373729883406514,1,0.858087875693902,1,0.999998240152332
"SACM1L",-0.0527632052175869,60,0.622520358356222,1,0.351504718184137,1,0.999998240152332
"TSN",-0.0595990962935324,68,0.553091663704875,1,0.118061504197362,1,0.881985106552892
"SLC48A1",0.0903880858943557,61,0.395017558781452,1,0.532045946102905,1,0.999998240152332
"TRGC1",NA,NA,NA,NA,NA,NA,NA
"TSSK1B",-0.0651097313968681,39,0.6274038347239,1,0.944691965807008,1,0.999998240152332
"PRR22",0.0975900072948533,10,0.732439899903872,1,0.999998187394416,1,0.999998240152332
"RTL8B",NA,11,NA,NA,NA,NA,NA
"RNF208",-0.0311197068583524,41,0.811752923675081,1,0.999991420065036,1,0.999998240152332
"MAP10",0.101313230152479,63,0.332362452858846,1,0.999998187394416,1,0.999998240152332
"KRTAP10-3",NA,NA,NA,NA,NA,NA,NA
"ZNF580",-0.173078431007813,63,0.0977184373155155,1,0.230461863908802,1,0.999998240152332
"ZNF611",NA,NA,NA,NA,NA,NA,NA
"KLK9",NA,NA,NA,NA,NA,NA,NA
"SYT3",0.0880743560781546,48,0.464214312771031,1,0.999998187394416,1,0.999998240152332
"NUP62",-0.00408044319284274,66,0.968101626858833,1,0.999990208557721,1,0.999998240152332
"DENND1B",-0.129618961841303,32,0.384088249473852,1,0.999991420065036,1,0.999998240152332
"SFT2D2",0.0399721251648386,60,0.709192707266765,1,0.999998187394416,1,0.999998240152332
"CEP43",0.0767464803164901,60,0.473963060262863,1,0.808104685521317,1,0.999998240152332
"SCAF8",-0.0052109512875041,67,0.958954464065068,1,0.99993954050786,1,0.999998240152332
"CFAP45",-0.216939932212468,54,0.0552847755465545,1,0.37561440263373,1,0.999998240152332
"ACKR1",-0.26305495951004,43,0.0390109732151472,1,0.672645244085468,1,0.999998240152332
"ZNF254",NA,NA,NA,NA,NA,NA,NA
"DYNLT2B",-0.188846307380715,62,0.0731285978051032,1,0,1,0
"CRYGS",-0.0420772123990966,61,0.692143972128803,1,0.943242727199359,1,0.999998240152332
"CRIP1",0.136794622382492,27,0.401531931611426,1,0.999998187394416,1,0.999998240152332
"KLHL23",0.0319820359273792,62,0.761517618273353,1,0.808104685521317,1,0.999998240152332
"LINGO4",-0.144680638719096,62,0.169775937818068,1,0.477857937756629,1,0.999998240152332
"FAM24B",NA,NA,NA,NA,NA,NA,NA
"TRIM59",-0.00870957557410689,63,0.933586496294755,1,0.99993954050786,1,0.999998240152332
"MLLT11",-0.171080695705509,60,0.110447392647192,1,0.792517492503213,1,0.999998240152332
"ASIC3",0.0226509862861167,45,0.855577780166946,1,0.7409915699418,1,0.999998240152332
"GIMAP1",NA,NA,NA,NA,NA,NA,NA
"CCDC183",-0.107310979207644,50,0.362329233249862,1,0.999991420065036,1,0.999998240152332
"DNLZ",-0.0719861799800384,29,0.64646220266417,1,0.857043134703646,1,0.999998240152332
"TCL1B",NA,NA,NA,NA,NA,NA,NA
"SUPT4H1",0.0291655152074733,68,0.771619687523502,1,0.99993954050786,1,0.999998240152332
"TSGA13",NA,NA,NA,NA,NA,NA,NA
"NRAS",-0.0570629645363608,68,0.570106953413651,1,0.99993954050786,1,0.999998240152332
"ANKRD39",-0.0245358246032859,46,0.841929253341142,1,0,1,0
"QTRT1",-0.0502739861563837,69,0.614189283989952,1,0.99993954050786,1,0.999998240152332
"CHUK",0.0699223091865442,58,0.521495082880192,1,0.508620221932284,1,0.999998240152332
"MXD3",0.0389603818510154,61,0.713904138207473,1,0.664340534939944,1,0.999998240152332
"GSTM2",NA,NA,NA,NA,NA,NA,NA
"COG8",-0.00136014773094758,66,0.989364689931169,1,0.999995752561206,1,0.999998240152332
"ARHGAP19",-0.0604912171763373,59,0.575818562877981,1,0.141903544371134,1,0.881985106552892
"HAUS7",-0.265606357629865,15,0.238592829316435,1,0.534823901859913,1,0.999998240152332
"LCAT",-0.0443823057505028,68,0.658709692965825,1,0,1,0
"PTPRCAP",-0.0671519136687817,22,0.712422249878667,1,0.999998087438487,1,0.999998240152332
"GPC2",-0.0718467562348404,42,0.577632620253384,1,0.680055486424186,1,0.999998240152332
"KRT222",-0.126553617458936,35,0.372857936395183,1,0.260062962003626,1,0.999998240152332
"SIPA1",-0.126737258645591,55,0.258305520665638,1,0.379479921123957,1,0.999998240152332
"ERV3-1",NA,NA,NA,NA,NA,NA,NA
"SYNJ2BP",0.0253613175717159,68,0.800733964720654,1,0.999998187394416,1,0.999998240152332
"ARL2",0.0870494547806451,66,0.393600597189973,1,0.999978746918303,1,0.999998240152332
"GBP7",NA,NA,NA,NA,NA,NA,NA
"RBMXL1",-0.0103917994005825,53,0.927552883843807,1,0.99993954050786,1,0.999998240152332
"SRA1",0.103981402044035,68,0.300748754784795,1,0.365299622321735,1,0.999998240152332
"STIMATE",-0.0879224935566662,64,0.39637994764477,1,0.803944954793617,1,0.999998240152332
"DNAJC9",-0.0849604138652483,68,0.397814403435756,1,0.797715029400463,1,0.999998240152332
"C8orf82",-0.0613616814980581,59,0.570337787303357,1,0.999998187394416,1,0.999998240152332
"CPLX3",-0.0713157745616236,40,0.590047108434975,1,0.262089514689812,1,0.999998240152332
"VDAC1",NA,NA,NA,NA,NA,NA,NA
"TMX2",-0.0886819531146415,58,0.416201151429937,1,0,1,0
"HEXA",0.0200858833795036,66,0.843947620852977,1,0.154195413015103,1,0.947051556964385
"LEPROT",-0.0720878297402217,66,0.479890744350034,1,0.99993954050786,1,0.999998240152332
"LBH",-0.06463981843638,52,0.57547367197688,1,0.999998081277102,1,0.999998240152332
"ADAT3",-0.205430234893013,47,0.0913032438146985,1,0.680055486424186,1,0.999998240152332
"PPP1CB",-0.142321057936342,60,0.184225151258065,1,0.99993954050786,1,0.999998240152332
"LAT",-0.127471630622065,49,0.28427659336676,1,0.570150167801475,1,0.999998240152332
"NCKIPSD",-0.077528420664012,66,0.447375688709834,1,0.617759546993612,1,0.999998240152332
"S1PR3",-0.10523115735439,62,0.31800086656373,1,0.99993954050786,1,0.999998240152332
"SLC35F6",-0.0101445270286864,68,0.91958306147828,1,0.999989493039138,1,0.999998240152332
"UGT2B11",NA,NA,NA,NA,NA,NA,NA
"ATP6V1G2",-0.116411621952358,23,0.512690760261923,1,0.999993988686708,1,0.999998240152332
"ZNF134",-0.0416025147168922,65,0.685830434451606,1,0.141903544371134,1,0.881985106552892
"DDX47",-0.0811562162294909,68,0.419279742078924,1,0.924195021860023,1,0.999998240152332
"ZNF845",0.142915487618757,18,0.482405207166225,1,0,1,0
"KLRK1",0.0603197356882919,42,0.640137733935724,1,0.661581784355275,1,0.999998240152332
"CEACAM18",NA,NA,NA,NA,NA,NA,NA
"EMP2",0.054911541642184,41,0.674303663923486,1,0.999998187394416,1,0.999998240152332
"PPM1N",-0.114602360695421,48,0.34090381592813,1,0.766226900799853,1,0.999998240152332
"CEACAM16",-0.141479114604528,17,0.500581351949032,1,0.999998187394416,1,0.999998240152332
"SLC23A3",0.233837759222329,59,0.030553390279393,1,0,1,0
"DNASE1",-0.0350763253316201,45,0.778060839469085,1,0.999993200193115,1,0.999998240152332
