"","Rho","N","P","p.adj","permPValue","qValueNoperm","qValuePerm"
"BLOC1S1",0.0760839527151477,68,0.44893485070539,1,0,1,0
"KRT85",0.0211100165460375,17,0.919944380817007,1,0.999998146081372,1,0.999998240152332
"CDK4",-0.114125929072722,68,0.256045309195022,1,0.944691965807008,1,0.999998240152332
"PPP1R1A",0.0393100422361597,68,0.695637686466328,1,0,1,0
"TROAP",NA,NA,NA,NA,NA,NA,NA
"TSPAN31",0.0532587669006034,68,0.596088087026666,1,0.792517492503213,1,0.999998240152332
"B4GALNT1",0.111774312081636,46,0.363615276685861,1,0.999998187394416,1,0.999998240152332
"TFCP2",-0.00253613175717159,68,0.979863744794776,1,0.999995971786392,1,0.999998240152332
"COQ10A",0.0330726494542368,62,0.753644313618072,1,0.99993954050786,1,0.999998240152332
"FAIM2",0.107131180045584,55,0.339308181933588,1,0,1,0
"PAN2",0.00799442503296772,60,0.940542438070769,1,0.999991420065036,1,0.999998240152332
"KRT7",-0.0328469340870815,56,0.767445117545671,1,0.999998240152332,1,0.999998240152332
"ZC3H10",0.116662060829893,68,0.245630629980288,1,0.444115157391976,1,0.999998240152332
"HNRNPA1",0.00634032939292898,68,0.949687406089985,1,0.999978746918303,1,0.999998240152332
"ACVR1B",-0.0538505143882387,64,0.603450875553309,1,0.99993954050786,1,0.999998240152332
"OS9",0.0591587452439611,60,0.580981252481807,1,0.485526155220269,1,0.999998240152332
"MIP",0.105066054247734,48,0.382591512192767,1,0.999998187394416,1,0.999998240152332
"KCNH3",0.00746962305348978,48,0.950503208703424,1,0.999997864251847,1,0.999998240152332
"LTV1",0.0456503716290886,68,0.649601983389795,1,0,1,0
"MAP7",-0.0291972747440725,56,0.792657847246278,1,0.99993954050786,1,0.999998240152332
"CD164",-0.0160687067036029,66,0.874868742936207,1,0.99993954050786,1,0.999998240152332
"AFG1L",-0.0725692133539908,57,0.509671549616227,1,0.559959463393877,1,0.999998240152332
"NHSL1",0.19228629243251,34,0.182404690444125,1,0.999998187394416,1,0.999998240152332
"AHI1",-0.074535599249993,10,0.794002680192762,1,0.999998081277102,1,0.999998240152332
"HEY2",0.136466764081866,48,0.256760620558164,1,0.81871769030546,1,0.999998240152332
"PKIB",0.0581914373962646,21,0.755496874928883,1,0,1,0
"TAAR5",NA,NA,NA,NA,NA,NA,NA
"NMBR",0.0684653196881458,16,0.752713806263052,1,0.736457772191297,1,0.999998240152332
"SMPD2",0.0405781081147455,68,0.686333523268837,1,0,1,0
"MICAL1",-0.0646713598078756,68,0.519826296133168,1,0.438834293459844,1,0.999998240152332
"REPS1",-0.112758088854408,60,0.292783646590359,1,0.999998187394416,1,0.999998240152332
"STX11",-0.132676785630474,38,0.329230277247583,1,0,1,0
"TEC",0.0331276405909745,56,0.765515710017058,1,0.82748812758717,1,0.999998240152332
"PRADC1",0.0951049408939347,68,0.343898729235884,1,0.388383373331497,1,0.999998240152332
"SEMA4F",-0.0566393860323831,57,0.606822768374358,1,0.99993954050786,1,0.999998240152332
"CCT7",-0.0304335810860591,68,0.761983756591989,1,0.712670931140448,1,0.999998240152332
"EGR4",0.116076200017602,20,0.545349668011124,1,0.813393198454777,1,0.999998240152332
"RAB11FIP5",-0.0431290974588971,64,0.677391601926277,1,0.792517492503213,1,0.999998240152332
"SMYD5",-0.145535807211391,66,0.153785696069912,1,0,1,0
"DYSF",0.00206306636931334,53,0.98559815830772,1,0.999986822165118,1,0.999998240152332
"CCDC142",-0.0533703967261283,60,0.618521678526971,1,0.999991420065036,1,0.999998240152332
"EMX1",-0.189797492141198,36,0.174939428657496,1,0.207475707689902,1,0.999998240152332
"KCNMB4",0.127703680705601,59,0.237534101335965,1,0.999998187394416,1,0.999998240152332
"USP15",-0.0114125929072722,68,0.909571695387595,1,0.99993954050786,1,0.999998240152332
"GNS",0.012680658785858,68,0.899574668611695,1,0.999997625656209,1,0.999998240152332
"CPM",NA,NA,NA,NA,NA,NA,NA
"MDM2",-0.00959331003956126,60,0.928680002533766,1,0.99993954050786,1,0.999998240152332
"KLHL36",-0.0586967270883749,43,0.645109875784772,1,0.999993200193115,1,0.999998240152332
"BCO1",0.180109937371283,54,0.111554677804435,1,0.808104685521317,1,0.999998240152332
"MPHOSPH6",-0.0388148339826388,60,0.717245183784703,1,0.3862518569374,1,0.999998240152332
"CHST5",NA,NA,NA,NA,NA,NA,NA
"KIAA0513",-0.00398523416549009,54,0.971913133953306,1,0.999991420065036,1,0.999998240152332
"DYNC1LI2",0.163890570343809,64,0.113901919870922,1,0,1,0
"FBXL8",-0.122971343082493,41,0.346641344386195,1,0.378352462782475,1,0.999998240152332
"FHOD1",-0.0296113516439556,52,0.797534994431994,1,0.778587803031506,1,0.999998240152332
"CCDC102A",-0.0902288700744254,42,0.484354540609303,1,0.999991420065036,1,0.999998240152332
"SLC9A5",-0.053655489603822,50,0.648772677752329,1,0.99993954050786,1,0.999998240152332
"AGT",0.0753937034925052,20,0.694472964320302,1,0.999984926592505,1,0.999998240152332
"PCNX2",-0.16360262823179,33,0.264131536892207,1,0.6000781573261,1,0.999998240152332
"KCNK1",-0.102822277104854,59,0.341585803756899,1,0,1,0
"URB2",0.073415384168463,63,0.482405207166225,1,0.32602434018699,1,0.999998240152332
"EGLN1",-0.157777136789919,66,0.122043143170644,1,0,1,0
"CAPN9",0.077151674981046,21,0.679708154348493,1,0.999993988686708,1,0.999998240152332
"COG2",-0.0826816236355919,62,0.432691510472441,1,0.487334705518281,1,0.999998240152332
"ABCB10",0.0517531119768517,60,0.629197053548243,1,0.999998081277102,1,0.999998240152332
"NTPCR",0.129403089616525,49,0.277043017803346,1,0,1,0
"TAF5L",0.130243171145171,45,0.295313523553532,1,0.81871769030546,1,0.999998240152332
"GLUL",-0.0402538242949707,64,0.697801335084509,1,0.970892119578129,1,0.999998240152332
"STX6",-0.136575475286508,64,0.187700237087669,1,0.858087875693902,1,0.999998240152332
"RGS8",-0.14239333576037,30,0.355550450566795,1,0.792517492503213,1,0.999998240152332
"RNASEL",-0.286665332373248,44,0.0228137631665411,1,0.858087875693902,1,0.999998240152332
"DHX9",-0.146666307074215,58,0.178746142034293,1,0.99993954050786,1,0.999998240152332
"KIAA1614",-0.197984031931395,62,0.0602802399160748,1,0,1,0
"CEP350",0.0516196179728882,61,0.627150532033634,1,0.999997625656209,1,0.999998240152332
"NPL",-0.00816088638568548,66,0.936254216358079,1,0.999991420065036,1,0.999998240152332
"NIBAN1",0.0807844527428007,54,0.475401332828694,1,0.727863693925323,1,0.999998240152332
"PIGC",-0.00887646115010057,68,0.929607190892353,1,0.99993954050786,1,0.999998240152332
"LAMC1",-0.119198192587065,68,0.235516698779818,1,0.141903544371134,1,0.881985106552892
"RC3H1",-0.0312833978117943,66,0.759159332114229,1,0.141903544371134,1,0.881985106552892
"GPR55",NA,NA,NA,NA,NA,NA,NA
"SP110",0.212511859251621,31,0.160580604937993,1,0.808104685521317,1,0.999998240152332
"MRPL44",0.0416025147168922,65,0.685830434451606,1,0.805498907587282,1,0.999998240152332
"CHRND",-0.0344350221575091,23,0.846450596876591,1,0,1,0
"PAX3",-0.0716114874039433,13,0.76969794378129,1,0.906848386418509,1,0.999998240152332
"DOCK10",-0.152024766432002,60,0.156075954677484,1,0.858087875693902,1,0.999998240152332
"TTLL4",-0.144680638719096,62,0.169775937818068,1,0,1,0
"USP37",-0.0522232967867094,66,0.608790266549181,1,0.141903544371134,1,0.881985106552892
"HTR2B",-0.0480929573377504,44,0.702514820647837,1,0.99993954050786,1,0.999998240152332
"ITM2C",-0.0143763658196324,64,0.889706935533101,1,0.792517492503213,1,0.999998240152332
"SLC19A3",-0.00419063492447063,37,0.975758527190959,1,0.99993954050786,1,0.999998240152332
"SERPINE2",0.0118228379774974,44,0.92519613614236,1,0.913439049146085,1,0.999998240152332
"DNAJB2",-0.0359409145490809,64,0.728826009892319,1,0.99993954050786,1,0.999998240152332
"WNT10A",0.0113140705550355,32,0.939440008034997,1,0.999998187394416,1,0.999998240152332
"TMBIM1",0.0935028726861348,43,0.463147459250283,1,0.792517492503213,1,0.999998240152332
"CYP27A1",-0.109053665558378,68,0.277785036550987,1,0.130020880385222,1,0.881985106552892
"EIF4E2",-0.0456503716290886,68,0.649601983389795,1,0.970892119578129,1,0.999998240152332
"ARMC9",-0.0474420072047868,64,0.647219966594614,1,0.999993200193115,1,0.999998240152332
"CAB39",-0.0685329341300983,62,0.515477482965243,1,0.999997625656209,1,0.999998240152332
"COX5B",0.0761308777131905,61,0.473748888472704,1,0.99993954050786,1,0.999998240152332
"REV1",-0.0973782941808268,48,0.418375012393514,1,0.774104915768065,1,0.999998240152332
"TSGA10",-0.176604314275339,19,0.371093369522697,1,0.999990001199856,1,0.999998240152332
"MFSD9",NA,NA,NA,NA,NA,NA,NA
"TMEM127",-0.0566049662246816,60,0.597412451569471,1,0,1,0
"EDAR",-0.353553390593274,16,0.103741678236542,1,0.63359809458901,1,0.999998240152332
"TGFBRAP1",-0.306412938514171,16,0.158525517228955,1,0.999991420065036,1,0.999998240152332
"GCC2",-0.0851618456354171,63,0.41516982301757,1,0.99993954050786,1,0.999998240152332
"MRPS9",-0.0348155311911396,66,0.732952504325861,1,0.657437435983482,1,0.999998240152332
"GPR45",-0.0431833517087531,40,0.744245542166822,1,0.999991420065036,1,0.999998240152332
"C2orf49",-0.0919646088226531,69,0.3564561327439,1,0.887531194114087,1,0.999998240152332
"EPC2",0.200250469728704,19,0.310494434317235,1,0.999998187394416,1,0.999998240152332
"ARHGEF4",-0.0663388065763932,50,0.573344092308189,1,0.351504718184137,1,0.999998240152332
"ISCU",-0.0420040293395335,67,0.678251433880509,1,0.999998081277102,1,0.999998240152332
"ALDH1L2",0.19612355015738,58,0.0721697209881221,1,0.944691965807008,1,0.999998240152332
"USP44",-0.234842644118879,27,0.149820836066893,1,0.0628658434823458,1,0.550795679281468
"SCYL2",0.0278974493288875,68,0.781290979159668,1,0.725781915402378,1,0.999998240152332
"CKAP4",-0.160687067036029,66,0.115308986382629,1,0.141903544371134,1,0.881985106552892
"PLXNC1",0.0319777001318709,60,0.765434197557818,1,0.999998187394416,1,0.999998240152332
"APPL2",-0.00304590818355992,62,0.976941422078093,1,0.99993954050786,1,0.999998240152332
"PWP1",-0.123002390222822,68,0.220904305392507,1,0,1,0
"DRAM1",-0.0629114094044576,61,0.553852381542015,1,0.546830916606522,1,0.999998240152332
"WASHC4",0.152803284224192,56,0.168921879185367,1,0.472432081668757,1,0.999998240152332
"SLC41A2",-0.0688700443150182,55,0.539036084606369,1,0.99993954050786,1,0.999998240152332
"VILL",-0.10423146132941,55,0.352542137499713,1,0.792517492503213,1,0.999998240152332
"FLNB",-0.0921127219798819,64,0.374259319280224,1,0.99993954050786,1,0.999998240152332
"NEK3",-0.0856499390227766,58,0.432317433044169,1,0.858087875693902,1,0.999998240152332
"PCDH8",-0.152140789085278,41,0.244276743823266,1,0.305987205022533,1,0.999998240152332
"VPS36",-0.00161728474927662,60,0.987960944529193,1,0.999998187394416,1,0.999998240152332
"RNASEH2B",-0.147323620296146,62,0.162111783273127,1,0,1,0
"CKAP2",-0.174362936170769,54,0.123445805687721,1,0.534823901859913,1,0.999998240152332
"CNMD",-0.0187812056606337,36,0.893219746393803,1,0.999998187394416,1,0.999998240152332
"TBC1D4",-0.0733996573217716,57,0.504839553078408,1,0.999991420065036,1,0.999998240152332
"THSD1",-0.0267784770801831,51,0.818349995128798,1,0.565487692804451,1,0.999998240152332
"BORA",-0.123270784329428,62,0.242098096445668,1,0,1,0
"LRCH1",-0.0431595307903042,51,0.711262468150983,1,0.697334520458373,1,0.999998240152332
"SUCLA2",0.0584863524307459,66,0.56652248236462,1,0.99993954050786,1,0.999998240152332
"RCBTB1",-0.0263523138347365,16,0.90347891371923,1,0.999990001199856,1,0.999998240152332
"MED4",0.0258774584753383,64,0.802885029112462,1,0.999997786048118,1,0.999998240152332
"PHF11",-0.25637549621937,55,0.0222142122481042,1,0,1,0
"COG3",-0.122365281154769,55,0.275092376635891,1,0.80167005997909,1,0.999998240152332
"LMO7",-0.0930922483105396,57,0.397654640829655,1,0.366711144630736,1,0.999998240152332
"SCEL",NA,NA,NA,NA,NA,NA,NA
"ITM2B",-0.0666472388164314,66,0.513653662642859,1,0,1,0
"SPRY2",-0.0274131736520393,62,0.794761190646548,1,0.99993954050786,1,0.999998240152332
"NUDT15",-0.267279311703318,35,0.0598280228488165,1,0.299827318459537,1,0.999998240152332
"EDNRB",0.0304335810860591,68,0.761983756591989,1,0.999998187394416,1,0.999998240152332
"RCBTB2",0.0868416842864844,52,0.451837724538796,1,0.31710062398539,1,0.999998240152332
"LCP1",-0.00304590818355992,62,0.976941422078093,1,0.999998081277102,1,0.999998240152332
"SETDB2",0.0495451790027755,66,0.627282830858096,1,0.970892119578129,1,0.999998240152332
"SCRN1",-0.185400651386469,51,0.111811551390119,1,0.196149229610569,1,0.999998240152332
"C7orf25",-0.0426355543820392,58,0.695886261876501,1,0.792517492503213,1,0.999998240152332
"CHST12",0.0827681479403878,24,0.633838931383758,1,0.633546664679037,1,0.999998240152332
"IGF2BP3",-0.103509679933359,52,0.369847886958323,1,0.999991420065036,1,0.999998240152332
"GPNMB",-0.0258765559884259,60,0.809222905141223,1,0,1,0
"RAPGEF5",-0.0434633560328094,50,0.712165420259918,1,0.999990001199856,1,0.999998240152332
"RAC1",0.00507226351434318,68,0.959740312506868,1,0.999994138335287,1,0.999998240152332
"KDELR2",-0.0545268327791892,68,0.587367874785891,1,0.99993954050786,1,0.999998240152332
"NUP42",-0.0201269121474853,64,0.846062293223598,1,0.999978746918303,1,0.999998240152332
"ZDHHC4",-0.00397558536107247,38,0.976676954000761,1,0.999978746918303,1,0.999998240152332
"AOAH",-0.0507802186498767,62,0.629897672461985,1,0.141903544371134,1,0.881985106552892
"BZW2",-0.105704602668545,55,0.34577858615116,1,0.892429108995599,1,0.999998240152332
"DGKB",-0.102174167183102,40,0.440177799037177,1,0.559959463393877,1,0.999998240152332
"TBRG4",-0.218294038436041,58,0.0453597082792346,1,0.799279308019692,1,0.999998240152332
"DDX56",0.00634032939292898,68,0.949687406089985,1,0,1,0
"HUS1",NA,NA,NA,NA,NA,NA,NA
"NACAD",-0.165144564768954,12,0.519249062248657,1,0.999998187394416,1,0.999998240152332
"DBNL",0.0217623636951613,66,0.831111327751677,1,0.544256817427363,1,0.999998240152332
"CCM2",0.0992179483627103,62,0.346441987672247,1,0.277942628833162,1,0.999998240152332
"MYO1G",-0.211150701153883,64,0.0416732129182586,1,0,1,0
"TTYH3",-0.00937341224376835,66,0.926807902598935,1,0.999991420065036,1,0.999998240152332
"MMD2",-0.0330840991459152,23,0.85240390315422,1,0.99993954050786,1,0.999998240152332
"TTC5",-0.0824242821080767,68,0.41205005442379,1,0.294022751825294,1,0.999998240152332
"NKX2-8",NA,NA,NA,NA,NA,NA,NA
"NKX2-1",-0.234738238930785,15,0.297621467891116,1,0.81871769030546,1,0.999998240152332
"ZFHX2",-0.0903876907577734,18,0.65685341845283,1,0.699880118619471,1,0.999998240152332
"MTHFS",0.086801507701273,47,0.475550491306764,1,0.319937713768929,1,0.999998240152332
"ADAMTS7",0,19,1,1,0,1,0
"ABHD17C",0.171078753253625,64,0.0988952726453868,1,0.497509479927206,1,0.999998240152332
"IREB2",-0.030190368221228,64,0.770884900480384,1,0.99993954050786,1,0.999998240152332
"ALPK3",-0.00646913899710647,60,0.951871174576733,1,0.999991420065036,1,0.999998240152332
"TM6SF1",-0.075400266686864,56,0.497250124586597,1,0.99993954050786,1,0.999998240152332
"CIB2",-0.0246914582329216,56,0.824084003152049,1,0.999998187394416,1,0.999998240152332
"CALCOCO2",-0.051685613776008,66,0.612483505276994,1,0.836073588938918,1,0.999998240152332
"RSAD1",-0.127853886709072,66,0.210205981557812,1,0.999991420065036,1,0.999998240152332
"NMT1",-0.0278974493288875,68,0.781290979159668,1,0.999998187394416,1,0.999998240152332
"MYCBPAP",0.0883021571376696,19,0.654720846018577,1,0.999978746918303,1,0.999998240152332
"SRSF1",-0.014729647811636,66,0.885220830129645,1,0.99993954050786,1,0.999998240152332
"VEZF1",-0.0728119767686243,43,0.567781357279817,1,0.662607449856733,1,0.999998240152332
"CHAD",-0.117564457113975,28,0.46224030222192,1,0.680055486424186,1,0.999998240152332
"TACO1",-0.0963640783789534,64,0.352613405332973,1,0.319937713768929,1,0.999998240152332
"TEX2",-0.0809368592175744,58,0.458073370727927,1,0.243288564869964,1,0.999998240152332
"DCAF7",-0.0549014145706432,66,0.590544434787606,1,0.999998187394416,1,0.999998240152332
"LIMD2",-0.130411563255354,52,0.258550656776713,1,0.480959567134562,1,0.999998240152332
"BRIP1",-0.109741064098149,62,0.29770361358262,1,0.99993954050786,1,0.999998240152332
"KAT7",-0.110321731436964,68,0.272235764395991,1,0.351504718184137,1,0.999998240152332
"RTP4",NA,NA,NA,NA,NA,NA,NA
"ACTL6A",-0.20895901246086,62,0.0473804312457211,1,0,1,0
"NDUFB5",0.107996370360499,46,0.380057249146536,1,0.351504718184137,1,0.999998240152332
"MRPL47",0.0152167905430295,68,0.879629902126111,1,0.999978746918303,1,0.999998240152332
"TRA2B",-0.00272029546189516,66,0.978731269380431,1,0.999993200193115,1,0.999998240152332
"SCN2A",-0.0833333333333333,49,0.483927304446146,1,0.357740473524751,1,0.999998240152332
"TBR1",0.0422200330920749,17,0.840692660305486,1,0.999997625656209,1,0.999998240152332
"MARCHF7",0.0726747327407744,56,0.512928169727382,1,0.970892119578129,1,0.999998240152332
"ERMN",0.0605449349620603,32,0.684332786536565,1,0.999978746918303,1,0.999998240152332
"GALNT5",-0.0253673144715921,37,0.854059111132694,1,0.887531194114087,1,0.999998240152332
"TANK",-0.233410125612303,31,0.123291597998009,1,0,1,0
"SKIL",NA,NA,NA,NA,NA,NA,NA
"EPRS1",0.0219806233891666,64,0.832086713053982,1,0.999998187394416,1,0.999998240152332
"HLX",-0.0512881212413886,64,0.620792525854649,1,0.999993200193115,1,0.999998240152332
"VPS45",0.0979306366282257,66,0.337184021141777,1,0.329558918153995,1,0.999998240152332
"IL10",-0.114783407191697,55,0.305936624627487,1,0.0393796965627589,1,0.35551726058893
"KCTD3",0.113573289975096,64,0.273283245571372,1,0.871932165048614,1,0.999998240152332
"RPS6KC1",0.0127910800527483,60,0.905005226800069,1,0.999993696816893,1,0.999998240152332
"ZNG1B",NA,NA,NA,NA,NA,NA,NA
"IL36G",NA,NA,NA,NA,NA,NA,NA
"IL1RN",-0.159189868212189,55,0.155648691168053,1,0.327061667753943,1,0.999998240152332
"IL36RN",NA,NA,NA,NA,NA,NA,NA
"IL1F10",NA,NA,NA,NA,NA,NA,NA
"CFC1",NA,NA,NA,NA,NA,NA,NA
"SMPD4",-0.0766130877682874,46,0.533476052992885,1,0,1,0
"WDR33",0.031678729656235,56,0.775490016587088,1,0,1,0
"CCDC115",-0.134687005940295,49,0.257899035292339,1,0.99993954050786,1,0.999998240152332
"SAP130",-0.086575067299142,46,0.481632579375546,1,0,1,0
"BIN1",-0.0563493013958586,62,0.592845000969896,1,0.531744874715262,1,0.999998240152332
"IMP4",0.136279865012833,64,0.188657317551005,1,0,1,0
"HS6ST1",-0.0747571022620884,64,0.470841681990632,1,0.351504718184137,1,0.999998240152332
"UGGT1",0,46,1,1,0,1,0
"GYPC",NA,NA,NA,NA,NA,NA,NA
"STAM",0.0798881503509051,68,0.426583495655539,1,0.947735330583006,1,0.999998240152332
"GAD2",0.201630843812985,23,0.256839257957857,1,0.30388504685392,1,0.999998240152332
"ABI1",-0.0855274762970453,53,0.454260242566819,1,0.0766293998545158,1,0.655587053814163
"YME1L1",-0.072273058784215,64,0.48570951184682,1,0.99993954050786,1,0.999998240152332
"DNAJC1",0.116972704861492,66,0.251645808024531,1,0.999997625656209,1,0.999998240152332
"NIPSNAP3A",0.0816088638568548,66,0.423834360015821,1,0,1,0
"LRRC8A",0.0368376212125888,50,0.754504612628855,1,0.999998081277102,1,0.999998240152332
"CDK9",0.0435247273903226,66,0.669704984781277,1,0.999997625656209,1,0.999998240152332
"TXN",-0.0117464614669541,63,0.910513948146979,1,0.999998187394416,1,0.999998240152332
"ODF2",0.0334959926006735,54,0.767282000975364,1,0.684326699242917,1,0.999998240152332
"ECPAS",-0.116790217807106,59,0.280039505382736,1,0.292501737524305,1,0.999998240152332
"TOR1B",-0.0314885370446481,65,0.759469750537128,1,0.792517492503213,1,0.999998240152332
"C9orf78",0.070970121274246,66,0.486726673886614,1,0,1,0
"SMC2",0.124466161055617,41,0.340810981547969,1,0.763411468718053,1,0.999998240152332
"KLF4",-0.0164234670435408,56,0.882453874134,1,0.999998065168978,1,0.999998240152332
"TOR1A",-0.00393787775058127,67,0.968976316697091,1,0.694293403129781,1,0.999998240152332
"RALGPS1",0.0161728474927662,60,0.880060193393448,1,0.999998240152332,1,0.999998240152332
"NIBAN2",-0.0256740749248146,59,0.81229386174777,1,0.999990001199856,1,0.999998240152332
"OR1J1",NA,NA,NA,NA,NA,NA,NA
"OR13C9",NA,NA,NA,NA,NA,NA,NA
"ST6GALNAC4",-0.0149205543972253,63,0.886479681270865,1,0.999998031585184,1,0.999998240152332
"TMOD1",-0.121872216773382,64,0.239760874092007,1,0.562628578870213,1,0.999998240152332
"DAB2IP",-0.0264628062012482,17,0.899741298687171,1,0.999993988686708,1,0.999998240152332
"STXBP1",-0.153642051181279,60,0.151719954929363,1,0.741041959557175,1,0.999998240152332
"SLC2A8",-0.0944231536903576,62,0.370245480925938,1,0.81871769030546,1,0.999998240152332
"ANGPTL2",-0.0402538242949707,64,0.697801335084509,1,0.999992919952988,1,0.999998240152332
"CDK5RAP2",0.0951161521203935,33,0.516195690992237,1,0,1,0
"ZFP37",0.0494572430831654,58,0.650246127595612,1,0.999998187394416,1,0.999998240152332
"SLC31A2",0.059068166258719,67,0.559635262985094,1,0.152296088146121,1,0.938556909320843
"SLC31A1",0.0278974493288875,68,0.781290979159668,1,0.999998187394416,1,0.999998240152332
"TLR4",-0.25933274034336,64,0.0123656262374561,1,0.858087875693902,1,0.999998240152332
"ZNF189",-0.0396793263913338,64,0.701906245738905,1,0.217948211108915,1,0.999998240152332
"STX17",0.0810004222577397,54,0.474222038579032,1,0.399195045676846,1,0.999998240152332
"PRPF4",-0.00970725343394151,65,0.924800963155261,1,0.99993954050786,1,0.999998240152332
"FPGS",0.0242249109135915,56,0.827355077643815,1,0.999997625656209,1,0.999998240152332
"USP20",-0.244143218890161,29,0.119794930425918,1,0,1,0
"KIF12",-0.140238693425024,55,0.210997128574855,1,0.858087875693902,1,0.999998240152332
"ATP6V1G1",-0.0608671621721182,68,0.544678392863482,1,0.999998081277102,1,0.999998240152332
"TEX10",-0.109903116945833,64,0.289085352532577,1,0.999991420065036,1,0.999998240152332
"GARNL3",-0.204212491544327,22,0.262310506223853,1,0.347029372496662,1,0.999998240152332
"MRPL50",-0.0514039462088656,46,0.676086388228952,1,0.999998081277102,1,0.999998240152332
"DPM2",0.0240932516931301,68,0.810502779863668,1,0.836073588938918,1,0.999998240152332
"WDR38",0.183010444965601,22,0.315105763255212,1,0.999983391187364,1,0.999998240152332
"TSTD2",-0.0374936489750734,66,0.713285696121794,1,0.622869582895673,1,0.999998240152332
"GABBR2",-0.0649383778640707,49,0.58542179983666,1,0.319937713768929,1,0.999998240152332
"HEMGN",NA,NA,NA,NA,NA,NA,NA
"PSMB7",0.0355058446004023,68,0.723821372745789,1,0.99993954050786,1,0.999998240152332
"NR5A1",0.0594060570652197,23,0.738321793081679,1,0.709515561752488,1,0.999998240152332
"TRMO",-0.0252046738234739,59,0.815663409076939,1,0.999984926592505,1,0.999998240152332
"RABEPK",-0.199753542728314,29,0.203091787577168,1,0.399424383130588,1,0.999998240152332
"GOLGA1",0.0921371721362149,37,0.504070399411709,1,0.999997625656209,1,0.999998240152332
"XPA",-0.0583310304149466,68,0.561568145577964,1,0.999993200193115,1,0.999998240152332
"NCBP1",-0.00535623556786763,66,0.958136339950128,1,0.999993557240695,1,0.999998240152332
"ANP32B",0.0824242821080767,68,0.41205005442379,1,0.376008715007649,1,0.999998240152332
"PDCL",-0.0819452851719046,64,0.429266307900588,1,0.999978746918303,1,0.999998240152332
"CTSV",0.0190209881787869,68,0.849859265484803,1,0.999998187394416,1,0.999998240152332
"LMX1B",-0.225703722256448,19,0.252999061474684,1,0,1,0
"ARPC5L",-0.0540832691319598,65,0.598974439688674,1,0.910687114559774,1,0.999998240152332
"ENPP2",0.00263172475333287,48,0.982551301299846,1,0.999998187394416,1,0.999998240152332
"DSCC1",0.141086119142738,62,0.180631071963723,1,0.81871769030546,1,0.999998240152332
"DERL1",0.0415108256509741,66,0.684142982673364,1,0.909559668515093,1,0.999998240152332
"MYC",-0.0115010926557059,64,0.911663894828446,1,0.999996913504037,1,0.999998240152332
"CCN3",-0.0738183122269878,52,0.522480459968801,1,0.999993200193115,1,0.999998240152332
"IL33",0.0181634804886181,32,0.902924880673806,1,0.999994705717296,1,0.999998240152332
"DMAC1",-0.0831822562461633,34,0.564062473737669,1,0.999998240152332,1,0.999998240152332
"RANBP6",-0.0749872979501468,66,0.46240417912397,1,0.858087875693902,1,0.999998240152332
"POLR1E",-0.0570629645363608,68,0.570106953413651,1,0.858087875693902,1,0.999998240152332
"PLAA",-0.0571254854209544,62,0.587761129157988,1,0,1,0
"IL11RA",0.0633012379934621,55,0.572344829977828,1,0.919757089681108,1,0.999998240152332
"UBAP2",0.00431290974588971,64,0.966815568524977,1,0.999998187394416,1,0.999998240152332
"APTX",-0.0843607101939151,66,0.408375647684711,1,0.999967227083538,1,0.999998240152332
"RNF38",-0.0178523180534554,51,0.878310110175784,1,0.99993954050786,1,0.999998240152332
"TLN1",0.0253613175717159,68,0.800733964720654,1,0.750364821108559,1,0.999998240152332
"CCL21",-0.122583196346971,33,0.402761974706661,1,0.874596108829963,1,0.999998240152332
"SIT1",-0.146839826359925,37,0.286986683104419,1,0.858087875693902,1,0.999998240152332
"IFNA21",NA,NA,NA,NA,NA,NA,NA
"DMRT1",NA,NA,NA,NA,NA,NA,NA
"DNAJB5",-0.0126746546857175,52,0.912562326297573,1,0.9999948755528,1,0.999998240152332
"SPAG8",-0.0569313176196603,61,0.592148922026992,1,0.141903544371134,1,0.881985106552892
"DCTN3",0.0519907010220176,68,0.604866823183545,1,0.99993954050786,1,0.999998240152332
"CD72",NA,NA,NA,NA,NA,NA,NA
"TMEM8B",0.00913772455067977,62,0.930901235040378,1,0.999997786048118,1,0.999998240152332
"GRHPR",-0.00133905889196691,66,0.989529578906197,1,0.999998187394416,1,0.999998240152332
"ALDH1B1",0.103807770494687,41,0.42692690287171,1,0,1,0
"HINT2",-0.0722797550793903,68,0.471936145484751,1,0,1,0
"ARHGEF39",NA,NA,NA,NA,NA,NA,NA
"IGFBPL1",-0.00824085643430329,50,0.944229839337377,1,0.999996829342532,1,0.999998240152332
"DENND4C",0.124713030514296,60,0.244596511361503,1,0.999998187394416,1,0.999998240152332
"CNPY3",0.0562404734626101,66,0.581516907204977,1,0.611273434972605,1,0.999998240152332
"FOXP4",0.0881960829168713,53,0.440303548806958,1,0.763411468718053,1,0.999998240152332
"PPIL1",0.0196191165488327,69,0.844044338865845,1,0.999998187394416,1,0.999998240152332
"KLC4",0.0519907010220176,68,0.604866823183545,1,0.999991420065036,1,0.999998240152332
"KIF13A",-0.0591587452439611,60,0.580981252481807,1,0.81871769030546,1,0.999998240152332
"ZSCAN9",NA,NA,NA,NA,NA,NA,NA
"PIM1",-0.0646713598078756,68,0.519826296133168,1,0.80167005997909,1,0.999998240152332
"GMPR",-0.201005026182637,53,0.0786260619964569,1,0,1,0
"CMTR1",-0.0854215961446159,67,0.398858594093767,1,0,1,0
